goal	target	indicator_code	FirstTS	MainTS	indicator_ref	series	hub_id	n_countries	seriesDescription	TimeSeriesDescription	unit	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
3	3.9	C030902	x	x	3.9.2	SH_STA_WASH	5439a96fbb35431c813fc6932a82400a	183	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene	deaths per 100,000 population	2016	2016	1	1	0																																																				
3	3.9	C030903		x	3.9.3	SH_STA_POISN	b1f51a01a43f4661ac2b143449b54dff	183	Mortality rate attributed to unintentional poisonings, by sex (deaths per 100,000 population)	Mortality rate attributed to unintentional poisonings	deaths per 100,000 population	2000	2016	5	5	1	_T	Both sexes																																																		
3	3.a	C030a01		x	3.a.1	SH_PRV_SMOK	8936c15ac3b8423f871dea7cbf92cf04	149	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	Age-standardized prevalence of current tobacco use among persons aged 15 years and older	percent	2000	2018	7	7	2	_T	Both sexes	Y_GE15	15 years old and over																																																
3	3.b	C030b01	x	x	3.b.1	SH_ACS_DTP3	0715862ea69a4a8b95f1d97967d7a549	195	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3) (%)	Proportion of the target population with access to 3 doses of diphtheria-tetanus-pertussis (DTP3)	percent	2000	2018	8	19	0																																																				
3	3.b	C030b01	x	x	3.b.1	SH_ACS_MCV2	7dbbd65b355a41f3b1f7b95ef84fff39	170	Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2) (%)	Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2)	percent	2000	2018	1	19	0																																																				
3	3.b	C030b01	x	x	3.b.1	SH_ACS_PCV3	e9692a9f8a0c4c619063971358c7f9bd	142	Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3) (%)	Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3)	percent	2008	2018	1	11	0																																																				
3	3.b	C030b01	x	x	3.b.1	SH_ACS_HPV	8ae7559ed5f741ae853751cf38bcfb69	76	Proportion of the target population with access to affordable medicines and vaccines on a sustainable basis, human papillomavirus (HPV) (%)	Proportion of the target population with access to affordable medicines and vaccines on a sustainable basis, human papillomavirus (HPV)	percent	2010	2018	1	9	0																																																				
3	3.b	C030b02	x	x	3.b.2	DC_TOF_HLTHNT	4ced890b6fc94cd58f5a475ebe5b2507	149	Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2018 United States dollars)	Net disbursement of total official development assistance received for medical research and basic heath sectors	millions of constant 2018 dollars	2010	2018	1	9	0																																																				
3	3.b	C030b02	x	x	3.b.2	DC_TOF_HLTHL	43c59139930244b1aa0ec279e9a0b8d0	154	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2018 United States dollars)	Gross disbursements of total official development assistance received for medical research and basic heath sectors	millions of constant 2018 dollars	2000	2018	1	19	0																																																				
3	3.c	C030c01		x	3.c.1	SH_MED_HEAWOR	0c82548fd1854bcfa3e528728480f18e	193	Health worker density, by type of occupation (per 10,000 population)	Health worker density: medical doctors	medical doctors per 10,000 population	2000	2018	1	19	1																							ISCO08_221	Medical doctors																												
4	4.1	C040101		x	4.1.1	SE_TOT_PRFL	0e23ab91a2844c94997cb25abb0d2af7	63	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	Proportion of children achieving minimum primary-level proficiency in reading	percent	2001	2017	1	4	3	_T	Both sexes					ISCED11_1	Primary			SKILL_READ	Skill: Minimum proficiency in reading																																								
4	4.1	C040102		x	4.1.2	SE_TOT_CPLR	f531d243107e407d88160d28a2cf9593	122	Completion rate, by sex, location, wealth quintile and education level (%)	Completion rate of primary education	percent	1996	2018	1	19	4	_T	Both sexes			_T	All areas	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	4.2	C040201	x	x	4.2.1	SE_DEV_ONTRK	48cb1c00fd314c59a4b6e0dff9a2394c	75	Proportion of children aged 36â59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)	Proportion of children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning	percent	2010	2019	1	1	1			M36T59	36 to 59 months old																																																
4	4.2	C040202	x	x	4.2.2	SE_PRE_PARTN	2d2733e36b3a4b47a2cadc4018ea89ca	176	Participation rate in organized learning (one year before the official primary entry age), by sex (%)	Participation rate in organized learning one year before the official primary entry age	percent	2000	2019	1	20	1	_T	Both sexes																																																		
4	4.3	C040301		x	4.3.1	SE_ADT_EDUCTRN	86f9912608ea463fa086b306bbb1412c	107	Participation rate in formal and non-formal education and training, by sex (%)	Participation rate in formal and non-formal education and training	percent	2000	2018	1	15	1	_T	Both sexes																																																		
4	4.4	C040401		x	4.4.1	SE_ADT_ACTS	c86e872cc853477180d39477bcde9f88	86	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	Proportion of youth and adults able to write a computer program using a specialized programming language	percent	2014	2019	1	5	2	_T	Both sexes									SKILL_ICTPRGM	Writing a computer program using a specialized programming language																																								
4	4.5	C040501	x	x	4.5.1	SE_PRE_GPIPARTN	a7536473e746435480cf3d7138e21b8c	175	Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)	Gender parity index for participation rate in organized learning one year before the official primary entry age	ratio	2000	2019	1	19	0																																																				
4	4.5	C040501		x	4.5.1	SE_GPI_TRATEA	d78d253f2cd549e38b8e14ff9adc3390	137	Gender parity index of trained teachers, by education level (ratio)	Gender parity index of trained primary teachers	ratio	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.5	C040501	x	x	4.5.1	SE_GPI_PART	17b9108a4a4d40fda087ac87046673e6	97	Gender parity index for participation rate in formal and non-formal education and training (ratio)	Gender parity index for participation rate in formal and non-formal education and training (ratio)	ratio	2000	2018	1	14	0																																																				
4	4.5	C040501		x	4.5.1	SE_GPI_ICTS	ae6125a40e2649818bc57160cdea67e8	35	Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)	Gender parity index for youth/adults able to write a computer program using a specialized programming language	ratio	2014	2016	1	1	1											SKILL_ICTPRGM	Writing a computer program using a specialized programming language																																								
4	4.5	C040501		x	4.5.1	SE_IMP_FPOF	49b44d7b895b434990bb26b3e70c1711	27	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	Immigrat to non-immigrant status parity index for achieving at least a fixed primary-level proficiency in reading	ratio	2012	2017	1	2	1											SKILL_LTRCY	Literacy																																								
4	4.5	C040501		x	4.5.1	SE_NAP_ACHI	534fa02e75684b67923c987a3469b5ac	10	Native parity index for achievement (ratio)	Native to non-native parity index for achieving a minimum primary proficiency in reading	ratio	2001	2006	1	2	2							ISCED11_1	Primary			SKILL_READ	Skill: Minimum proficiency in reading																																								
4	4.5	C040501		x	4.5.1	SE_LGP_ACHI	b86f926e090f42da8708e084fcfc4382	28	Language test parity index for achievement (ratio)	Language test parity index for achieving a minimum primary proficiency in reading	ratio	2001	2016	1	4	2							ISCED11_1	Primary			SKILL_READ	Skill: Minimum proficiency in reading																																								
4	4.5	C040501		x	4.5.1	SE_TOT_GPI	9983c09940de47abb46694913b920fa8	50	Gender parity index for achievement (ratio)	Gender parity index for achieving a minimum primary proficiency in reading	ratio	2001	2017	1	4	2							ISCED11_1	Primary			SKILL_READ	Skill: Minimum proficiency in reading																																								
4	4.5	C040501		x	4.5.1	SE_TOT_SESPI	4a60ede1df6f45b4b169ca981e24ffde	36	Low to high socio-economic parity status index for achievement (ratio)	Low to high socio-economic status parity index for achieving a minimum primary proficiency in reading	ratio	2001	2016	1	4	2							ISCED11_1	Primary			SKILL_READ	Skill: Minimum proficiency in reading																																								
4	4.5	C040501		x	4.5.1	SE_TOT_RUPI	3425a76ab71847d1bb3d07661ca5b528	41	Rural to urban parity index for achievement (ratio)	Rural to urban parity index for achieving a minimum primary proficiency in reading	ratio	2001	2016	1	4	2							ISCED11_1	Primary			SKILL_READ	Skill: Minimum proficiency in reading																																								
4	4.5	C040501		x	4.5.1	SE_ALP_CPLR	aa53db2768e946d592ecd5f9cf9f926f	118	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	Adjusted rural to urban parity index for primary completion rate	ratio	1996	2018	1	19	3	_T	Both sexes					ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	4.5	C040501		x	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	119	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	Adjusted bottom to top wealth quintile parity index for primary completion rate	ratio	1999	2018	1	19	4	_T	Both sexes			_T	All areas	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	4.5	C040501		x	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	122	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	Adjusted gender parity index for primary completion rate	ratio	1996	2018	1	19	3					_T	All areas	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	4.6	C040601	x	x	4.6.1	SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	46	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	Proportion of population 16 to 65 years old achieving at least a fixed level of proficiency in functional literacy skills	percent	2006	2017	1	11	3	_T	Both sexes	Y16T65	16 to 65 years old							SKILL_LTRCY	Literacy																																								
4	4.a	C040a01	x	x	4.a.1	SE_ACC_COMP	8bcf9f5d367e4292893ada7b0b833dd0	114	Schools with access toÂ computers for pedagogical purposes, by education level (%)	Proportion of primary schools with access to computers for pedagogical purposes	percent	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.a	C040a01	x	x	4.a.1	SE_ACC_DWAT	7c3845fea8fd44e287126c7f0a52719c	109	Schools with access to basic drinking water, by education level (%)	Proportion of primary schools with access to basic drinking water	percent	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.a	C040a01		x	4.a.1	SE_ACC_ELEC	9b3a5ea9f1a74ee6965ac8977015f774	143	Schools with access toÂ electricity, by education level (%)	Proportion of primary schools with access to electricity	percent	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.a	C040a01	x	x	4.a.1	SE_ACC_HNWA	d738b04da3f140348dd8f85ab7752dba	105	Schools with basic handwashing facilities, by education level (%)	Proportion of primary schools with basic handwashing facilities	percent	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.a	C040a01	x	x	4.a.1	SE_ACC_INTN	4c9300cf9f3a4bf5817bdab0cda2eb75	105	Schools with access to the internet for pedagogical purposes, by education level (%)	Proportion of primary schools with access to the internet for pedagogical purposes	percent	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.a	C040a01		x	4.a.1	SE_ACC_SANI	b7c3aa661cd74128831da6e3e99f4ef9	103	Schools with access toÂ access to single-sex basic sanitation, by education level (%)	Proportion of primary schools with access to access to single-sex basic sanitation	percent	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.a	C040a01	x	x	4.a.1	SE_INF_DSBL	032eba5d40f247a79d5d6b2f38619124	50	Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)	Proportion of primary schools with access to adapted infrastructure and materials for students with disabilities	percent	2000	2019	1	20	1							ISCED11_1	Primary																																												
4	4.b	C040b01	x	x	4.b.1	DC_TOF_SCHIPSL	74034aff16a0446abdd1711db3dea492	151	Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)	Total official flows received for scholarships	millions of constant 2018 dollars	2006	2018	1	13	0																																																				
4	4.c	C040c01		x	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	143	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	Proportion of primary school teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching 	percent	2000	2019	1	20	2	_T	Both sexes					ISCED11_1	Primary																																												
5	5.1	C050101	x	x	5.1.1	SG_LGL_GENEQLFP	36c7b866028746deb40eb3001a301c7e	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	Level of achievement with respect to ovrerall legal frameworks that promote, enforce and monitor gender equality in public life	percent	2018	2018	1	1	0																																																				
5	5.1	C050101	x	x	5.1.1	SG_LGL_GENEQVAW	c5e51c5a24f94182bf3939be79ff2b37	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) --  Area 2: violence against women	Level of achievement with respect ot legal frameworks that promote, enforce and monitor gender equality in combating violence against women	percent	2018	2018	1	1	0																																																				
5	5.1	C050101	x	x	5.1.1	SG_LGL_GENEQEMP	916e62b3356644a2b50dc11bb24d7b69	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 3: employment and economic benefits	Level of achievement with respect ot legal frameworks that promote, enforce and monitor gender equality in employment and economic benefits	percent	2018	2018	1	1	0																																																				
5	5.1	C050101	x	x	5.1.1	SG_LGL_GENEQMAR	a24be8789fd64baca61bf2f0a19ce687	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 4: marriage and family	Level of achievement with respect ot legal frameworks that promote, enforce and monitor gender equality in marriage and family	percent	2018	2018	1	1	0																																																				
5	5.2	C050201		x	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	75	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	Proportion of ever-partnered women and girls aged 15-49 years who have been subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months	percent	2000	2017	1	1	2	F	Female	Y15T49	15 to 49 years old																																																
5	5.3	C050301	x	x	5.3.1	SP_DYN_MRBF18	e7711ef62b724b8e96418cccc2a9411f	126	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	Proportion of women aged 20-24 years who were married or in a union before age 18	percent	2005	2019	1	1	2	F	Female	Y20T24	20 to 24 years old																																																
5	5.3	C050301	x	x	5.3.1	SP_DYN_MRBF15	1c2d5bb11ff6488fb9640e37181965f4	126	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	Proportion of women aged 20-24 years who were married or in a union before age 15	percent	2005	2019	1	1	2	F	Female	Y20T24	20 to 24 years old																																																
5	5.3	C050302	x	x	5.3.2	SH_STA_FGMS	bf5b56f64ae54c39b39863a76ed35765	30	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting	percent	2004	2018	1	1	2	F	Female	Y15T49	15 to 49 years old																																																
5	5.4	C050401		x	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	54	Proportion of time spent on unpaid care work, by sex, age and location (%)	Proportion of time spent by women 15 years old and over on unpaid care work	percent	2000	2018	1	16	3	F	Female	Y_GE15	15 years old and over	_T	All areas																																														
5	5.4	C050401		x	5.4.1	SL_DOM_TSPDDC	03575d9da7d54c8ab1a96c4e181a5a8d	54	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	Proportion of time spent by women 15 years old and over on unpaid domestic chores	percent	2000	2018	1	16	3	F	Female	Y_GE15	15 years old and over	_T	All areas																																														
5	5.4	C050401		x	5.4.1	SL_DOM_TSPD	d2e3ba56ec664461b4e3d1d3883d7cb3	60	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	Proportion of time spent by women 15 years old and over on unpaid domestic chores and care work	percent	2000	2018	1	16	3	F	Female	Y_GE15	15 years old and over	_T	All areas																																														
5	5.5	C050501	x	x	5.5.1	SG_GEN_PARLN	15a8ed627d124fe6bc685cfd820fed29	193	Number of seats held by women in national parliaments (number)	Number of seats held by women in national parliaments	seats	2000	2020	4	21	1	F	Female																																																		
5	5.5	C050501	x	x	5.5.1	SG_GEN_PARLNT	1d9169a401a14551b9de555ab229f99e	193	Number of seats in national parliaments (number)	Number of seats in national parliaments	seats	2000	2020	4	21	1	_T	Both sexes																																																		
5	5.5	C050501	x	x	5.5.1	SG_GEN_PARL	53dc94ee1fa248498b42a26f01241b84	193	Proportion of seats held by women in national parliaments (% of total number of seats)	Proportion of seats held by women in national parliaments	percent	2000	2020	4	21	1	F	Female																																																		
5	5.5	C050501	x	x	5.5.1	SG_GEN_LOCGELS	560526cc586e4935b65f960299612b96	156	Proportion of elected seats held by women in deliberative bodies of local government (%)	Proportion of elected seats held by women in deliberative bodies of local government	percent	2006	2019	1	3	1	F	Female																																																		
5	5.5	C050502	x	x	5.5.2	IC_GEN_MGTL	314b6d98da01488f82441d2dcd834da7	167	Proportion of women in managerial positions (%)	Proportion of women in managerial positions	percent	2000	2019	1	19	1	F	Female																																																		
5	5.5	C050502	x	x	5.5.2	IC_GEN_MGTN	c6e9f83bd1bb426d9f8ca64b94b60579	98	Proportion of women in senior and middle management positions (%)	Proportion of women in senior and middle management positions	percent	2000	2019	1	19	1	F	Female																																																		
5	5.6	C050601	x	x	5.6.1	SH_FPL_INFM	1e6021a9e9bb41b49848f1d49a7e1a49	57	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	Proportion of women 15 to 49 years old who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	percent	2006	2018	1	4	2	F	Female	Y15T49	15 to 49 years old																																																
5	5.6	C050601	x	x	5.6.1	SH_FPL_INFMSR	6f8ee446f5b741579203b73d134a78e2	57	Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)	Proportion of women 15 to 49 years old who make their own informed decisions regarding sexual relations	percent	2006	2018	1	4	2	F	Female	Y15T49	15 to 49 years old																																																
5	5.6	C050601	x	x	5.6.1	SH_FPL_INFMCU	b609d6a53e0d4c8fb80609dbe157d8e9	57	Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)	Proportion of women 15 to 49 years old who make their own informed decisions regarding contraceptive use	percent	2006	2018	1	4	2	F	Female	Y15T49	15 to 49 years old																																																
5	5.6	C050601	x	x	5.6.1	SH_FPL_INFMRH	a6906a30919b4fb8bd80f4376018e7bf	57	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	Proportion of women 15 to 49 years old who make their own informed decisions regarding reproductive health care	percent	2006	2018	1	4	2	F	Female	Y15T49	15 to 49 years old																																																
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHE	6ad6cb1d7a354d09893c4cae69375280	75	Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education (%)	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education to women and men aged 15 years and older 	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC1	43d9d73889974e3393366df2ae2383e2	101	(S.1.C.1) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 1: Maternity Care (%)	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on maternity care to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC10	9a08ad7db08f4054ab3c17bf90a2bd7b	103	(S.4.C.10) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 10: HIV Counselling and Test Services	Extent to which country laws and regulations guarantee full and equal access to HIV counseling and test services to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC11	fa7b603028084f47a4d0310d3242d9ed	103	(S.4.C.11) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 11: HIV Treatment and Care Services (%)	Extent to which country laws and regulations guarantee full and equal access to HIV treatment and care services to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC12	33c5b37ae04c415baa79330e18bb17de	103	(S.4.C.12) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 12: HIV Confidentiality (%)	Extent to which country laws and regulations guarantee full and equal access to HIV confidentiality to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC13	cd5962fac2924b828d05fa26d1e9d3f3	104	(S.4.C.13) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 13: HPV Vaccine (%)	Extent to which country laws and regulations guarantee full and equal access to HPV vaccine to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC2	2e074113dc58457e8a7323996e1ec3fd	100	(S.1.C.2) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 2: Life Saving Commodities (%)	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on life saving commodities to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC3	78ee802c2830414a8dc2079a3eb5378f	87	(S.1.C.3) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 3: Abortion	Extent to which country laws and regulations guarantee full and equal access to abortion to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC4	6ddf27c44d05423a9c54ee0cca022eb6	101	(S.1.C.4) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 4: Post-Abortion Care (%)	Extent to which country laws and regulations guarantee full and equal access to post-abortion care to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC5	f0ffc1a840b044ca829396a93e23ddf6	105	(S.2.C.5) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 5: Contraceptive Services (%)	Extent to which country laws and regulations guarantee full and equal access to contraceptive services to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC6	602af6f3d09a4ccbaf95ab1ae28d0cda	104	(S.2.C.6) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 6: Contraceptive Consent (%)	Extent to which country laws and regulations guarantee full and equal access to contraceptive consent to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC7	ff62d2a0c12646edac82765775e3968a	104	(S.2.C.7) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 7: Emergency Contraception (%)	Extent to which country laws and regulations guarantee full and equal access to emergency contraception to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC8	8702a599081c4b349e881d4f58454e4e	99	(S.3.C.8) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 8: Sexuality Education Curriculum Laws (%)	Extent to which country laws and regulations guarantee full and equal access to secuality education curriculum laws to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHEC9	96af955416964be29a2f2078c2f2b8cb	99	(S.3.C.9) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Component 9: Sexuality Education Curriculum Topics (%)	Extent to which country laws and regulations guarantee full and equal access to secuality education curriculum topics to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHES1	d9be2ea26ed84333bc516cdb81b2b3ab	79	(S.1) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 1: Maternity Care (%)	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on maternity care to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHES2	eade06ab401b47678ef8c33ce51cda7b	104	(S.2) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 2: Contraceptive and Family Planning (%)	Extent to which country laws and regulations guarantee full and equal access to contraceptive and family planning to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHES3	a74dd157c55248908c27fd195204edf2	98	(S.3) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 3: Sexuality Education (%)	Extent to which country laws and regulations guarantee full and equal access to sexuality education to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.6	C050602	x	x	5.6.2	SH_LGR_ACSRHES4	0302e44845694f2ca99e115f74009b36	101	(S.4) Extent to which countries have laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education: Section 4: HIV and HPV (%)	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on HIV and HPV  to women and men aged 15 years and older	percent	2019	2019	1	1	0																																																				
5	5.a	C050a01		x	5.a.1	SP_LGL_LNDAGSEC	dd2b9280b4134b34aa3377c440e7f2a3	10	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	Proportion of women with ownership or secure rights over agricultural land (out of total agricultural female population)	percent	2009	2019	1	5	1	F	Female																																																		
5	5.a	C050a01	x	x	5.a.1	SP_GNP_WNOWNS	62ab6177e6b24d5aa12eb05c1b0012fb	10	Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)	Share of women among owners or rights-bearers of agricultural land	percent	2009	2019	1	5	0																																																				
5	5.a	C050a02	x	x	5.a.2	SG_LGL_LNDFEMOD	c8cab459d8ad40b9bcba2a2ce0077bf7	16	Degree to which the legal framework (including customary law) guarantees womenâs equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees)	Degree to which the legal framework (including customary law) guarantees women's equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees)	score	2019	2019	1	1	0																																																				
