goal	target	indicator_code	indicator_ref	COMMENT	ACTION	series	hub_id	n_countries	TimeSeriesDescription	unit	country_profile	zero.removal	Text.type	unit1	unit2	DA2.1	DA2.2	DA3.1	DA3.2	Down	Up	Threshold
4	4.5	C040501	4.5.1			SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	119	Adjusted bottom to top wealth quintile parity index for primary completion rate	ratio	1	1	1			The adjusted bottom to top wealth quintile parity index for primary completion rate was 		The adjusted bottom to top wealth quintile parity index for primary completion rate 		 declined from 	 increased from	
4	4.5	C040501	4.5.1			SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	122	Adjusted gender parity index for primary completion rate	ratio	1	1	1			The adjusted gender parity index for primary completion rate was 		The adjusted gender parity index for primary completion rate 		 declined from 	 increased from	
4	4.6	C040601	4.6.1			SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	46	Proportion of population 16 to 65 years old achieving at least a fixed level of proficiency in functional literacy skills	percent	1	1	1	%	%	The proportion of population 16 to 65 years old achieving at least a fixed level of proficiency in functional literacy skills was  		The proportion of population 16 to 65 years old achieving at least a fixed level of proficiency in functional literacy skills 		 declined from 	 increased from	
4	4.a	C040a01	4.a.1			SE_ACC_COMP	8bcf9f5d367e4292893ada7b0b833dd0	114	Proportion of primary schools with access to computers for pedagogical purposes	percent	1	1	1	%	%	The proportion of primary schools with access to computers for pedagogical purposes was  		The proportion of primary schools with access to computers for pedagogical purposes 		 declined from 	 increased from	
4	4.a	C040a01	4.a.1			SE_ACC_DWAT	7c3845fea8fd44e287126c7f0a52719c	109	Proportion of primary schools with access to basic drinking water	percent	1	1	1	%	%	The proportion of primary schools with access to basic drinking water was  		The proportion of primary schools with access to basic drinking water 		 declined from 	 increased from	
4	4.a	C040a01	4.a.1			SE_ACC_ELEC	9b3a5ea9f1a74ee6965ac8977015f774	143	Proportion of primary schools with access to electricity	percent	1	1	1	%	%	The proportion of primary schools with access to electricity was  		The proportion of primary schools with access to electricity 		 declined from 	 increased from	
4	4.a	C040a01	4.a.1			SE_ACC_HNWA	d738b04da3f140348dd8f85ab7752dba	105	Proportion of primary schools with basic handwashing facilities	percent	1	1	1	%	%	The proportion of primary schools with basic handwashing facilities was  		The proportion of primary schools with basic handwashing facilities 		 declined from 	 increased from	
4	4.a	C040a01	4.a.1			SE_ACC_INTN	4c9300cf9f3a4bf5817bdab0cda2eb75	105	Proportion of primary schools with access to the internet for pedagogical purposes	percent	1	1	1	%	%	The proportion of primary schools with access to the internet for pedagogical purposes was  		The proportion of primary schools with access to the internet for pedagogical purposes 		 declined from 	 increased from	
4	4.a	C040a01	4.a.1			SE_ACC_SANI	b7c3aa661cd74128831da6e3e99f4ef9	103	Proportion of primary schools with access to access to single-sex basic sanitation	percent	1	1	1	%	%	The proportion of primary schools with access to single-sex basic sanitation was  		The proportion of primary schools with access to single-sex basic sanitation 		 declined from 	 increased from	
4	4.a	C040a01	4.a.1			SE_INF_DSBL	032eba5d40f247a79d5d6b2f38619124	50	Proportion of primary schools with access to adapted infrastructure and materials for students with disabilities	percent	1	1	1	%	%	The proportion of primary schools with access to adapted infrastructure and materials for students with disabilities was  		The proportion of primary schools with access to adapted infrastructure and materials for students with disabilities 		 declined from 	 increased from	
4	4.b	C040b01	4.b.1			DC_TOF_SCHIPSL	74034aff16a0446abdd1711db3dea492	151	Total official flows received for scholarships	millions of constant 2018 dollars	1	1	1	 million dollars at constant 2018 prices	 million dollars at constant 2018 prices	Total official flows received for scholarships reached 		Total official flows received for scholarships 		 declined from 	 increased from	
4	4.c	C040c01	4.c.1			SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	143	Proportion of primary school teachers with the minimum organized training required for teaching 	percent	1	1	1	%	%	The proportion of primary school teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching was  		The proportion of primary school teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching 		 declined from 	 increased from	
5	5.1	C050101	5.1.1			SG_LGL_GENEQLFP	36c7b866028746deb40eb3001a301c7e	53	Level of achievement with respect to ovrerall legal frameworks that promote, enforce and monitor gender equality in public life	percent	1	1	7	 points in a 0-100 scale		The degree to which legal frameworks promote, enforce and monitor gender equality in  public life stood at 		The degree to which legal frameworks promote, enforce and monitor gender equality in  public life stood at 				
5	5.1	C050101	5.1.1			SG_LGL_GENEQVAW	c5e51c5a24f94182bf3939be79ff2b37	53	Level of achievement with respect ot legal frameworks that promote, enforce and monitor gender equality in combating violence against women	percent	1	1	7	 points in a 0-100 scale		The degree to which legal frameworks promote, enforce and monitor gender equality with respect to violence against women stood at 		The degree to which legal frameworks promote, enforce and monitor gender equality with respect to violence against women stood at 				
5	5.1	C050101	5.1.1			SG_LGL_GENEQEMP	916e62b3356644a2b50dc11bb24d7b69	53	Level of achievement with respect ot legal frameworks that promote, enforce and monitor gender equality in employment and economic benefits	percent	1	1	7	 points in a 0-100 scale		The degree to which legal frameworks promote, enforce and monitor gender equality with respect to employment and economic benefits stood at 		The degree to which legal frameworks promote, enforce and monitor gender equality with respect to employment and economic benefits stood at 				
5	5.1	C050101	5.1.1			SG_LGL_GENEQMAR	a24be8789fd64baca61bf2f0a19ce687	53	Level of achievement with respect ot legal frameworks that promote, enforce and monitor gender equality in marriage and family	percent	1	1	7	 points in a 0-100 scale		The degree to which legal frameworks promote, enforce and monitor gender equality with respect to marriage and family benefits stood at 		The degree to which legal frameworks promote, enforce and monitor gender equality with respect to marriage and family benefits stood at 				
5	5.2	C050201	5.2.1			VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	75	Proportion of ever-partnered women and girls aged 15-49 years who have been subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months	percent	1	1	1	%	%	The proportion of ever-partnered women and girls 15 to 49 years old subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months was  		The proportion of ever-partnered women and girls 15 to 49 years old subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months 		 declined from 	 increased from	
5	5.3	C050301	5.3.1			SP_DYN_MRBF18	e7711ef62b724b8e96418cccc2a9411f	126	Proportion of women aged 20-24 years who were married or in a union before age 18	percent	1	1	1	%	%	The proportion of women aged 20-24 years who were married or in a union before age 18 was  		The proportion of women aged 20-24 years who were married or in a union before age 18		 declined from 	 increased from	
5	5.3	C050301	5.3.1			SP_DYN_MRBF15	1c2d5bb11ff6488fb9640e37181965f4	126	Proportion of women aged 20-24 years who were married or in a union before age 15	percent	1	1	1	%	%	The proportion of women aged 20-24 years who were married or in a union before age 15 was  		The proportion of women aged 20-24 years who were married or in a union before age 15		 declined from 	 increased from	
5	5.3	C050302	5.3.2			SH_STA_FGMS	bf5b56f64ae54c39b39863a76ed35765	30	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting	percent	1	1	1	%	%	The proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting was  		The proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting 		 declined from 	 increased from	
5	5.4	C050401	5.4.1			SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	54	Proportion of time spent by women 15 years old and over on unpaid care work	percent	1	1	1	%	%	The proportion of time spent by women 15 years old and over on unpaid care work was 		The proportion of time spent by women 15 years old and over on unpaid care work 		 declined from 	 increased from	
5	5.4	C050401	5.4.1			SL_DOM_TSPDDC	03575d9da7d54c8ab1a96c4e181a5a8d	54	Proportion of time spent by women 15 years old and over on unpaid domestic chores	percent	1	1	1	%	%	The proportion of time spent by women 15 years old and over on unpaid domestic chores was  		The proportion of time spent by women 15 years old and over on unpaid domestic chores 		 declined from 	 increased from	
5	5.4	C050401	5.4.1			SL_DOM_TSPD	d2e3ba56ec664461b4e3d1d3883d7cb3	60	Proportion of time spent by women 15 years old and over on unpaid domestic chores and care work	percent	1	1	1	%	%	The proportion of time spent by women 15 to 24 years old on unpaid domestic chores and care work was  		The proportion of time spent by women 15 to 24 years old on unpaid domestic chores and care work 		 declined from 	 increased from	
5	5.5	C050501	5.5.1			SG_GEN_PARL	53dc94ee1fa248498b42a26f01241b84	193	Proportion of seats held by women in national parliaments	percent	1	1	1	%		The proportion of seats held by women in single or lower houses of parliament was 		The proportion of seats held by women in single or lower houses of parliament 		 declined from 	 increased from 	
5	5.5	C050501	5.5.1			SG_GEN_LOCGELS	560526cc586e4935b65f960299612b96	156	Proportion of elected seats held by women in deliberative bodies of local government	percent	1	1	1	%		The proportion of seats held by women in deliberative bodies of local government was 		The proportion of seats held by women in deliberative bodies of local government 		 declined from 	 increased from 	
5	5.5	C050502	5.5.2			IC_GEN_MGTL	314b6d98da01488f82441d2dcd834da7	167	Proportion of women in managerial positions	percent	1	1	8	% 		of managerial positions were held by women 		of managieral positoins were held by women 				
5	5.5	C050502	5.5.2			IC_GEN_MGTN	c6e9f83bd1bb426d9f8ca64b94b60579	98	Proportion of women in senior and middle management positions	percent	1	1	8	% 		of senior and middle managerial positions were held by women 		of senior and middle managerial positions were held by women 				
5	5.6	C050601	5.6.1			SH_FPL_INFM	1e6021a9e9bb41b49848f1d49a7e1a49	57	Proportion of women 15 to 49 years old who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	percent	1	1	1	%		The proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care was 		The proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care 		 declined from 	 increased from 	
5	5.6	C050601	5.6.1			SH_FPL_INFMSR	6f8ee446f5b741579203b73d134a78e2	57	Proportion of women 15 to 49 years old who make their own informed decisions regarding sexual relations	percent	1	1	1	%		The proportion of women 15 to 49 years old who make their own informed decisions regarding sexual relations was 		The proportion of women 15 to 49 years old who make their own informed decisions regarding sexual relations 		 declined from 	 increased from 	
5	5.6	C050601	5.6.1			SH_FPL_INFMCU	b609d6a53e0d4c8fb80609dbe157d8e9	57	Proportion of women 15 to 49 years old who make their own informed decisions regarding contraceptive use	percent	1	1	1	%		The proportion of women 15 to 49 years old who make their own informed decisions regarding contraceptive use was 		The proportion of women 15 to 49 years old who make their own informed decisions regarding contraceptive use 		 declined from 	 increased from 	
5	5.6	C050601	5.6.1			SH_FPL_INFMRH	a6906a30919b4fb8bd80f4376018e7bf	57	Proportion of women 15 to 49 years old who make their own informed decisions regarding reproductive health care	percent	1	1	1	%		The proportion of women 15 to 49 years old who make their own informed decisions regarding reproductive health care was 		The proportion of women 15 to 49 years old who make their own informed decisions regarding reproductive health care 		 declined from 	 increased from 	
5	5.6	C050602	5.6.2			SH_LGR_ACSRHE	6ad6cb1d7a354d09893c4cae69375280	75	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education to women and men aged 15 years and older 	percent	1	1	7	%		The extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education to women and men aged 15 years and older  stood at 		The extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education to women and men aged 15 years and older  stood at 				
5	5.6	C050602	5.6.2			SH_LGR_ACSRHES1	d9be2ea26ed84333bc516cdb81b2b3ab	79	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on maternity care to women and men aged 15 years and older	percent	1	1	7	%		The extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on maternity care to women and men aged 15 years and older stood at 		The extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on maternity care to women and men aged 15 years and older stood at 				
5	5.6	C050602	5.6.2			SH_LGR_ACSRHES2	eade06ab401b47678ef8c33ce51cda7b	104	Extent to which country laws and regulations guarantee full and equal access to contraceptive and family planning to women and men aged 15 years and older	percent	1	1	7	%		The extent to which country laws and regulations guarantee full and equal access to contraceptive and family planning to women and men aged 15 years and older stood at 		The extent to which country laws and regulations guarantee full and equal access to contraceptive and family planning to women and men aged 15 years and older stood at 				
5	5.6	C050602	5.6.2			SH_LGR_ACSRHES3	a74dd157c55248908c27fd195204edf2	98	Extent to which country laws and regulations guarantee full and equal access to sexuality education to women and men aged 15 years and older	percent	1	1	7	%		The extent to which country laws and regulations guarantee full and equal access to sexuality education to women and men aged 15 years and older stood at 		The extent to which country laws and regulations guarantee full and equal access to sexuality education to women and men aged 15 years and older stood at 				
5	5.6	C050602	5.6.2			SH_LGR_ACSRHES4	0302e44845694f2ca99e115f74009b36	101	Extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on HIV and HPV  to women and men aged 15 years and older	percent	1	1	7	%		The extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on HIV and HPV  to women and men aged 15 years and older stood at 		The extent to which country laws and regulations guarantee full and equal access to sexual and reproductive health care, information and education on HIV and HPV  to women and men aged 15 years and older stood at 				
5	5.a	C050a01	5.a.1			SP_LGL_LNDAGSEC	dd2b9280b4134b34aa3377c440e7f2a3	10	Proportion of women with ownership or secure rights over agricultural land (out of total agricultural female population)	percent	1	1	2	% 		of women in the agricultural population had ownership or secure rights over agricultural land 		of women in the agricultural population had ownership or secure rights over agricultural land 		 down from 	 up from 	
5	5.a	C050a01	5.a.1			SP_GNP_WNOWNS	62ab6177e6b24d5aa12eb05c1b0012fb	10	Share of women among owners or rights-bearers of agricultural land	percent	1	1	2	% 		of owners or rights-bearers of agricultural land were women 		of owners or rights-bearers of agricultural land were women 		 down from 	 up from 	
5	5.a	C050a02	5.a.2			SG_LGL_LNDFEMOD	c8cab459d8ad40b9bcba2a2ce0077bf7	16	Degree to which the legal framework (including customary law) guarantees women's equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees)	score	1	1	7	 points in a 1-6 scale		The degree to which the legal framework (including customary law) guarantees women's equal rights to land ownership and/or control stood at 		The degree to which the legal framework (including customary law) guarantees women's equal rights to land ownership and/or control stood at 				
5	5.b	C050b01	5.b.1			IT_MOB_OWN	fab21ec736eb4ac9a8ee3642107945cf	70	Proportion of women who own a mobile telephone	percent	1	1	1	%		The proportion of women who own a mobile telephone was 		The proportion of women who own a mobile telephone 		 declined from 	 increased from 	
6	6.1	C060101	6.1.1			SH_H2O_SAFE	4b35638694f44c7e9add3f7d7e551b45	116	Proportion of population using safely managed drinking water services	percent	1	1	2	% 		of the population used a safely managed drinking water service--an improved source located on premises, available when needed and free from contamination 		of the population used a safely managed drinking water service-an improved source located on premises, available when needed and free from contamination 		 down from 	 up from 	
6	6.2	C060201	6.2.1			SH_SAN_HNDWSH	982d5425b0cd46baa8cf5c837bda7e9a	95	Proportion of population with basic handwashing facilities on premises	percent	1	1	1	%		The proportion of population with basic handwashing facilities on premises was 		The proportion of population with basic handwashing facilities on premises 		 declined from 	 increased from 	
6	6.2	C060201	6.2.1			SH_SAN_SAFE	ae5aa2ab164c49e0beb6948765ea6645	93	Proportion of population using safely managed sanitation services	percent	1	1	2	% 		of the population used a "safely managed" sanitation service--a basic facility that safely disposes of human waste 		of the population used a "safely managed" sanitation service--a basic facility that safely disposes of human waste 		 down from 	 up from 	
6	6.2	C060201	6.2.1			SH_SAN_DEFECT	1232697c70f44d58ae0611f3f186a1f9	225	Proportion of population practicing open defecation	percent	1	1	2	% 		of the population practiced open defecation 		of the population practiced open defecation 		 down from 	 up from 	
6	6.3	C060303	6.3.1			EN_WWT_WWDS	aedc914e1cfb4bb98cd74ee83dc17d65	79	Proportion of safely treated domestic wastewater flows	percent	1	1	1	%		The proportion of safely treated domestic wastewater flows was 		The proportion of safely treated domestic wastewater flows 		 declined from 	 increased from 	
6	6.3	C060302	6.3.2			EN_H2O_OPAMBQ	b5efd938106b4d7f913c1d79094ce416	40	Proportion of open water bodies with good ambient water quality	percent	1	1	1	%		The proportion of open water bodies with good ambient water quality was 		The proportion of open water bodies with good ambient water quality 		 declined from 	 increased from 	
6	6.3	C060302	6.3.2			EN_H2O_RVAMBQ	968b39c00a324ae8bef7712a1dd8b601	44	Proportion of river water bodies with good ambient water quality	percent	1	1	1	%		The proportion of river water bodies with good ambient water quality was 		The proportion of river water bodies with good ambient water quality 		 declined from 	 increased from 	
6	6.3	C060302	6.3.2			EN_H2O_GRAMBQ	29ddc6ed373a443086783848fb94d19d	33	Proportion of groundwater bodies with good ambient water quality	percent	1	1	1	%		The proportion of groundwater bodies with good ambient water quality was 		The proportion of groundwater bodies with good ambient water quality 		 declined from 	 increased from 	
6	6.3	C060302	6.3.2			EN_H2O_WBAMBQ	ddebdc4968254ccb92e09d2bb54fdf0e	48	Proportion of bodies of water with good ambient water quality	percent	1	1	1	%		The proportion of bodies of water with good ambient water quality was 		The proportion of bodies of water with good ambient water quality 		 declined from 	 increased from 	
6	6.4	C060401	6.4.1			ER_H2O_WUEYST	3561c0d87afd4fc186b5a0fd18c55361	169	Water use efficiency	dollars per cubic meter	1	1	7	 US dollars per cubic meter		Water Use Efficiency stood at 		Water Use Efficiency stood at 				
6	6.4	C060402	6.4.2			ER_H2O_STRESS	4095771b6e864686bb37494f7075b435	342	Freshwater withdrawal as a proportion of available freshwater resources	percent	1	1	9	%	%	Level of water stress-- freshwater withdrawal as a proportion of available freshwater resources--stood at 		Level of water stress-- freshwater withdrawal as a proportion of available freshwater resources--stood at 		a decline from 	up from 	
6	6.5	C060501	6.5.1			ER_H2O_IWRMD	22231915504447c0bdd7eea8c8ac2e5b	172	Degree of integrated water resources management implementation	percent	1	1	1	%		The degree of integrated water resources management implementation was 		The degree of integrated water resources management implementation 		 declined from 	 increased from 	
6	6.5	C060502	6.5.2			EG_TBA_H2CO	a3c8f2f6aae64c3fbfe905b3e211b22e	158	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation	percent	1	1	9	%	%	The proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation stood at 		The proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation stood at 		a decline from 	up from 	
6	6.5	C060502	6.5.2			EG_TBA_H2COAQ	b2207664889d4dd48e3cc21e3cff85ec	159	Proportion of transboundary aquifers with an operational arrangement for water cooperation	percent	1	1	9	%	%	The proportion of transboundary aquifers with an operational arrangement for water cooperation stood at 		The proportion of transboundary aquifers with an operational arrangement for water cooperation stood at 		a decline from 	up from 	
6	6.5	C060502	6.5.2			EG_TBA_H2CORL	1b9e50702d954e7da5894490ffff6dab	183	Proportion of transboundary river and lake basins with an operational arrangement for water cooperation	percent	1	1	9	%	%	The proportion of transboundary river and lake basins with an operational arrangement for water cooperation stood at 		The proportion of transboundary river and lake basins with an operational arrangement for water cooperation stood at 		a decline from 	up from 	
6	6.6	C060601	6.6.1			EN_WBE_PMPR	0ed77995dddc4205b9b149105241b954	214	Permanent water body extent as a proportion of total land area	percent	1	1	7	% of total land area		The permanent water body exent sood at 		The permanent water body exent sood at 				
6	6.6	C060601	6.6.1			EN_WBE_NDQLGRW	10604badc7dd4cdf92e30da22dd79c75	19	Nationally derived quality of groundwater	percent	1	1	9	%	%	The nationally-derived quality of groundwater stood at 		The nationally-derived quality of groundwater stood at 		a decline from 	up from 	
6	6.6	C060601	6.6.1			EN_WBE_NDQLOPW	cd622f439a4f4447bd9f08ba87fb8a4d	18	Nationally derived quality of open water bodies	percent	1	1	9	%	%	The nationally-derived quality of open water bodies stood at 		The nationally-derived quality of open water bodies stood at 		a decline from 		
6	6.6	C060601	6.6.1			EN_WBE_NDQLRVR	6bfa90cf40a048578f23c81af545cbe4	24	Nationally derived quality of rivers	percent	1	1	9	%	%	The nationally-derived quality of rivers stood at 		The nationally-derived quality of rivers stood at 		a decline from 		
6	6.6	C060601	6.6.1			EN_WBE_NDQLTOT	6723554ddfa949acb528c88793e7a2c8	25	Nationally derived proportion of water bodies with good quality	percent	1	1	1	%		The nationally-derived proportion of water bodies with good quality was 		The nationally-derived proportion of water bodies with good quality 		 declined from 	 increased from 	
6	6.a	C060a01	6.a.1			DC_TOF_WASHL	1bcf2ad5f3dc4317aa9628f900c40a6d	155	Total gross disbursements of official development assistance received for water supply and sanitation	millions of constant 2018 dollars	1	1	1	 million of constant 2018 dollars	 million of constant 2018 dollars	Total gross disbursements of official development assistance received for water supply and sanitation reached 		Total gross disbursements of official development assistance received for water supply and sanitation 		 declined from 	 increased from 	
6	6.b	C060b01	6.b.1			ER_H2O_RURP	d65304ada8a24b2a8463fb0f0973f417	133	Level of participation by users/communities in planning programs in rural drinking-water supply	score	1	1	7	 points		The level of participation by users/communities in planning programs in rural drinking-water supply (where 3 = High; 2 = Moderate; 1 = Low; and 0 = NA) stood at 		The level of participation by users/communities in planning programs in rural drinking-water supply (where 3 = High; 2 = Moderate; 1 = Low; and 0 = NA) stood at 				
6	6.b	C060b01	6.b.1			ER_H2O_PRDU	e59cc651e8004c2189b0f344b547601d	133	Level of definition in procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply	score	1	1	7	 points		The level of definition in procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (where 10 = Clearly defined; 5 = Not clearly defined ; 0 = NA) stood at 		The level of definition in procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply (where 10 = Clearly defined; 5 = Not clearly defined ; 0 = NA) stood at 				
6	6.b	C060b01	6.b.1			ER_WAT_PART	a949a48854e244d8b223974d97a49f6d	123	Level of participation by users/communities in planning programs in water resources planning and management, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	score	1	1	7	 points		The level of participation by users/communities in planning programs in water resources planning and management, by level of participation (where 3 = High; 2 = Moderate; 1 = Low; and 0 = NA) stood at 		The level of participation by users/communities in planning programs in water resources planning and management, by level of participation (where 3 = High; 2 = Moderate; 1 = Low; and 0 = NA) stood at 				
6	6.b	C060b01	6.b.1			ER_WAT_PRDU	8ef4b6b3a06c419083a1f55afb1ec2bf	123	Level of definition of legal or policy procedures for participation by service users/communities in planning program in water resources planning and management	score	1	1	7	 points		The level of definition of legal or policy procedures for participation by service users/communities in planning program in water resources planning and management (where 10 = Clearly defined; 5 = Not clearly defined ; 0 = NA) stood at 		The level of definition of legal or policy procedures for participation by service users/communities in planning program in water resources planning and management (where 10 = Clearly defined; 5 = Not clearly defined ; 0 = NA) stood at 				
7	7.1	C070101	7.1.1			EG_ELC_ACCS	e6c832737537456484b99ee6683b84de	214	Proportion of population with access to electricity	percent	1	1	1	%		The proportion of the population with access to electricity was 		The proportion of the population with access to electricity 		 declined from 	 increased from 	
7	7.1	C070102	7.1.2			EG_EGY_CLEAN	7b98a6dbbabc42fc94fa774c4ddc2f33	190	Proportion of population with primary reliance on clean fuels and technology	percent	1	1	8	% 		of the population relied primarily on clean fuels and technology 		of the population relied primarily on clean fuels and technology 				
7	7.2	C070201	7.2.1			EG_FEC_RNEW	3cece1f2bb4e49efa22d45bc34076805	227	Renewable energy share in the total final energy consumption	percent	1	1	1	%		The share of renewable energy in the total final energy consumption was 		The share of renewable energy in the total final energy consumption 		 declined from 	 increased from 	
7	7.3	C070301	7.3.1			EG_EGY_PRIM	4aed6a5a397f4e3e995772d635ba4b23	198	Energy intensity level of primary energy	megajoules per dollar of GDP in constant 2011 PPP	1	1	1	 megajoules per dollar of GDP in constant 2011 PPP	 megajoules per dollar of GDP in constant 2011 PPP	The level of primary energy intensity was 		The level of primary energy intensity 		 declined from 	 increased from 	
7	7.a	C070a01	7.a.1			EG_IFF_RANDN	086d631bf5ef4a96aedb07238346e343	142	International financial flows in support of clean energy research and development and renewable energy production, including in hybrid systems 	millions of constant 2017 dollars	1	1	1	 million of constant 2017 dollars	 million of constant 2017 dollars	International financial flows in support of clean energy research and development and renewable energy production, including in hybrid systems, reached 		International financial flows in support of clean energy research and development and renewable energy production, including in hybrid systems, 		 declined from 	 increased from 	
8	8.1	C080101	8.1.1			NY_GDP_PCAP	2f9c9ec4825f4c579fe837ca247624f9	211	Annual growth rate of real GDP per capita	percent	1	1	1	%		The annual growth rate of real gross domestic product (GDP) per capita was 		The annual growth rate of real gross domestic product (GDP) per capita 		 declined from 	 increased from 	
8	8.2	C080201	8.2.1			SL_EMP_PCAP	25386a2986044a60a04975c17bdb3d78	187	Annual growth rate of real GDP per employed person	percent	1	1	1	%		The annual growth rate of real GDP per employed person was 		The annual growth rate of real GDP per employed person 		 declined from 	 increased from 	
8	8.3	C080302	8.3.1			SL_ISV_IFEM	72beed0fca924d31988b49ba180227ba	69	Proportion of informal employment	percent	1	1	1	%	%	The proportion of informal employment was 		The proportion of informal employment 		 declined from 	 increased from 	
8	8.5	C080501	8.5.1			SL_EMP_AEARN	34abd53791aa4a61940a106ca224746d	63	Average hourly earnings of employees	local currency	1	1	1	 in local currency	 in local currency	The average hourly earnings of employees reached 		The average hourly earnings of employees 		 declined from 	 increased from 	
8	8.5	C080502	8.5.2			SL_TLF_UEM	5373e7f7b70e4e6cb8a6a6e063dc5d4a	181	Unemployment rate	percent	1	1	1	%	%	The total unemployment rate was 		The total unemployment rate 		 declined from 	 increased from 	
8	8.5	C080502	8.5.2			SL_TLF_UEMDIS	983e30c8565047a897b2f768bee39161	59	Unemployment rate among persons with disability	percent	1	1	1	%	%	Among persons with disability, the unemployment rate was 		Among persons with disability, the unemployment rate 		 declined from 	 increased from 	
8	8.6	C080601	8.6.1			SL_TLF_NEET	630f86af25664b339169e17cdd53b5f8	147	Proportion of people 15-24 year old not in education, employment or training	percent	1	1	1	%	%	The proportion of youth not in education, employment or training was 		The proportion of youth not in education, employment or training 		 declined from 	 increased from 	
8	8.7	C080701	8.7.1			SL_TLF_CHLDEC	66bbac1c7539458f809f8f3e91d49828	57	Proportion of children 5-17 years old engaged in economic activity and household chores	percent	1	1	1	%	%	The proportion of children engaged in economic activity and household chores was 		The proportion of children engaged in economic activity and household chores 		 declined from 	 increased from 	
8	8.7	C080701	8.7.1			SL_TLF_CHLDEA	677257be17fb4d1d84a3e5b0f32378e8	62	Proportion of children 5-17 years old engaged in economic activity	percent	1	1	1	%	%	The proportion of children engaged in economic activity was 		The proportion of children engaged in economic activity 		 declined from 	 increased from 	
8	8.8	C080801	8.8.1	I change the text:  should be "the number..", not "there number…"	CHECK TEXT	SL_EMP_FTLINJUR	4cd0e6f1b893443bbbd1bea027c8d9a6	86	Fatal occupational injuries among employees	per 100,000 employees	1	1	11	 per 100,000 employees	 per 100,000 employees	the number of fatal occupational injuries among employees 		the number of fatal occupational injuries among employees 				
8	8.8	C080801	8.8.1			SL_EMP_INJUR	5ccee778135e4c05bb58843d2b15ffca	85	Non-fatal occupational injuries among employees	per 100,000 employees	1	1	1	 per 100,000 employees	 per 100,000 employees	The number of non-fatal occupational injuries among employees was 		The number of non-fatal occupational injuries among employees  		 declined from 	 increased from 	
8	8.8	C080802	8.8.2			SL_LBR_NTLCPL	56b57ab206464ca8be1b79d40636b99c	136	Level of national compliance with labour rights	score	1	1	9			the level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation stood at 		the level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation stood at 		a decline from 	up from 	
8	8.9	C080901	8.9.1			ST_GDP_ZS	85252d4feaf64428a2da6c9fcc6debe1	70	Tourism direct GDP as a proportion of total GDP	percent	1	1	1	%	%	The direct contribution of tourism to total GDP was 		The direct contribution of tourism to total GDP 		 declined from 	 increased from 	
8	8.10	C081001	8.10.1			FB_ATM_TOTL	0f17b01672194e688bbb28be9afc351c	181	Number of automated teller machines (ATMs)	per 100,000 adults	1	1	11	ATMs per 100,000 adults	ATMs per 100,000 adults	there were 		there were 				
8	8.10	C081001	8.10.1			FB_CBK_BRCH	ab21eaf78906418d962f8fcc5423bcde	181	Number of commercial bank branches	per 100,000 adults	1	1	11	commercial bank branches per 100,000 adults	commercial bank branches per 100,000 adults	there were 		there were 				
