,Goal,Target,Indicator_ref,regionCode,regionName,avg_n_countries_available,avg_median_max_year,avg_median_n_years,avg_median_n_timeSeries,avg_n_dimensions,avg_median_values_per_dim,mean_data_for_female,n_countries_total
239,'12,'12.2,12.2.2,513,Europe and Northern America,41.0,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,45
240,'12,'12.2,12.2.2,543,Oceania (excluding Australia and New Zealand),11.0,2016.6666666666667,17.666666666666668,13.0,1.0,13.0,0.0,12
241,'12,'12.2,12.2.2,747,Northern Africa and Western Asia,23.0,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,24
242,'12,'12.2,12.2.2,753,Eastern and South-Eastern Asia,16.0,2016.6666666666667,17.666666666666668,17.0,1.0,17.0,0.0,16
243,'12,'12.3,12.3.1,1,World,0.0,,,,,,,194
244,'12,'12.3,12.3.1,53,Australia and New Zealand,0.0,,,,,,,2
245,'12,'12.3,12.3.1,62,Central and Southern Asia,0.0,,,,,,,14
246,'12,'12.3,12.3.1,202,Sub-Saharan Africa,0.0,,,,,,,48
247,'12,'12.3,12.3.1,419,Latin America and the Caribbean,0.0,,,,,,,33
248,'12,'12.3,12.3.1,513,Europe and Northern America,0.0,,,,,,,45
249,'12,'12.3,12.3.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
250,'12,'12.3,12.3.1,747,Northern Africa and Western Asia,0.0,,,,,,,24
251,'12,'12.3,12.3.1,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
252,'12,'12.4,12.4.1,1,World,167.0,2020.0,1.8,1.0,0.0,,,194
253,'12,'12.4,12.4.1,53,Australia and New Zealand,1.6,2020.0,2.0,1.0,0.0,,,2
254,'12,'12.4,12.4.1,62,Central and Southern Asia,10.6,2020.0,1.8,1.0,0.0,,,14
255,'12,'12.4,12.4.1,202,Sub-Saharan Africa,43.0,2020.0,1.8,1.0,0.0,,,48
256,'12,'12.4,12.4.1,419,Latin America and the Caribbean,29.8,2020.0,1.8,1.0,0.0,,,33
257,'12,'12.4,12.4.1,513,Europe and Northern America,40.6,2020.0,1.8,1.0,0.0,,,45
258,'12,'12.4,12.4.1,543,Oceania (excluding Australia and New Zealand),8.2,2020.0,1.8,1.0,0.0,,,12
259,'12,'12.4,12.4.1,747,Northern Africa and Western Asia,20.0,2020.0,1.8,1.0,0.0,,,24
260,'12,'12.4,12.4.1,753,Eastern and South-Eastern Asia,13.2,2020.0,1.8,1.0,0.0,,,16
261,'12,'12.4,12.4.2,1,World,94.81818181818181,2017.1818181818182,9.363636363636363,1.1818181818181819,0.09090909090909091,3.0,0.0,194
262,'12,'12.4,12.4.2,53,Australia and New Zealand,0.6363636363636364,2018.8,11.4,1.0,0.0,,,2
263,'12,'12.4,12.4.2,62,Central and Southern Asia,5.909090909090909,2017.6818181818182,7.2727272727272725,1.0909090909090908,0.09090909090909091,2.0,0.0,14
264,'12,'12.4,12.4.2,202,Sub-Saharan Africa,15.727272727272727,2014.7727272727273,5.590909090909091,1.0909090909090908,0.09090909090909091,2.0,0.0,48
265,'12,'12.4,12.4.2,419,Latin America and the Caribbean,13.545454545454545,2014.3181818181818,9.590909090909092,1.0,0.09090909090909091,1.0,0.0,33
266,'12,'12.4,12.4.2,513,Europe and Northern America,38.36363636363637,2017.1818181818182,9.363636363636363,1.1818181818181819,0.09090909090909091,3.0,0.0,45
267,'12,'12.4,12.4.2,543,Oceania (excluding Australia and New Zealand),2.3636363636363638,2017.5,13.875,1.0,0.125,1.0,0.0,12
268,'12,'12.4,12.4.2,747,Northern Africa and Western Asia,12.363636363636363,2016.1818181818182,8.545454545454545,1.1363636363636365,0.09090909090909091,2.5,0.0,24
269,'12,'12.4,12.4.2,753,Eastern and South-Eastern Asia,5.909090909090909,2017.6363636363637,13.454545454545455,1.1363636363636365,0.09090909090909091,2.5,0.0,16
270,'12,'12.5,12.5.1,1,World,69.33333333333333,2018.3333333333333,7.0,1.0,0.0,,,194
271,'12,'12.5,12.5.1,53,Australia and New Zealand,1.0,2018.6666666666667,5.666666666666667,1.0,0.0,,,2
272,'12,'12.5,12.5.1,62,Central and Southern Asia,2.0,2018.1666666666667,3.0,1.0,0.0,,,14
273,'12,'12.5,12.5.1,202,Sub-Saharan Africa,8.0,2018.5,3.0,1.0,0.0,,,48
274,'12,'12.5,12.5.1,419,Latin America and the Caribbean,12.666666666666666,2017.6666666666667,5.0,1.0,0.0,,,33
275,'12,'12.5,12.5.1,513,Europe and Northern America,38.666666666666664,2018.3333333333333,7.0,1.0,0.0,,,45
276,'12,'12.5,12.5.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
277,'12,'12.5,12.5.1,747,Northern Africa and Western Asia,4.0,2017.8333333333333,4.0,1.0,0.0,,,24
278,'12,'12.5,12.5.1,753,Eastern and South-Eastern Asia,3.0,2018.3333333333333,7.0,1.0,0.0,,,16
279,'12,'12.b,12.b.1,1,World,106.0,2018.0,11.0,1.0,0.0,,,194
280,'12,'12.b,12.b.1,53,Australia and New Zealand,2.0,2018.0,11.0,1.0,0.0,,,2
281,'12,'12.b,12.b.1,62,Central and Southern Asia,9.0,2018.0,11.0,1.0,0.0,,,14
282,'12,'12.b,12.b.1,202,Sub-Saharan Africa,11.0,2018.0,11.0,1.0,0.0,,,48
283,'12,'12.b,12.b.1,419,Latin America and the Caribbean,19.0,2018.0,11.0,1.0,0.0,,,33
284,'12,'12.b,12.b.1,513,Europe and Northern America,40.0,2018.0,11.0,1.0,0.0,,,45
285,'12,'12.b,12.b.1,543,Oceania (excluding Australia and New Zealand),3.0,2018.0,11.0,1.0,0.0,,,12
286,'12,'12.b,12.b.1,747,Northern Africa and Western Asia,13.0,2018.0,11.0,1.0,0.0,,,24
287,'12,'12.b,12.b.1,753,Eastern and South-Eastern Asia,9.0,2018.0,11.0,1.0,0.0,,,16
288,'12,'12.c,12.c.1,1,World,128.33333333333334,2017.0,3.0,1.0,0.0,,,194
289,'12,'12.c,12.c.1,53,Australia and New Zealand,1.0,2017.0,3.0,1.0,0.0,,,2
290,'12,'12.c,12.c.1,62,Central and Southern Asia,12.0,2017.0,3.0,1.0,0.0,,,14
291,'12,'12.c,12.c.1,202,Sub-Saharan Africa,31.666666666666668,2017.0,3.0,1.0,0.0,,,48
292,'12,'12.c,12.c.1,419,Latin America and the Caribbean,26.0,2017.0,3.0,1.0,0.0,,,33
293,'12,'12.c,12.c.1,513,Europe and Northern America,24.333333333333332,2017.0,3.0,1.0,0.0,,,45
294,'12,'12.c,12.c.1,543,Oceania (excluding Australia and New Zealand),1.3333333333333333,2017.0,2.0,1.0,0.0,,,12
295,'12,'12.c,12.c.1,747,Northern Africa and Western Asia,21.0,2017.0,3.0,1.0,0.0,,,24
296,'12,'12.c,12.c.1,753,Eastern and South-Eastern Asia,11.0,2017.0,3.0,1.0,0.0,,,16
297,'13,'13.1,13.1.1,1,World,106.6,2016.95,6.05,1.0,0.0,,,194
298,'13,'13.1,13.1.1,53,Australia and New Zealand,1.6,2017.875,3.625,1.0,0.0,,,2
299,'13,'13.1,13.1.1,62,Central and Southern Asia,9.8,2017.9,5.85,1.0,0.0,,,14
300,'13,'13.1,13.1.1,202,Sub-Saharan Africa,28.2,2016.9,5.9,1.0,0.0,,,48
301,'13,'13.1,13.1.1,419,Latin America and the Caribbean,23.7,2015.15,9.05,1.0,0.0,,,33
302,'13,'13.1,13.1.1,513,Europe and Northern America,12.6,2016.9,2.6,1.0,0.0,,,45
303,'13,'13.1,13.1.1,543,Oceania (excluding Australia and New Zealand),7.1,2014.15,3.85,1.0,0.0,,,12
304,'13,'13.1,13.1.1,747,Northern Africa and Western Asia,11.7,2016.35,5.75,1.0,0.0,,,24
305,'13,'13.1,13.1.1,753,Eastern and South-Eastern Asia,11.9,2017.1,6.15,1.0,0.0,,,16
306,'13,'13.1,13.1.2,1,World,101.0,2018.0,2.0,1.0,0.0,,,194
307,'13,'13.1,13.1.2,53,Australia and New Zealand,2.0,2018.0,4.0,1.0,0.0,,,2
308,'13,'13.1,13.1.2,62,Central and Southern Asia,9.0,2018.0,2.0,1.0,0.0,,,14
309,'13,'13.1,13.1.2,202,Sub-Saharan Africa,20.0,2018.0,2.0,1.0,0.0,,,48
310,'13,'13.1,13.1.2,419,Latin America and the Caribbean,13.0,2018.0,4.0,1.0,0.0,,,33
311,'13,'13.1,13.1.2,513,Europe and Northern America,31.0,2018.0,2.0,1.0,0.0,,,45
312,'13,'13.1,13.1.2,543,Oceania (excluding Australia and New Zealand),2.0,2018.0,1.5,1.0,0.0,,,12
313,'13,'13.1,13.1.2,747,Northern Africa and Western Asia,16.0,2018.0,2.0,1.0,0.0,,,24
314,'13,'13.1,13.1.2,753,Eastern and South-Eastern Asia,8.0,2018.0,3.5,1.0,0.0,,,16
315,'13,'13.1,13.1.3,1,World,62.333333333333336,2018.0,3.0,1.0,0.0,,,194
316,'13,'13.1,13.1.3,53,Australia and New Zealand,2.0,2018.0,2.5,1.0,0.0,,,2
317,'13,'13.1,13.1.3,62,Central and Southern Asia,5.0,2018.0,1.0,1.0,0.0,,,14
318,'13,'13.1,13.1.3,202,Sub-Saharan Africa,15.666666666666666,2018.0,2.3333333333333335,1.0,0.0,,,48
319,'13,'13.1,13.1.3,419,Latin America and the Caribbean,7.0,2018.0,4.0,1.0,0.0,,,33
320,'13,'13.1,13.1.3,513,Europe and Northern America,18.0,2018.0,2.3333333333333335,1.0,0.0,,,45
321,'13,'13.1,13.1.3,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
322,'13,'13.1,13.1.3,747,Northern Africa and Western Asia,7.666666666666667,2017.3333333333333,2.3333333333333335,1.0,0.0,,,24
323,'13,'13.1,13.1.3,753,Eastern and South-Eastern Asia,7.0,2018.0,4.0,1.0,0.0,,,16
324,'14,'14.3,14.3.1,1,World,4.0,2019.0,4.5,8.5,1.0,8.5,0.0,194
325,'14,'14.3,14.3.1,53,Australia and New Zealand,2.0,2019.0,7.5,8.5,1.0,8.5,0.0,2
326,'14,'14.3,14.3.1,62,Central and Southern Asia,0.0,,,,,,,14
327,'14,'14.3,14.3.1,202,Sub-Saharan Africa,0.0,,,,,,,48
328,'14,'14.3,14.3.1,419,Latin America and the Caribbean,0.0,,,,,,,33
329,'14,'14.3,14.3.1,513,Europe and Northern America,2.0,2018.5,2.5,6.5,1.0,6.5,0.0,45
330,'14,'14.3,14.3.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
331,'14,'14.3,14.3.1,747,Northern Africa and Western Asia,0.0,,,,,,,24
332,'14,'14.3,14.3.1,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
333,'14,'14.4,14.4.1,1,World,0.0,,,,,,,194
334,'14,'14.4,14.4.1,53,Australia and New Zealand,0.0,,,,,,,2
335,'14,'14.4,14.4.1,62,Central and Southern Asia,0.0,,,,,,,14
336,'14,'14.4,14.4.1,202,Sub-Saharan Africa,0.0,,,,,,,48
337,'14,'14.4,14.4.1,419,Latin America and the Caribbean,0.0,,,,,,,33
338,'14,'14.4,14.4.1,513,Europe and Northern America,0.0,,,,,,,45
339,'14,'14.4,14.4.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
340,'14,'14.4,14.4.1,747,Northern Africa and Western Asia,0.0,,,,,,,24
341,'14,'14.4,14.4.1,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
342,'14,'14.5,14.5.1,1,World,144.33333333333334,2018.3333333333333,7.333333333333333,1.0,0.0,,,194
343,'14,'14.5,14.5.1,53,Australia and New Zealand,2.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,2
344,'14,'14.5,14.5.1,62,Central and Southern Asia,7.333333333333333,2018.3333333333333,7.333333333333333,1.0,0.0,,,14
345,'14,'14.5,14.5.1,202,Sub-Saharan Africa,29.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,48
346,'14,'14.5,14.5.1,419,Latin America and the Caribbean,30.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,33
347,'14,'14.5,14.5.1,513,Europe and Northern America,30.666666666666668,2018.3333333333333,7.333333333333333,1.0,0.0,,,45
348,'14,'14.5,14.5.1,543,Oceania (excluding Australia and New Zealand),11.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,12
349,'14,'14.5,14.5.1,747,Northern Africa and Western Asia,20.333333333333332,2018.3333333333333,7.333333333333333,1.0,0.0,,,24
350,'14,'14.5,14.5.1,753,Eastern and South-Eastern Asia,14.0,2018.3333333333333,7.333333333333333,1.0,0.0,,,16
351,'14,'14.6,14.6.1,1,World,181.0,2018.0,1.0,1.0,0.0,,,194
352,'14,'14.6,14.6.1,53,Australia and New Zealand,2.0,2018.0,1.0,1.0,0.0,,,2
353,'14,'14.6,14.6.1,62,Central and Southern Asia,14.0,2018.0,1.0,1.0,0.0,,,14
354,'14,'14.6,14.6.1,202,Sub-Saharan Africa,43.0,2018.0,1.0,1.0,0.0,,,48
355,'14,'14.6,14.6.1,419,Latin America and the Caribbean,29.0,2018.0,1.0,1.0,0.0,,,33
356,'14,'14.6,14.6.1,513,Europe and Northern America,44.0,2018.0,1.0,1.0,0.0,,,45
357,'14,'14.6,14.6.1,543,Oceania (excluding Australia and New Zealand),11.0,2018.0,1.0,1.0,0.0,,,12
358,'14,'14.6,14.6.1,747,Northern Africa and Western Asia,24.0,2018.0,1.0,1.0,0.0,,,24
359,'14,'14.6,14.6.1,753,Eastern and South-Eastern Asia,14.0,2018.0,1.0,1.0,0.0,,,16
360,'14,'14.a,14.a.1,1,World,25.0,2017.0,5.0,1.0,0.0,,,194
361,'14,'14.a,14.a.1,53,Australia and New Zealand,0.0,,,,,,,2
362,'14,'14.a,14.a.1,62,Central and Southern Asia,0.0,,,,,,,14
363,'14,'14.a,14.a.1,202,Sub-Saharan Africa,3.0,2015.0,1.0,1.0,0.0,,,48
364,'14,'14.a,14.a.1,419,Latin America and the Caribbean,3.0,2016.0,4.0,1.0,0.0,,,33
365,'14,'14.a,14.a.1,513,Europe and Northern America,15.0,2017.0,5.0,1.0,0.0,,,45
366,'14,'14.a,14.a.1,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
367,'14,'14.a,14.a.1,747,Northern Africa and Western Asia,2.0,2017.0,3.0,1.0,0.0,,,24
368,'14,'14.a,14.a.1,753,Eastern and South-Eastern Asia,2.0,2017.0,5.0,1.0,0.0,,,16
369,'14,'14.b,14.b.1,1,World,187.0,2018.0,1.0,1.0,0.0,,,194
370,'14,'14.b,14.b.1,53,Australia and New Zealand,2.0,2018.0,1.0,1.0,0.0,,,2
371,'14,'14.b,14.b.1,62,Central and Southern Asia,14.0,2018.0,1.0,1.0,0.0,,,14
372,'14,'14.b,14.b.1,202,Sub-Saharan Africa,47.0,2018.0,1.0,1.0,0.0,,,48
373,'14,'14.b,14.b.1,419,Latin America and the Caribbean,29.0,2018.0,1.0,1.0,0.0,,,33
374,'14,'14.b,14.b.1,513,Europe and Northern America,44.0,2018.0,1.0,1.0,0.0,,,45
375,'14,'14.b,14.b.1,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,1.0,1.0,0.0,,,12
376,'14,'14.b,14.b.1,747,Northern Africa and Western Asia,24.0,2018.0,1.0,1.0,0.0,,,24
377,'14,'14.b,14.b.1,753,Eastern and South-Eastern Asia,15.0,2018.0,1.0,1.0,0.0,,,16
378,'15,'15.1,15.1.1,1,World,194.0,2015.0,3.0,1.0,0.0,,,194
379,'15,'15.1,15.1.1,53,Australia and New Zealand,2.0,2015.0,3.0,1.0,0.0,,,2
380,'15,'15.1,15.1.1,62,Central and Southern Asia,14.0,2015.0,3.0,1.0,0.0,,,14
381,'15,'15.1,15.1.1,202,Sub-Saharan Africa,48.0,2015.0,3.0,1.0,0.0,,,48
382,'15,'15.1,15.1.1,419,Latin America and the Caribbean,33.0,2015.0,3.0,1.0,0.0,,,33
383,'15,'15.1,15.1.1,513,Europe and Northern America,45.0,2015.0,3.0,1.0,0.0,,,45
384,'15,'15.1,15.1.1,543,Oceania (excluding Australia and New Zealand),12.0,2015.0,3.0,1.0,0.0,,,12
385,'15,'15.1,15.1.1,747,Northern Africa and Western Asia,24.0,2015.0,3.0,1.0,0.0,,,24
386,'15,'15.1,15.1.1,753,Eastern and South-Eastern Asia,16.0,2015.0,3.0,1.0,0.0,,,16
387,'15,'15.1,15.1.2,1,World,169.0,2019.0,20.0,1.0,0.0,,,194
388,'15,'15.1,15.1.2,53,Australia and New Zealand,2.0,2019.0,20.0,1.0,0.0,,,2
389,'15,'15.1,15.1.2,62,Central and Southern Asia,13.5,2019.0,20.0,1.0,0.0,,,14
390,'15,'15.1,15.1.2,202,Sub-Saharan Africa,43.0,2019.0,20.0,1.0,0.0,,,48
391,'15,'15.1,15.1.2,419,Latin America and the Caribbean,28.0,2019.0,20.0,1.0,0.0,,,33
392,'15,'15.1,15.1.2,513,Europe and Northern America,41.0,2019.0,20.0,1.0,0.0,,,45
393,'15,'15.1,15.1.2,543,Oceania (excluding Australia and New Zealand),6.0,2019.0,20.0,1.0,0.0,,,12
394,'15,'15.1,15.1.2,747,Northern Africa and Western Asia,20.5,2019.0,20.0,1.0,0.0,,,24
395,'15,'15.1,15.1.2,753,Eastern and South-Eastern Asia,15.0,2019.0,20.0,1.0,0.0,,,16
396,'15,'15.2,15.2.1,1,World,161.6,2014.6,4.2,1.0,0.0,,,194
397,'15,'15.2,15.2.1,53,Australia and New Zealand,2.0,2014.1,4.0,1.0,0.0,,,2
398,'15,'15.2,15.2.1,62,Central and Southern Asia,11.2,2014.6,4.2,1.0,0.0,,,14
399,'15,'15.2,15.2.1,202,Sub-Saharan Africa,43.2,2014.6,4.2,1.0,0.0,,,48
400,'15,'15.2,15.2.1,419,Latin America and the Caribbean,25.0,2014.6,4.2,1.0,0.0,,,33
401,'15,'15.2,15.2.1,513,Europe and Northern America,41.0,2014.6,4.2,1.0,0.0,,,45
402,'15,'15.2,15.2.1,543,Oceania (excluding Australia and New Zealand),7.4,2014.6,4.2,1.0,0.0,,,12
403,'15,'15.2,15.2.1,747,Northern Africa and Western Asia,18.0,2014.6,4.2,1.0,0.0,,,24
404,'15,'15.2,15.2.1,753,Eastern and South-Eastern Asia,13.8,2014.6,4.2,1.0,0.0,,,16
405,'15,'15.3,15.3.1,1,World,123.0,2015.0,1.0,1.0,0.0,,,194
406,'15,'15.3,15.3.1,53,Australia and New Zealand,0.0,,,,,,,2
407,'15,'15.3,15.3.1,62,Central and Southern Asia,12.0,2015.0,1.0,1.0,0.0,,,14
408,'15,'15.3,15.3.1,202,Sub-Saharan Africa,43.0,2015.0,1.0,1.0,0.0,,,48
409,'15,'15.3,15.3.1,419,Latin America and the Caribbean,17.0,2015.0,1.0,1.0,0.0,,,33
410,'15,'15.3,15.3.1,513,Europe and Northern America,24.0,2015.0,1.0,1.0,0.0,,,45
411,'15,'15.3,15.3.1,543,Oceania (excluding Australia and New Zealand),1.0,2015.0,1.0,1.0,0.0,,,12
412,'15,'15.3,15.3.1,747,Northern Africa and Western Asia,17.0,2015.0,1.0,1.0,0.0,,,24
413,'15,'15.3,15.3.1,753,Eastern and South-Eastern Asia,9.0,2015.0,1.0,1.0,0.0,,,16
414,'15,'15.4,15.4.1,1,World,161.0,2019.0,20.0,1.0,0.0,,,194
415,'15,'15.4,15.4.1,53,Australia and New Zealand,2.0,2019.0,20.0,1.0,0.0,,,2
416,'15,'15.4,15.4.1,62,Central and Southern Asia,13.0,2019.0,20.0,1.0,0.0,,,14
417,'15,'15.4,15.4.1,202,Sub-Saharan Africa,43.0,2019.0,20.0,1.0,0.0,,,48
418,'15,'15.4,15.4.1,419,Latin America and the Caribbean,26.0,2019.0,20.0,1.0,0.0,,,33
419,'15,'15.4,15.4.1,513,Europe and Northern America,35.0,2019.0,20.0,1.0,0.0,,,45
420,'15,'15.4,15.4.1,543,Oceania (excluding Australia and New Zealand),7.0,2019.0,20.0,1.0,0.0,,,12
421,'15,'15.4,15.4.1,747,Northern Africa and Western Asia,20.0,2019.0,20.0,1.0,0.0,,,24
422,'15,'15.4,15.4.1,753,Eastern and South-Eastern Asia,15.0,2019.0,20.0,1.0,0.0,,,16
423,'15,'15.4,15.4.2,1,World,182.0,2017.0,1.0,1.0,0.0,,,194
424,'15,'15.4,15.4.2,53,Australia and New Zealand,1.0,2017.0,1.0,1.0,0.0,,,2
425,'15,'15.4,15.4.2,62,Central and Southern Asia,13.0,2017.0,1.0,1.0,0.0,,,14
426,'15,'15.4,15.4.2,202,Sub-Saharan Africa,47.0,2017.0,1.0,1.0,0.0,,,48
427,'15,'15.4,15.4.2,419,Latin America and the Caribbean,30.0,2017.0,1.0,1.0,0.0,,,33
428,'15,'15.4,15.4.2,513,Europe and Northern America,40.0,2017.0,1.0,1.0,0.0,,,45
429,'15,'15.4,15.4.2,543,Oceania (excluding Australia and New Zealand),12.0,2017.0,1.0,1.0,0.0,,,12
430,'15,'15.4,15.4.2,747,Northern Africa and Western Asia,23.0,2017.0,1.0,1.0,0.0,,,24
431,'15,'15.4,15.4.2,753,Eastern and South-Eastern Asia,16.0,2017.0,1.0,1.0,0.0,,,16
432,'15,'15.5,15.5.1,1,World,194.0,2020.0,28.0,1.0,0.0,,,194
433,'15,'15.5,15.5.1,53,Australia and New Zealand,2.0,2020.0,28.0,1.0,0.0,,,2
434,'15,'15.5,15.5.1,62,Central and Southern Asia,14.0,2020.0,28.0,1.0,0.0,,,14
435,'15,'15.5,15.5.1,202,Sub-Saharan Africa,48.0,2020.0,28.0,1.0,0.0,,,48
436,'15,'15.5,15.5.1,419,Latin America and the Caribbean,33.0,2020.0,28.0,1.0,0.0,,,33
437,'15,'15.5,15.5.1,513,Europe and Northern America,45.0,2020.0,28.0,1.0,0.0,,,45
438,'15,'15.5,15.5.1,543,Oceania (excluding Australia and New Zealand),12.0,2020.0,28.0,1.0,0.0,,,12
439,'15,'15.5,15.5.1,747,Northern Africa and Western Asia,24.0,2020.0,28.0,1.0,0.0,,,24
440,'15,'15.5,15.5.1,753,Eastern and South-Eastern Asia,16.0,2020.0,28.0,1.0,0.0,,,16
441,'15,'15.6,15.6.1,1,World,194.0,2016.2,4.4,1.0,0.0,,,194
442,'15,'15.6,15.6.1,53,Australia and New Zealand,2.0,2016.2,4.4,1.0,0.0,,,2
443,'15,'15.6,15.6.1,62,Central and Southern Asia,14.0,2016.2,4.4,1.0,0.0,,,14
444,'15,'15.6,15.6.1,202,Sub-Saharan Africa,48.0,2016.2,4.4,1.0,0.0,,,48
445,'15,'15.6,15.6.1,419,Latin America and the Caribbean,33.0,2016.2,4.4,1.0,0.0,,,33
446,'15,'15.6,15.6.1,513,Europe and Northern America,45.0,2016.2,4.4,1.0,0.0,,,45
447,'15,'15.6,15.6.1,543,Oceania (excluding Australia and New Zealand),12.0,2016.2,4.4,1.0,0.0,,,12
448,'15,'15.6,15.6.1,747,Northern Africa and Western Asia,24.0,2016.2,4.4,1.0,0.0,,,24
449,'15,'15.6,15.6.1,753,Eastern and South-Eastern Asia,16.0,2016.2,4.4,1.0,0.0,,,16
450,'15,'15.8,15.8.1,1,World,193.0,2016.0,1.5,1.0,0.0,,,194
451,'15,'15.8,15.8.1,53,Australia and New Zealand,2.0,2016.0,1.5,1.0,0.0,,,2
452,'15,'15.8,15.8.1,62,Central and Southern Asia,14.0,2016.0,1.5,1.0,0.0,,,14
453,'15,'15.8,15.8.1,202,Sub-Saharan Africa,48.0,2016.0,1.5,1.0,0.0,,,48
454,'15,'15.8,15.8.1,419,Latin America and the Caribbean,33.0,2016.0,1.5,1.0,0.0,,,33
455,'15,'15.8,15.8.1,513,Europe and Northern America,44.0,2016.0,1.5,1.0,0.0,,,45
456,'15,'15.8,15.8.1,543,Oceania (excluding Australia and New Zealand),12.0,2016.0,1.5,1.0,0.0,,,12
457,'15,'15.8,15.8.1,747,Northern Africa and Western Asia,24.0,2016.0,1.5,1.0,0.0,,,24
458,'15,'15.8,15.8.1,753,Eastern and South-Eastern Asia,16.0,2016.0,1.5,1.0,0.0,,,16
459,'15,'15.9,15.9.1,1,World,98.0,2018.5,1.0,1.0,0.5,1.0,0.0,194
460,'15,'15.9,15.9.1,53,Australia and New Zealand,1.5,2018.5,1.0,1.0,0.5,1.0,0.0,2
461,'15,'15.9,15.9.1,62,Central and Southern Asia,7.0,2018.5,1.0,1.0,0.5,1.0,0.0,14
462,'15,'15.9,15.9.1,202,Sub-Saharan Africa,20.0,2018.5,1.0,1.0,0.5,1.0,0.0,48
463,'15,'15.9,15.9.1,419,Latin America and the Caribbean,16.5,2018.5,1.0,1.0,0.5,1.0,0.0,33
464,'15,'15.9,15.9.1,513,Europe and Northern America,31.5,2018.5,1.0,1.0,0.5,1.0,0.0,45
465,'15,'15.9,15.9.1,543,Oceania (excluding Australia and New Zealand),4.5,2018.5,1.0,1.0,0.5,1.0,0.0,12
466,'15,'15.9,15.9.1,747,Northern Africa and Western Asia,9.5,2018.5,1.0,1.0,0.5,1.0,0.0,24
467,'15,'15.9,15.9.1,753,Eastern and South-Eastern Asia,7.5,2018.5,1.0,1.0,0.5,1.0,0.0,16
468,'15,'15.a,15.a.1,1,World,87.0,2017.0,16.0,1.0,0.0,,,194
469,'15,'15.a,15.a.1,53,Australia and New Zealand,1.0,2017.0,16.0,1.0,0.0,,,2
470,'15,'15.a,15.a.1,62,Central and Southern Asia,7.0,2017.0,16.0,1.0,0.0,,,14
471,'15,'15.a,15.a.1,202,Sub-Saharan Africa,24.0,2017.0,16.0,1.0,0.0,,,48
472,'15,'15.a,15.a.1,419,Latin America and the Caribbean,16.0,2017.0,16.0,1.0,0.0,,,33
473,'15,'15.a,15.a.1,513,Europe and Northern America,16.5,2017.0,15.5,1.0,0.0,,,45
474,'15,'15.a,15.a.1,543,Oceania (excluding Australia and New Zealand),6.0,2017.0,16.0,1.0,0.0,,,12
475,'15,'15.a,15.a.1,747,Northern Africa and Western Asia,9.5,2017.0,16.0,1.0,0.0,,,24
476,'15,'15.a,15.a.1,753,Eastern and South-Eastern Asia,7.0,2017.0,14.75,1.0,0.0,,,16
477,'15,'15.b,15.b.1,1,World,87.0,2017.0,16.0,1.0,0.0,,,194
478,'15,'15.b,15.b.1,53,Australia and New Zealand,1.0,2017.0,16.0,1.0,0.0,,,2
479,'15,'15.b,15.b.1,62,Central and Southern Asia,7.0,2017.0,16.0,1.0,0.0,,,14
480,'15,'15.b,15.b.1,202,Sub-Saharan Africa,24.0,2017.0,16.0,1.0,0.0,,,48
481,'15,'15.b,15.b.1,419,Latin America and the Caribbean,16.0,2017.0,16.0,1.0,0.0,,,33
482,'15,'15.b,15.b.1,513,Europe and Northern America,16.5,2017.0,15.5,1.0,0.0,,,45
483,'15,'15.b,15.b.1,543,Oceania (excluding Australia and New Zealand),6.0,2017.0,16.0,1.0,0.0,,,12
484,'15,'15.b,15.b.1,747,Northern Africa and Western Asia,9.5,2017.0,16.0,1.0,0.0,,,24
485,'15,'15.b,15.b.1,753,Eastern and South-Eastern Asia,7.0,2017.0,14.75,1.0,0.0,,,16
486,'16,'16.1,16.1.1,1,World,159.0,2016.0,7.0,3.0,1.0,3.0,0.7484276729559748,194
487,'16,'16.1,16.1.1,53,Australia and New Zealand,2.0,2017.0,8.0,3.0,1.0,3.0,1.0,2
488,'16,'16.1,16.1.1,62,Central and Southern Asia,12.0,2016.5,6.5,2.0,1.0,2.0,0.5,14
489,'16,'16.1,16.1.1,202,Sub-Saharan Africa,27.0,2016.0,4.0,1.0,1.0,1.0,0.3333333333333333,48
490,'16,'16.1,16.1.1,419,Latin America and the Caribbean,33.0,2016.0,7.0,3.0,1.0,3.0,0.9696969696969697,33
491,'16,'16.1,16.1.1,513,Europe and Northern America,45.0,2017.0,8.0,3.0,1.0,3.0,1.0,45
