,Goal,Target,regionCode,regionName,avg_n_countries_available,avg_median_max_year,avg_median_n_years,avg_median_n_timeSeries,avg_n_dimensions,avg_median_values_per_dim,mean_data_for_female,n_countries_total
262,'14,'14.6,53,Australia and New Zealand,2.0,2018.0,1.0,1.0,0.0,,,2
263,'14,'14.6,62,Central and Southern Asia,14.0,2018.0,1.0,1.0,0.0,,,14
264,'14,'14.6,202,Sub-Saharan Africa,43.0,2018.0,1.0,1.0,0.0,,,48
265,'14,'14.6,419,Latin America and the Caribbean,29.0,2018.0,1.0,1.0,0.0,,,33
266,'14,'14.6,513,Europe and Northern America,44.0,2018.0,1.0,1.0,0.0,,,45
267,'14,'14.6,543,Oceania (excluding Australia and New Zealand),11.0,2018.0,1.0,1.0,0.0,,,12
268,'14,'14.6,747,Northern Africa and Western Asia,24.0,2018.0,1.0,1.0,0.0,,,24
269,'14,'14.6,753,Eastern and South-Eastern Asia,14.0,2018.0,1.0,1.0,0.0,,,16
270,'14,'14.a,1,World,25.0,2017.0,5.0,1.0,0.0,,,194
271,'14,'14.a,53,Australia and New Zealand,0.0,,,,,,,2
272,'14,'14.a,62,Central and Southern Asia,0.0,,,,,,,14
273,'14,'14.a,202,Sub-Saharan Africa,3.0,2015.0,1.0,1.0,0.0,,,48
274,'14,'14.a,419,Latin America and the Caribbean,3.0,2016.0,4.0,1.0,0.0,,,33
275,'14,'14.a,513,Europe and Northern America,15.0,2017.0,5.0,1.0,0.0,,,45
276,'14,'14.a,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
277,'14,'14.a,747,Northern Africa and Western Asia,2.0,2017.0,3.0,1.0,0.0,,,24
278,'14,'14.a,753,Eastern and South-Eastern Asia,2.0,2017.0,5.0,1.0,0.0,,,16
279,'14,'14.b,1,World,187.0,2018.0,1.0,1.0,0.0,,,194
280,'14,'14.b,53,Australia and New Zealand,2.0,2018.0,1.0,1.0,0.0,,,2
281,'14,'14.b,62,Central and Southern Asia,14.0,2018.0,1.0,1.0,0.0,,,14
282,'14,'14.b,202,Sub-Saharan Africa,47.0,2018.0,1.0,1.0,0.0,,,48
283,'14,'14.b,419,Latin America and the Caribbean,29.0,2018.0,1.0,1.0,0.0,,,33
284,'14,'14.b,513,Europe and Northern America,44.0,2018.0,1.0,1.0,0.0,,,45
285,'14,'14.b,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,1.0,1.0,0.0,,,12
286,'14,'14.b,747,Northern Africa and Western Asia,24.0,2018.0,1.0,1.0,0.0,,,24
287,'14,'14.b,753,Eastern and South-Eastern Asia,15.0,2018.0,1.0,1.0,0.0,,,16
288,'15,'15.1,1,World,181.5,2017.0,11.5,1.0,0.0,,,194
289,'15,'15.1,53,Australia and New Zealand,2.0,2017.0,11.5,1.0,0.0,,,2
290,'15,'15.1,62,Central and Southern Asia,13.75,2017.0,11.5,1.0,0.0,,,14
291,'15,'15.1,202,Sub-Saharan Africa,45.5,2017.0,11.5,1.0,0.0,,,48
292,'15,'15.1,419,Latin America and the Caribbean,30.5,2017.0,11.5,1.0,0.0,,,33
293,'15,'15.1,513,Europe and Northern America,43.0,2017.0,11.5,1.0,0.0,,,45
294,'15,'15.1,543,Oceania (excluding Australia and New Zealand),9.0,2017.0,11.5,1.0,0.0,,,12
295,'15,'15.1,747,Northern Africa and Western Asia,22.25,2017.0,11.5,1.0,0.0,,,24
296,'15,'15.1,753,Eastern and South-Eastern Asia,15.5,2017.0,11.5,1.0,0.0,,,16
297,'15,'15.2,1,World,161.6,2014.6,4.2,1.0,0.0,,,194
298,'15,'15.2,53,Australia and New Zealand,2.0,2014.1,4.0,1.0,0.0,,,2
299,'15,'15.2,62,Central and Southern Asia,11.2,2014.6,4.2,1.0,0.0,,,14
300,'15,'15.2,202,Sub-Saharan Africa,43.2,2014.6,4.2,1.0,0.0,,,48
301,'15,'15.2,419,Latin America and the Caribbean,25.0,2014.6,4.2,1.0,0.0,,,33
302,'15,'15.2,513,Europe and Northern America,41.0,2014.6,4.2,1.0,0.0,,,45
303,'15,'15.2,543,Oceania (excluding Australia and New Zealand),7.4,2014.6,4.2,1.0,0.0,,,12
304,'15,'15.2,747,Northern Africa and Western Asia,18.0,2014.6,4.2,1.0,0.0,,,24
305,'15,'15.2,753,Eastern and South-Eastern Asia,13.8,2014.6,4.2,1.0,0.0,,,16
306,'15,'15.3,1,World,123.0,2015.0,1.0,1.0,0.0,,,194
307,'15,'15.3,53,Australia and New Zealand,0.0,,,,,,,2
308,'15,'15.3,62,Central and Southern Asia,12.0,2015.0,1.0,1.0,0.0,,,14
309,'15,'15.3,202,Sub-Saharan Africa,43.0,2015.0,1.0,1.0,0.0,,,48
310,'15,'15.3,419,Latin America and the Caribbean,17.0,2015.0,1.0,1.0,0.0,,,33
311,'15,'15.3,513,Europe and Northern America,24.0,2015.0,1.0,1.0,0.0,,,45
312,'15,'15.3,543,Oceania (excluding Australia and New Zealand),1.0,2015.0,1.0,1.0,0.0,,,12
313,'15,'15.3,747,Northern Africa and Western Asia,17.0,2015.0,1.0,1.0,0.0,,,24
314,'15,'15.3,753,Eastern and South-Eastern Asia,9.0,2015.0,1.0,1.0,0.0,,,16
315,'15,'15.4,1,World,171.5,2018.0,10.5,1.0,0.0,,,194
316,'15,'15.4,53,Australia and New Zealand,1.5,2018.0,10.5,1.0,0.0,,,2
317,'15,'15.4,62,Central and Southern Asia,13.0,2018.0,10.5,1.0,0.0,,,14
318,'15,'15.4,202,Sub-Saharan Africa,45.0,2018.0,10.5,1.0,0.0,,,48
319,'15,'15.4,419,Latin America and the Caribbean,28.0,2018.0,10.5,1.0,0.0,,,33
320,'15,'15.4,513,Europe and Northern America,37.5,2018.0,10.5,1.0,0.0,,,45
321,'15,'15.4,543,Oceania (excluding Australia and New Zealand),9.5,2018.0,10.5,1.0,0.0,,,12
322,'15,'15.4,747,Northern Africa and Western Asia,21.5,2018.0,10.5,1.0,0.0,,,24
323,'15,'15.4,753,Eastern and South-Eastern Asia,15.5,2018.0,10.5,1.0,0.0,,,16
324,'15,'15.5,1,World,194.0,2020.0,28.0,1.0,0.0,,,194
325,'15,'15.5,53,Australia and New Zealand,2.0,2020.0,28.0,1.0,0.0,,,2
326,'15,'15.5,62,Central and Southern Asia,14.0,2020.0,28.0,1.0,0.0,,,14
327,'15,'15.5,202,Sub-Saharan Africa,48.0,2020.0,28.0,1.0,0.0,,,48
328,'15,'15.5,419,Latin America and the Caribbean,33.0,2020.0,28.0,1.0,0.0,,,33
329,'15,'15.5,513,Europe and Northern America,45.0,2020.0,28.0,1.0,0.0,,,45
330,'15,'15.5,543,Oceania (excluding Australia and New Zealand),12.0,2020.0,28.0,1.0,0.0,,,12
331,'15,'15.5,747,Northern Africa and Western Asia,24.0,2020.0,28.0,1.0,0.0,,,24
332,'15,'15.5,753,Eastern and South-Eastern Asia,16.0,2020.0,28.0,1.0,0.0,,,16
333,'15,'15.6,1,World,194.0,2016.2,4.4,1.0,0.0,,,194
334,'15,'15.6,53,Australia and New Zealand,2.0,2016.2,4.4,1.0,0.0,,,2
335,'15,'15.6,62,Central and Southern Asia,14.0,2016.2,4.4,1.0,0.0,,,14
336,'15,'15.6,202,Sub-Saharan Africa,48.0,2016.2,4.4,1.0,0.0,,,48
337,'15,'15.6,419,Latin America and the Caribbean,33.0,2016.2,4.4,1.0,0.0,,,33
338,'15,'15.6,513,Europe and Northern America,45.0,2016.2,4.4,1.0,0.0,,,45
339,'15,'15.6,543,Oceania (excluding Australia and New Zealand),12.0,2016.2,4.4,1.0,0.0,,,12
340,'15,'15.6,747,Northern Africa and Western Asia,24.0,2016.2,4.4,1.0,0.0,,,24
341,'15,'15.6,753,Eastern and South-Eastern Asia,16.0,2016.2,4.4,1.0,0.0,,,16
342,'15,'15.8,1,World,193.0,2016.0,1.5,1.0,0.0,,,194
343,'15,'15.8,53,Australia and New Zealand,2.0,2016.0,1.5,1.0,0.0,,,2
344,'15,'15.8,62,Central and Southern Asia,14.0,2016.0,1.5,1.0,0.0,,,14
345,'15,'15.8,202,Sub-Saharan Africa,48.0,2016.0,1.5,1.0,0.0,,,48
346,'15,'15.8,419,Latin America and the Caribbean,33.0,2016.0,1.5,1.0,0.0,,,33
347,'15,'15.8,513,Europe and Northern America,44.0,2016.0,1.5,1.0,0.0,,,45
348,'15,'15.8,543,Oceania (excluding Australia and New Zealand),12.0,2016.0,1.5,1.0,0.0,,,12
349,'15,'15.8,747,Northern Africa and Western Asia,24.0,2016.0,1.5,1.0,0.0,,,24
350,'15,'15.8,753,Eastern and South-Eastern Asia,16.0,2016.0,1.5,1.0,0.0,,,16
351,'15,'15.9,1,World,98.0,2018.5,1.0,1.0,0.5,1.0,0.0,194
352,'15,'15.9,53,Australia and New Zealand,1.5,2018.5,1.0,1.0,0.5,1.0,0.0,2
353,'15,'15.9,62,Central and Southern Asia,7.0,2018.5,1.0,1.0,0.5,1.0,0.0,14
354,'15,'15.9,202,Sub-Saharan Africa,20.0,2018.5,1.0,1.0,0.5,1.0,0.0,48
355,'15,'15.9,419,Latin America and the Caribbean,16.5,2018.5,1.0,1.0,0.5,1.0,0.0,33
356,'15,'15.9,513,Europe and Northern America,31.5,2018.5,1.0,1.0,0.5,1.0,0.0,45
357,'15,'15.9,543,Oceania (excluding Australia and New Zealand),4.5,2018.5,1.0,1.0,0.5,1.0,0.0,12
358,'15,'15.9,747,Northern Africa and Western Asia,9.5,2018.5,1.0,1.0,0.5,1.0,0.0,24
359,'15,'15.9,753,Eastern and South-Eastern Asia,7.5,2018.5,1.0,1.0,0.5,1.0,0.0,16
360,'15,'15.a,1,World,87.0,2017.0,16.0,1.0,0.0,,,194
361,'15,'15.a,53,Australia and New Zealand,1.0,2017.0,16.0,1.0,0.0,,,2
362,'15,'15.a,62,Central and Southern Asia,7.0,2017.0,16.0,1.0,0.0,,,14
363,'15,'15.a,202,Sub-Saharan Africa,24.0,2017.0,16.0,1.0,0.0,,,48
364,'15,'15.a,419,Latin America and the Caribbean,16.0,2017.0,16.0,1.0,0.0,,,33
365,'15,'15.a,513,Europe and Northern America,16.5,2017.0,15.5,1.0,0.0,,,45
366,'15,'15.a,543,Oceania (excluding Australia and New Zealand),6.0,2017.0,16.0,1.0,0.0,,,12
367,'15,'15.a,747,Northern Africa and Western Asia,9.5,2017.0,16.0,1.0,0.0,,,24
368,'15,'15.a,753,Eastern and South-Eastern Asia,7.0,2017.0,14.75,1.0,0.0,,,16
369,'15,'15.b,1,World,87.0,2017.0,16.0,1.0,0.0,,,194
370,'15,'15.b,53,Australia and New Zealand,1.0,2017.0,16.0,1.0,0.0,,,2
371,'15,'15.b,62,Central and Southern Asia,7.0,2017.0,16.0,1.0,0.0,,,14
372,'15,'15.b,202,Sub-Saharan Africa,24.0,2017.0,16.0,1.0,0.0,,,48
373,'15,'15.b,419,Latin America and the Caribbean,16.0,2017.0,16.0,1.0,0.0,,,33
374,'15,'15.b,513,Europe and Northern America,16.5,2017.0,15.5,1.0,0.0,,,45
375,'15,'15.b,543,Oceania (excluding Australia and New Zealand),6.0,2017.0,16.0,1.0,0.0,,,12
376,'15,'15.b,747,Northern Africa and Western Asia,9.5,2017.0,16.0,1.0,0.0,,,24
377,'15,'15.b,753,Eastern and South-Eastern Asia,7.0,2017.0,14.75,1.0,0.0,,,16
378,'16,'16.1,1,World,72.0,2015.7777777777776,3.6666666666666665,2.0,0.6666666666666666,2.5,0.601364076418925,194
379,'16,'16.1,53,Australia and New Zealand,1.6666666666666667,2016.111111111111,5.833333333333333,2.111111111111111,0.6666666666666666,2.666666666666667,0.8333333333333333,2
380,'16,'16.1,62,Central and Southern Asia,4.333333333333333,2015.75,3.75,1.5,1.0,1.5,0.41666666666666663,14
381,'16,'16.1,202,Sub-Saharan Africa,10.333333333333334,2015.7777777777776,2.111111111111111,1.0,0.6666666666666666,1.0,0.3333333333333333,48
382,'16,'16.1,419,Latin America and the Caribbean,16.333333333333332,2015.7777777777776,3.277777777777778,1.888888888888889,0.6666666666666666,2.3333333333333335,0.666693722943723,33
383,'16,'16.1,513,Europe and Northern America,22.555555555555554,2016.1666666666667,5.055555555555556,2.0555555555555554,0.6666666666666666,2.583333333333333,0.7976190476190477,45
384,'16,'16.1,543,Oceania (excluding Australia and New Zealand),2.0,2011.5,2.5,1.0,1.0,1.0,0.3333333333333333,12
385,'16,'16.1,747,Northern Africa and Western Asia,8.222222222222223,2015.5555555555557,3.3888888888888893,1.7222222222222223,0.6666666666666666,2.0833333333333335,0.5388888888888889,24
386,'16,'16.1,753,Eastern and South-Eastern Asia,6.555555555555556,2015.7777777777776,3.3333333333333335,1.3333333333333333,0.6666666666666666,1.5,0.38888888888888884,16
387,'16,'16.10,1,World,63.0,2020.0,1.0,1.0,0.0,,,194
388,'16,'16.10,53,Australia and New Zealand,1.0,2020.0,1.0,1.0,0.0,,,2
389,'16,'16.10,62,Central and Southern Asia,6.0,2020.0,1.0,1.0,0.0,,,14
390,'16,'16.10,202,Sub-Saharan Africa,10.5,2020.0,1.0,1.0,0.0,,,48
391,'16,'16.10,419,Latin America and the Caribbean,12.0,2020.0,1.0,1.0,0.0,,,33
392,'16,'16.10,513,Europe and Northern America,21.5,2020.0,1.0,1.0,0.0,,,45
393,'16,'16.10,543,Oceania (excluding Australia and New Zealand),1.5,2020.0,1.0,1.0,0.0,,,12
394,'16,'16.10,747,Northern Africa and Western Asia,6.0,2020.0,1.0,1.0,0.0,,,24
395,'16,'16.10,753,Eastern and South-Eastern Asia,4.5,2020.0,1.0,1.0,0.0,,,16
396,'16,'16.2,1,World,78.26666666666667,2014.8,2.3666666666666667,1.9333333333333333,1.6666666666666667,1.2960169826712165,0.5467139290480981,194
397,'16,'16.2,53,Australia and New Zealand,0.4666666666666666,2015.1,7.0,2.8,2.0,1.6360423630481928,0.8,2
398,'16,'16.2,62,Central and Southern Asia,6.733333333333333,2014.7333333333333,1.7333333333333334,1.5333333333333332,1.6666666666666667,1.195213548685034,0.5492063492063491,14
399,'16,'16.2,202,Sub-Saharan Africa,23.400000000000002,2013.8,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.1252210118340567,0.473968253968254,48
400,'16,'16.2,419,Latin America and the Caribbean,14.466666666666667,2015.0666666666666,2.2333333333333334,2.0,1.6666666666666667,1.3102451003567757,0.5412157287157288,33
401,'16,'16.2,513,Europe and Northern America,15.799999999999999,2011.8,3.0,2.1333333333333333,1.6666666666666667,1.337557322594429,0.5642773757407904,45
402,'16,'16.2,543,Oceania (excluding Australia and New Zealand),1.4000000000000001,2012.25,1.5,1.0,1.5,1.0,0.0,12
403,'16,'16.2,747,Northern Africa and Western Asia,9.799999999999999,2014.0666666666666,2.4,2.3000000000000003,1.6666666666666667,1.4102280781331273,0.5700702075702075,24
404,'16,'16.2,753,Eastern and South-Eastern Asia,6.2,2015.6666666666667,2.2333333333333334,1.5999999999999999,1.6666666666666667,1.207625543667376,0.5343915343915344,16
405,'16,'16.3,1,World,79.16666666666667,2016.0,1.8333333333333335,1.0,0.5,1.0,0.07817460317460317,194
406,'16,'16.3,53,Australia and New Zealand,1.6666666666666665,2016.4166666666665,4.583333333333334,1.3333333333333335,0.5,1.6666666666666667,0.3333333333333333,2
407,'16,'16.3,62,Central and Southern Asia,4.0,2016.0,1.5,1.0,0.5,1.0,0.0,14
408,'16,'16.3,202,Sub-Saharan Africa,11.833333333333334,2015.8333333333335,1.75,1.0,0.5,1.0,0.0,48
409,'16,'16.3,419,Latin America and the Caribbean,18.333333333333332,2015.3333333333335,1.6666666666666665,1.0,0.5,1.0,0.07777777777777778,33
410,'16,'16.3,513,Europe and Northern America,26.833333333333332,2015.8333333333335,2.25,1.0,0.5,1.0,0.0,45
411,'16,'16.3,543,Oceania (excluding Australia and New Zealand),3.0,2017.0,2.0,1.0,0.0,,,12
412,'16,'16.3,747,Northern Africa and Western Asia,7.0,2015.5,1.6666666666666665,1.0,0.5,1.0,0.0,24
413,'16,'16.3,753,Eastern and South-Eastern Asia,6.5,2016.5,2.083333333333333,1.5,0.5,2.0,0.611111111111111,16
414,'16,'16.5,1,World,87.0,2012.75,1.5,1.0,0.5,1.0,0.4444444444444444,194
415,'16,'16.5,53,Australia and New Zealand,0.0,,,,,,,2
416,'16,'16.5,62,Central and Southern Asia,6.5,2013.25,1.75,1.5,0.5,2.0,0.5,14
417,'16,'16.5,202,Sub-Saharan Africa,24.0,2014.0,1.5,1.5,0.5,2.0,0.5,48
418,'16,'16.5,419,Latin America and the Caribbean,20.5,2012.5,1.75,1.0,0.5,1.0,0.3,33
419,'16,'16.5,513,Europe and Northern America,16.5,2011.5,1.5,2.0,0.5,3.0,0.7272727272727273,45
420,'16,'16.5,543,Oceania (excluding Australia and New Zealand),3.5,2009.0,1.0,1.0,0.0,,,12
421,'16,'16.5,747,Northern Africa and Western Asia,9.0,2012.5,1.0,1.0,0.5,1.0,0.25,24
422,'16,'16.5,753,Eastern and South-Eastern Asia,7.0,2014.0,2.0,1.0,0.5,1.0,0.0,16
423,'16,'16.6,1,World,95.0,2014.0,6.0,1.0,0.0,,,194
424,'16,'16.6,53,Australia and New Zealand,0.0,,,,,,,2
425,'16,'16.6,62,Central and Southern Asia,12.0,2016.0,10.0,1.0,0.0,,,14
426,'16,'16.6,202,Sub-Saharan Africa,39.0,2015.0,6.0,1.0,0.0,,,48
427,'16,'16.6,419,Latin America and the Caribbean,12.0,2011.5,4.5,1.0,0.0,,,33
428,'16,'16.6,513,Europe and Northern America,11.0,2016.0,8.0,1.0,0.0,,,45
429,'16,'16.6,543,Oceania (excluding Australia and New Zealand),5.0,2011.0,3.0,1.0,0.0,,,12
430,'16,'16.6,747,Northern Africa and Western Asia,9.0,2014.0,6.0,1.0,0.0,,,24
431,'16,'16.6,753,Eastern and South-Eastern Asia,7.0,2013.0,4.0,1.0,0.0,,,16
432,'16,'16.8,1,World,193.0,2018.0,7.0,7.0,1.0,7.0,0.0,194
433,'16,'16.8,53,Australia and New Zealand,2.0,2018.0,7.0,8.0,1.0,8.0,0.0,2
434,'16,'16.8,62,Central and Southern Asia,14.0,2018.0,7.0,6.5,1.0,6.5,0.0,14
435,'16,'16.8,202,Sub-Saharan Africa,48.0,2018.0,7.0,7.0,1.0,7.0,0.0,48
436,'16,'16.8,419,Latin America and the Caribbean,33.0,2018.0,7.0,7.0,1.0,7.0,0.0,33
437,'16,'16.8,513,Europe and Northern America,45.0,2018.0,7.0,7.0,1.0,7.0,0.0,45
438,'16,'16.8,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,7.0,5.5,1.0,5.5,0.0,12
439,'16,'16.8,747,Northern Africa and Western Asia,23.0,2018.0,7.0,6.0,1.0,6.0,0.0,24
440,'16,'16.8,753,Eastern and South-Eastern Asia,16.0,2018.0,7.0,7.0,1.0,7.0,0.0,16
441,'16,'16.9,1,World,175.0,2014.0,1.0,1.0,1.0,1.0,0.0,194
442,'16,'16.9,53,Australia and New Zealand,2.0,2013.5,1.0,1.0,1.0,1.0,0.0,2
443,'16,'16.9,62,Central and Southern Asia,14.0,2016.0,1.0,1.0,1.0,1.0,0.0,14
444,'16,'16.9,202,Sub-Saharan Africa,45.0,2015.0,1.0,1.0,1.0,1.0,0.0,48
445,'16,'16.9,419,Latin America and the Caribbean,27.0,2014.0,1.0,1.0,1.0,1.0,0.0,33
446,'16,'16.9,513,Europe and Northern America,45.0,2014.0,1.0,1.0,1.0,1.0,0.0,45
447,'16,'16.9,543,Oceania (excluding Australia and New Zealand),9.0,2013.0,1.0,1.0,1.0,1.0,0.0,12
448,'16,'16.9,747,Northern Africa and Western Asia,21.0,2015.0,1.0,1.0,1.0,1.0,0.0,24
449,'16,'16.9,753,Eastern and South-Eastern Asia,12.0,2016.0,1.0,1.0,1.0,1.0,0.0,16
450,'16,'16.a,1,World,49.666666666666664,2018.625,5.625,1.0,0.0,,,194
451,'16,'16.a,53,Australia and New Zealand,0.3333333333333333,2019.0,8.0,1.0,0.0,,,2
452,'16,'16.a,62,Central and Southern Asia,3.6666666666666665,2016.75,5.625,1.0,0.0,,,14
453,'16,'16.a,202,Sub-Saharan Africa,12.333333333333334,2018.625,5.875,1.0,0.0,,,48
454,'16,'16.a,419,Latin America and the Caribbean,7.833333333333333,2018.75,5.875,1.0,0.0,,,33
455,'16,'16.a,513,Europe and Northern America,12.833333333333334,2016.625,4.75,1.0,0.0,,,45
456,'16,'16.a,543,Oceania (excluding Australia and New Zealand),2.3333333333333335,2015.0,5.0,1.0,0.0,,,12
457,'16,'16.a,747,Northern Africa and Western Asia,6.5,2016.0,4.666666666666667,1.0,0.0,,,24
458,'16,'16.a,753,Eastern and South-Eastern Asia,3.8333333333333335,2018.6666666666667,6.333333333333333,1.0,0.0,,,16
459,'17,'17.1,1,World,169.0,2018.0,18.0,1.0,1.0,1.0,0.0,194
460,'17,'17.1,53,Australia and New Zealand,2.0,2018.25,19.0,1.0,1.0,1.0,0.0,2
461,'17,'17.1,62,Central and Southern Asia,13.0,2017.0,16.0,1.0,1.0,1.0,0.0,14
462,'17,'17.1,202,Sub-Saharan Africa,40.0,2018.0,13.5,1.0,1.0,1.0,0.0,48
463,'17,'17.1,419,Latin America and the Caribbean,28.0,2018.0,18.25,1.0,1.0,1.0,0.0,33
464,'17,'17.1,513,Europe and Northern America,41.0,2018.0,19.0,1.0,1.0,1.0,0.0,45
465,'17,'17.1,543,Oceania (excluding Australia and New Zealand),11.0,2018.0,9.0,1.0,1.0,1.0,0.0,12
466,'17,'17.1,747,Northern Africa and Western Asia,20.0,2017.0,14.5,1.0,1.0,1.0,0.0,24
467,'17,'17.1,753,Eastern and South-Eastern Asia,14.0,2018.0,18.0,1.0,1.0,1.0,0.0,16
468,'17,'17.10,1,World,155.0,2017.0,5.0,7.0,1.0,7.0,0.0,194
469,'17,'17.10,53,Australia and New Zealand,2.0,2017.0,5.0,7.0,1.0,7.0,0.0,2
470,'17,'17.10,62,Central and Southern Asia,13.0,2017.0,5.0,7.0,1.0,7.0,0.0,14
471,'17,'17.10,202,Sub-Saharan Africa,46.0,2017.0,5.0,7.0,1.0,7.0,0.0,48
472,'17,'17.10,419,Latin America and the Caribbean,33.0,2017.0,5.0,7.0,1.0,7.0,0.0,33
473,'17,'17.10,513,Europe and Northern America,14.0,2017.0,5.0,7.0,1.0,7.0,0.0,45
474,'17,'17.10,543,Oceania (excluding Australia and New Zealand),10.0,2017.0,5.0,7.0,1.0,7.0,0.0,12
475,'17,'17.10,747,Northern Africa and Western Asia,22.0,2017.0,5.0,7.0,1.0,7.0,0.0,24
476,'17,'17.10,753,Eastern and South-Eastern Asia,15.0,2017.0,5.0,7.0,1.0,7.0,0.0,16
477,'17,'17.11,1,World,0.0,,,,,,,194
478,'17,'17.11,53,Australia and New Zealand,0.0,,,,,,,2
479,'17,'17.11,62,Central and Southern Asia,0.0,,,,,,,14
480,'17,'17.11,202,Sub-Saharan Africa,0.0,,,,,,,48
481,'17,'17.11,419,Latin America and the Caribbean,0.0,,,,,,,33
482,'17,'17.11,513,Europe and Northern America,0.0,,,,,,,45
483,'17,'17.11,543,Oceania (excluding Australia and New Zealand),0.0,,,,,,,12
484,'17,'17.11,747,Northern Africa and Western Asia,0.0,,,,,,,24
485,'17,'17.11,753,Eastern and South-Eastern Asia,0.0,,,,,,,16
486,'17,'17.12,1,World,143.0,2018.0,11.0,6.0,1.0,6.0,0.0,194
487,'17,'17.12,53,Australia and New Zealand,0.0,,,,,,,2
488,'17,'17.12,62,Central and Southern Asia,14.0,2018.0,11.0,6.0,1.0,6.0,0.0,14
489,'17,'17.12,202,Sub-Saharan Africa,47.0,2018.0,11.0,6.0,1.0,6.0,0.0,48
490,'17,'17.12,419,Latin America and the Caribbean,33.0,2018.0,11.0,6.0,1.0,6.0,0.0,33
491,'17,'17.12,513,Europe and Northern America,0.0,,,,,,,45
492,'17,'17.12,543,Oceania (excluding Australia and New Zealand),12.0,2018.0,11.0,5.0,1.0,5.0,0.0,12
493,'17,'17.12,747,Northern Africa and Western Asia,22.0,2018.0,11.0,7.0,1.0,7.0,0.0,24
494,'17,'17.12,753,Eastern and South-Eastern Asia,15.0,2018.0,11.0,7.0,1.0,7.0,0.0,16
495,'17,'17.15,1,World,52.5,2018.0,1.0,1.0,0.0,,,194
496,'17,'17.15,53,Australia and New Zealand,1.0,2018.0,1.0,1.0,0.0,,,2
497,'17,'17.15,62,Central and Southern Asia,2.0,2018.0,1.0,1.0,0.0,,,14
498,'17,'17.15,202,Sub-Saharan Africa,18.0,2018.0,1.0,1.0,0.0,,,48
499,'17,'17.15,419,Latin America and the Caribbean,5.0,2018.0,1.0,1.0,0.0,,,33
500,'17,'17.15,513,Europe and Northern America,13.5,2018.0,1.0,1.0,0.0,,,45
501,'17,'17.15,543,Oceania (excluding Australia and New Zealand),5.0,2018.0,1.0,1.0,0.0,,,12
502,'17,'17.15,747,Northern Africa and Western Asia,3.5,2018.0,1.0,1.0,0.0,,,24
503,'17,'17.15,753,Eastern and South-Eastern Asia,4.5,2018.0,1.0,1.0,0.0,,,16
504,'17,'17.16,1,World,49.0,2018.0,1.0,1.0,0.0,,,194
505,'17,'17.16,53,Australia and New Zealand,1.0,2018.0,1.0,1.0,0.0,,,2
506,'17,'17.16,62,Central and Southern Asia,2.0,2018.0,1.0,1.0,0.0,,,14
507,'17,'17.16,202,Sub-Saharan Africa,13.0,2018.0,1.0,1.0,0.0,,,48
508,'17,'17.16,419,Latin America and the Caribbean,4.0,2018.0,1.0,1.0,0.0,,,33
509,'17,'17.16,513,Europe and Northern America,14.0,2018.0,1.0,1.0,0.0,,,45
510,'17,'17.16,543,Oceania (excluding Australia and New Zealand),4.0,2018.0,1.0,1.0,0.0,,,12
511,'17,'17.16,747,Northern Africa and Western Asia,5.0,2018.0,1.0,1.0,0.0,,,24
512,'17,'17.16,753,Eastern and South-Eastern Asia,6.0,2018.0,1.0,1.0,0.0,,,16
513,'17,'17.18,1,World,123.3,2018.0,1.0,1.0,0.0,,,194
514,'17,'17.18,53,Australia and New Zealand,2.0,2018.0,1.0,1.0,0.0,,,2
515,'17,'17.18,62,Central and Southern Asia,11.7,2018.0,1.0,1.0,0.0,,,14
516,'17,'17.18,202,Sub-Saharan Africa,27.8,2018.0,1.0,1.0,0.0,,,48
517,'17,'17.18,419,Latin America and the Caribbean,16.6,2018.0,1.0,1.0,0.0,,,33
518,'17,'17.18,513,Europe and Northern America,38.5,2018.0,1.0,1.0,0.0,,,45
519,'17,'17.18,543,Oceania (excluding Australia and New Zealand),2.0,2018.0,1.0,1.0,0.0,,,12
520,'17,'17.18,747,Northern Africa and Western Asia,15.2,2018.0,1.0,1.0,0.0,,,24
521,'17,'17.18,753,Eastern and South-Eastern Asia,9.5,2018.0,1.0,1.0,0.0,,,16
522,'17,'17.19,1,World,114.41666666666666,2015.8333333333335,7.0,1.0,0.0,,,194
523,'17,'17.19,53,Australia and New Zealand,0.5,2017.6666666666667,3.0,1.0,0.0,,,2
524,'17,'17.19,62,Central and Southern Asia,9.5,2016.0,7.0,1.0,0.0,,,14
525,'17,'17.19,202,Sub-Saharan Africa,30.916666666666668,2016.1666666666665,7.0,1.0,0.0,,,48
526,'17,'17.19,419,Latin America and the Caribbean,23.25,2015.8333333333335,6.0,1.0,0.0,,,33
527,'17,'17.19,513,Europe and Northern America,16.583333333333336,2015.8333333333335,7.0,1.0,0.0,,,45
528,'17,'17.19,543,Oceania (excluding Australia and New Zealand),8.166666666666666,2016.5,5.75,1.0,0.0,,,12
529,'17,'17.19,747,Northern Africa and Western Asia,16.5,2016.0833333333335,6.5,1.0,0.0,,,24
530,'17,'17.19,753,Eastern and South-Eastern Asia,9.0,2016.4166666666665,7.0,1.0,0.0,,,16
