goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2002	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	Q1	Quintile 1 (poorest)	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6	PT	Percentage	G	Global						16.19802	22.64373	15.04027	16.76853	16.03325		19.87932			19.87932			[2008-2009]: Encuesta de Hogares de Propositos Multiples // [2010-2012,2014]: Encuesta Nacional de Hogares (ENAHO)	[2008-2009]: Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica // [2010-2012,2014]: Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012, 2014]	2008	2014	6	PT	Percentage	G	Global						21.155	25.33946	19.84133	21.764	21.79102		23.0916			23.0916			[2008-2009]: Encuesta de Hogares de Propositos Multiples // [2010-2012,2014]: Encuesta Nacional de Hogares (ENAHO)	[2008-2009]: Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica // [2010-2012,2014]: Instituto Nacional de Estadistica y Censos - Ente Ejecutor - Costa Rica		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	Q1	Quintile 1 (poorest)	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global						4.7013		8.62459							8.62459			Household Budget Survey	Croatian Bureau of Statistics - CBS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	Total (national average) or no breakdown	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global						4.09476		5.79397							5.79397			Household Budget Survey	Croatian Bureau of Statistics - CBS		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	_T	Total (national average) or no breakdown	[2008, 2010, 2011, 2012]	2008	2012	4	PT	Percentage	G	Global						0.39726		0.24555	0.25992	0.25691					0.25691			Encuesta Nacional de Empleo Desempleo y Subempleo	Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Q1	Quintile 1 (poorest)	[2008, 2010, 2011, 2012]	2008	2012	4	PT	Percentage	G	Global						0.4213		0.34812	0.1984	0.39278					0.39278			Encuesta Nacional de Empleo Desempleo y Subempleo	Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	_T	Total (national average) or no breakdown	[2007, 2008, 2009, 2010, 2011, 2012, 2014]	2007	2014	7	PT	Percentage	G	Global					1.15942	0.62864	0.94514	1.94553	0.83724	1.14059		1.75437			1.75437			[2007-2012]: Encuesta de Hogares de Propositos Multiples // [2014]: Encuesta de Hogares de PropĂłsitos MĂşltiples	DirecciĂłn General de EstadĂ­stica y Censos - Ministerio de EconomĂ­a		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	Q1	Quintile 1 (poorest)	[2007, 2008, 2009, 2010, 2011, 2012, 2014]	2007	2014	7	PT	Percentage	G	Global					0.54815	0.55088	0.65591	1.66451	0.6173	0.98481		2.16508			2.16508			[2007-2012]: Encuesta de Hogares de Propositos Multiples // [2014]: Encuesta de Hogares de PropĂłsitos MĂşltiples	DirecciĂłn General de EstadĂ­stica y Censos - Ministerio de EconomĂ­a		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	_T	Total (national average) or no breakdown	[2002, 2012]	2002	2012	2	PT	Percentage	G	Global	0.12594									4.32677					4.32677			[2002]: Echantillon Maitre & Enquete Preliminaire Sur La Pauvrete // [2012]: Enquete Djiboutienne Aupres des Menages (EDAM 3-IS)	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	Q1	Quintile 1 (poorest)	[2002, 2012]	2002	2012	2	PT	Percentage	G	Global	0.01363									2.195					2.195			[2002]: Echantillon Maitre & Enquete Preliminaire Sur La Pauvrete // [2012]: Enquete Djiboutienne Aupres des Menages (EDAM 3-IS)	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	Total (national average) or no breakdown	[2011]	2011	2011	1	PT	Percentage	G	Global									0.32554						0.32554			Welfare Monitoring Survey	United Nations Children's Fund Social Policy Research Unit of the University of York		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Q1	Quintile 1 (poorest)	[2011]	2011	2011	1	PT	Percentage	G	Global									0.06922						0.06922			Welfare Monitoring Survey	United Nations Children's Fund Social Policy Research Unit of the University of York		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	_T	Total (national average) or no breakdown	[2005, 2012]	2005	2012	2	PT	Percentage	G	Global			1.29932							11.31508					11.31508			[2005]: Living Standards Survey V 2005-2006 // [2012]: Living Standards Survey V 2012-2013	[2005]: Ghana Statistical Service (GSS) // [2012]: Ghana Statistical Service - Government of Ghana		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Q1	Quintile 1 (poorest)	[2005, 2012]	2005	2012	2	PT	Percentage	G	Global			0.38825							11.7595					11.7595			[2005]: Living Standards Survey V 2005-2006 // [2012]: Living Standards Survey V 2012-2013	[2005]: Ghana Statistical Service (GSS) // [2012]: Ghana Statistical Service - Government of Ghana		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	30	Eastern Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global														6.11845	6.11845				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	30	Eastern Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global														10.18902	10.18902				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Q1	Quintile 1 (poorest)	[2015]	2015	2015	1	PT	Percentage	G	Global													3.80956		3.80956			Azerbaijan Monitoring Survey of Social Welfare 2015	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	_T	Total (national average) or no breakdown	[2015]	2015	2015	1	PT	Percentage	G	Global													3.61394		3.61394			Azerbaijan Monitoring Survey of Social Welfare 2015	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	Total (national average) or no breakdown	[2006, 2010, 2011, 2012, 2013]	2006	2013	5	PT	Percentage	G	Global				1.61648				1.33174	1.40268	1.20645	0.49267				0.49267			Encuesta Permanente de Hogares Continua	[2006,2010]: Instituto Nacional de Estadistica y Censos // [2011-2013]: Instituto Nacional de Estadisticas y Censos		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Q1	Quintile 1 (poorest)	[2006, 2010, 2011, 2012, 2013]	2006	2013	5	PT	Percentage	G	Global				1.31861				1.38384	1.19449	0.97062	0.27348				0.27348			Encuesta Permanente de Hogares Continua	[2006,2010]: Instituto Nacional de Estadistica y Censos // [2011-2013]: Instituto Nacional de Estadisticas y Censos		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	_T	Total (national average) or no breakdown	[2014]	2014	2014	1	PT	Percentage	G	Global												3.04166			3.04166			Encuesta Nacional de Condiciones de Vida	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Q1	Quintile 1 (poorest)	[2014]	2014	2014	1	PT	Percentage	G	Global												1.25007			1.25007			Encuesta Nacional de Condiciones de Vida	World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	34	Southern Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global														3.8145	3.8145				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	34	Southern Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global														4.32	4.32				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Q1	Quintile 1 (poorest)	[2008, 2010, 2011]	2008	2011	3	PT	Percentage	G	Global						0.01919		1.31517	2.67641						2.67641			Encuesta Permanente de Hogares de Propositos Multiples	Instituto Nacional de Estadistica		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	Total (national average) or no breakdown	[2008, 2010, 2011]	2008	2011	3	PT	Percentage	G	Global						0.08163		0.88932	1.89924						1.89924			Encuesta Permanente de Hogares de Propositos Multiples	Instituto Nacional de Estadistica		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Q1	Quintile 1 (poorest)	[2007]	2007	2007	1	PT	Percentage	G	Global					20.65943										20.65943			Household Budget Survey	Hungarian Central Statistical Office		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Total (national average) or no breakdown	[2007]	2007	2007	1	PT	Percentage	G	Global					9.86803										9.86803			Household Budget Survey	Hungarian Central Statistical Office		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	35	South-Eastern Asia	3	142	Asia	Region						_T	Total (national average) or no breakdown	[2016]	2016	2016	1	PT	Percentage	G	Global														5.68688	5.68688				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	35	South-Eastern Asia	3	142	Asia	Region						Q1	Quintile 1 (poorest)	[2016]	2016	2016	1	PT	Percentage	G	Global														8.46075	8.46075				World Development Indicators database, World Bank		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	_T	Total (national average) or no breakdown	[2004, 2009]	2004	2009	2	PT	Percentage	G	Global		3.55752					4.43938								4.43938			[2004]: National Sample Survey 2004-2005 (61st round) - Schedule 10 - Employment and Unemployment // [2009]: National Sample Survey 2009-2010 (66th round) - Schedule 10 - Employment and Unemployment	[2004]: National Sample Survey Organization (NSSO) - Government of India, MOSPi // [2009]: National Sample Survey Organization - Government of India		CA: Country adjusted data
1	Goal 1	End poverty in all its forms everywhere	1.3	Implement nationally appropriate social protection systems and measures for all, including floors, and by 2030 achieve substantial coverage of the poor and the vulnerable	C010301	1.3.1	II	ILO	Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable	2019.Q4.G.01	['poverty', 'standard of living', 'basic needs', 'social welfare']	SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Q1	Quintile 1 (poorest)	[2004, 2009]	2004	2009	2	PT	Percentage	G	Global		1.50049					1.96246								1.96246			[2004]: National Sample Survey 2004-2005 (61st round) - Schedule 10 - Employment and Unemployment // [2009]: National Sample Survey 2009-2010 (66th round) - Schedule 10 - Employment and Unemployment	[2004]: National Sample Survey Organization (NSSO) - Government of India, MOSPi // [2009]: National Sample Survey Organization - Government of India		CA: Country adjusted data
