goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.0,0.0,0.0,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,368,Iraq,4,145,Western Asia,Country,43.76606267,33.05013795,IRQ,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.85,,0.85,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.425,0.425,0.4,,,0.4,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.4,,0.4,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,392,Japan,4,30,Eastern Asia,Country,139.2716103,36.6554539,JPN,1,1,"[2015, 2016, 2017, 2018, 2019]",2015,2019,5,IX,Index,G,Global,0.8,0.95,1.0,1.0,0.0,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,398,Kazakhstan,4,143,Central Asia,Country,66.65359159,48.01963494,KAZ,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.875,0.85,,0.85,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,4,Afghanistan,4,34,Southern Asia,Country,66.02688198,33.83160199,AFG,1,1,"[2017, 2018, 2019]",2017,2019,3,IX,Index,G,Global,,,0.25,0.3,0.725,0.725,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.55,,0.55,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,400,Jordan,4,145,Western Asia,Country,37.13024774,30.65365973,JOR,1,1,"[2016, 2017, 2018, 2019]",2016,2019,4,IX,Index,G,Global,,0.0,0.0,0.0,0.875,0.875,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.95,0.95,0.95,,,0.95,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,414,Kuwait,4,145,Western Asia,Country,47.49305029,29.53949468,KWT,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.5,0.5,0.5,,,0.5,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.525,0.625,0.825,0.925,,0.925,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,"[2016, 2017, 2018]",2016,2018,3,IX,Index,G,Global,,0.0,0.0,0.225,,0.225,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,454,Malawi,5,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.85,0.825,0.825,0.85,,0.85,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.15,0.2,0.25,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.0,,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.9,0.9,0.9,0.925,,0.925,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,492,Monaco,4,155,Western Europe,Country,7.424214814,43.73532918,MCO,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.6,0.6,,0.6,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.0,0.0,1.0,,,1.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,"[2016, 2017, 2018, 2019]",2016,2019,4,IX,Index,G,Global,,0.0,0.0,0.775,0.0,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.6,,0.6,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.675,,,0.675,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,1.0,,,1.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,516,Namibia,5,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,"[2015, 2016, 2017]",2015,2017,3,IX,Index,G,Global,0.25,0.5,1.0,,,1.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,52,Barbados,5,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.975,,0.975,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,524,Nepal,4,34,Southern Asia,Country,83.94678863,28.25866332,NPL,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.05,0.05,0.05,0.375,,0.375,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,528,Netherlands,4,155,Western Europe,Country,5.331480568,51.86728884,NLD,1,1,"[2017, 2018]",2017,2018,2,IX,Index,G,Global,,,0.9,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,548,Vanuatu,4,54,Melanesia,Country,167.0679779,-15.34445547,VUT,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.0,,0.0,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,554,New Zealand,4,53,Australia and New Zealand,Country,170.4755673,-43.98721568,NZL,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.875,0.875,0.875,0.875,,0.875,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,562,Niger,5,11,Western Africa,Country,9.400167877,17.42143036,NER,1,1,"[2015, 2016, 2017, 2018]",2015,2018,4,IX,Index,G,Global,0.25,0.25,0.25,0.325,,0.325,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,578,Norway,4,154,Northern Europe,Country,11.47846389,61.34311134,NOR,1,1,[2017],2017,2017,1,IX,Index,G,Global,,,0.975,,,0.975,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
1,Goal 1,End poverty in all its forms everywhere,1.5,"By 2030, build the resilience of the poor and those in vulnerable situations and reduce their exposure and vulnerability to climate-related extreme events and other economic, social and environmental shocks and disasters",C200304,1.5.3,I,UNDRR,Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030,2019.Q4.G.01,"['means of implementation', 'disaster prevention', 'preparedness and relief', 'laws and regulations']",SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,586,Pakistan,4,34,Southern Asia,Country,68.80479684,29.36491634,PAK,1,1,[2018],2018,2018,1,IX,Index,G,Global,,,,0.425,,0.425,,,Some of the data has not followed an official validation process and may be subject to revision at a later date.,Sendai Framework Monitoring System as provided by designated national focal points (2019),,C: Country data
