goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_1991,lowerbound_1991,upperbound_1991,value_2000,lowerbound_2000,upperbound_2000,value_2001,lowerbound_2001,upperbound_2001,value_2002,lowerbound_2002,upperbound_2002,value_2003,lowerbound_2003,upperbound_2003,value_2004,lowerbound_2004,upperbound_2004,value_2005,lowerbound_2005,upperbound_2005,value_2006,lowerbound_2006,upperbound_2006,value_2007,lowerbound_2007,upperbound_2007,value_2008,lowerbound_2008,upperbound_2008,value_2009,lowerbound_2009,upperbound_2009,value_2010,lowerbound_2010,upperbound_2010,value_2011,lowerbound_2011,upperbound_2011,value_2012,lowerbound_2012,upperbound_2012,value_2013,lowerbound_2013,upperbound_2013,value_2014,lowerbound_2014,upperbound_2014,value_2015,lowerbound_2015,upperbound_2015,value_2016,lowerbound_2016,upperbound_2016,value_2017,lowerbound_2017,upperbound_2017,value_2018,lowerbound_2018,upperbound_2018,latest_value,basePeriod,valueDetails,lowerBoundDetails,upperBoundDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,Y0T4,under 5 years old,"[2015, 2016]",2015,2016,2,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,11.5,,,,,,,,,11.5,,,,,,"[2015]: National Health and Morbidity Survey 2015 (NHMS 2015). Vol. II: Non-Communicable Diseases, Risk Factors & Other Health Problems. Kuala Lumpur, Malaysia: IPH, 2015. // [2016]: National Health and Morbidity Survey 2015 (NHMS 2016)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,Y0T4,under 5 years old,"[2001, 2009]",2001,2009,2,PT,% of children aged 0-59 months,G,Global,,,,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78,,,,,,"[2001]: Multiple indicator cluster survey (MICS 2) Maldives (draft). Ministry of Health. Male, Republic of Maldives, 2001 (and additional analysis). // [2009]: Maldives demographic and health survey 2009. Demographic and Health Surveys. Calverton, Maryland: MOHF and ICF Macro, 2010 (and additional analysis).",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),466,Mali,5,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,Y0T4,under 5 years old,"[2001, 2006, 2010, 2015]",2001,2015,4,PT,% of children aged 0-59 months,G,Global,,,,,,,12.58,,,,,,,,,,,,,,,15.45,,,,,,,,,,,,9.05,,,,,,,,,,,,,,,13.49,,,,,,,,,,,,13.49,,,,,,"[2001]: Enquęte démographique et de santé au Mali 2001. Demographic and Health Surveys. Calverton, Maryland, USA: CPS/MS, DNSI et ORC Macro, 2002 (and additional analysis). // [2006]: de l'Économie, de l'Industrie et du Commerce (DNSI/MEIC) et Macro International Inc. Enquęte démographique et de santé du Mali 2006. DHS. Calverton, Maryland, USA: CPS/DNSI et Macro International Inc., 2007 (and additional analysis). // [2010]: Enquęte par Grappes ŕ Indicateurs Multiples 2009 - 2010, Rapport final, Bamako Mali, 2011 (and additional analysis) // [2015]: Enquęte par Grappes ŕ Indicateurs Multiples au Mali (MICS-Mali), 2015, Résultats clés. Bamako, Mali, INSTAT (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),478,Mauritania,5,11,Western Africa,Country,-10.33187259,20.26089546,MRT,1,1,Y0T4,under 5 years old,"[2000, 2007, 2008, 2011, 2012, 2015]",2000,2015,6,PT,% of children aged 0-59 months,G,Global,,,,15.28,,,,,,,,,,,,,,,,,,,,,13.61,,,8.1,,,,,,,,,18.11,,,11.6,,,,,,,,,14.83,,,,,,,,,,,,14.83,,,,,,"[2000]: Enquęte démographique et de santé Mauritanie 2000-2001. Demographic and Health Surveys. Calverton, Maryland, USA: ONS et ORC Macro, 2001 (and additional analysis). // [2007]: Mauritanie, enquęte par grappes ŕ indicateurs multiples 2007. Nouakchott, Mauritania: ONS and UNICEF, 2008 (and additional analysis). // [2008]: Enquęte rapide nationale sur la nutrition et survie de l'enfant en Mauritanie: Rapport final. Nouakchott, Mauritanie: ANED, ONS et UNICEF, 2008 (and additional analysis). // [2011]: Suivi de la situation des femmes et des enfants. Enquęte par grappes ŕ indicateurs multiples (MICS) 2011: Rapport final. Nouakchott, Mauritanie: ONS, 2012 (and additional analysis) // [2012]: Enquęte nutritionnelle nationale utilisant la méthodologie SMART: Résultats préliminaires. Nouakchott, Mauritanie, Juillet 2012 (and additional analysis). // [2015]: Mauritanie Enquęte par Grappes ŕ Indicateurs Multiples (MICS) 2015 - Rapport Final, Mars 2017 (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,Y0T4,under 5 years old,"[2006, 2012, 2015, 2016]",2006,2016,4,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,1.03,,,1.99,,,,,,,,,1.99,,,,,,"[2006]: Encuesta nacional de salud y nutrición 2006. Cuernavaca, México: Instituto Nacional de Salud Pública, 2006 (and additional analysis). // [2012]: Encuesta nacional de salud y nutrición 2012. Resultados nacionales. Cuernavaca, México: Instituto Nacional de Salud Pública, 2012 (and additional analysis). // [2015]: Encuesta Nacional de Nińos, Nińas y Mujeres 2015 - Encuesta de Indicadores Múltiples por Conglomerados 2015, Informe Final. Ciudad de México, México: Instituto Nacional de Salud Pública y UNICEF México (and additional analysis) // [2016]: Encuesta nacional de salud y nutrición 2016. Cuernavaca, México: Instituto Nacional de Salud Pública, 2016 (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,Y0T4,under 5 years old,"[2000, 2004, 2005, 2010, 2013, 2016]",2000,2016,6,PT,% of children aged 0-59 months,G,Global,,,,7.1,,,,,,,,,,,,0.6,,,2.71,,,,,,,,,,,,,,,1.86,,,,,,,,,0.99,,,,,,,,,1.27,,,,,,,,,1.27,,,,,,"[2000]: Mongolia child and development survey - 2000 (MICS-2): National report 2001. Ulaanbaatar, Mongolia: National Statistics Office, 2001 (and additional analysis). // [2004]: Nutritional status of Mongolian children and women: 3rd National nutrition survey report. Ulaanbaatar, Mongolia, 2006. // [2005]: Mongolia ""Child and Development 2005"" survey (MICS-3), final report. Ulaanbaatar, Mongolia, 2007 (and additional analysis). // [2010]: Population nutrition status. Fourth national survey report. Ulaanbaatar, Mongolia: NTC, 2013 (and additional analysis). // [2013]: Social indicator sample survey 2013 (MICS). Final Report.Ulaanbaatar, Mongolia: National Statistical Office, 2014. // [2016]: Nutrition Status of the Population of Mongolia: Fifth National Nutrition Survey Report, Ulanbaatar, Mongolia 2017 (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,Y0T4,under 5 years old,"[2005, 2012]",2005,2012,2,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,1.91,,,,,,"[2005]: Moldova demographic and health survey 2005. Demographic and Health Surveys. Calverton, Maryland: NCPM of the Ministry of Health and Social Protection and ORC Macro, 2006 (and additional analysis). // [2012]: 2012 Republic of Moldova multiple indicator cluster survey. Final report (MICS4). Chisinau, Republic of Moldova, 2014 (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,Y0T4,under 5 years old,"[2005, 2013]",2005,2013,2,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,2.8,,,,,,"[2005]: Montenegro multiple indicator cluster survey 2005, Final report. Podgorica, Montenegro: MONSTAT, SMMRI and UNICEF, 2006. (and additional analysis). // [2013]: 2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Final Report. Podgorica, Montenegro: MONSTAT and UNICEF, 2014 (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),50,Bangladesh,4,34,Southern Asia,Country,89.17660788,22.86961622,BGD,1,1,Y0T4,under 5 years old,"[1991, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2011, 2012, 2014]",1991,2014,12,PT,% of children aged 0-59 months,G,Global,15.2,,,12.47,,,12.7,,,12.4,,,12.5,,,14.64,,,11.8,,,11.9,,,17.48,,,,,,,,,,,,15.68,,,10.72,,,,,,14.38,,,,,,,,,,,,,,,14.38,,,,,"[1991,2001-2003,2005-2006]: Adjusted NR to NA; nutritional surveillance","[1991]: Nutritional Surveillance Project 1991: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008. // [2000]: Bangladesh demographic and health survey 1999-2000 (DHS). Dhaka, Bangladesh and Calverton, Maryland: National Institute of Population Research and Training, Mitra and Associates, and ORC Macro, 2001 (and additional analysis). // [2001]: Nutritional Surveillance Project 2001: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008. // [2002]: Nutritional Surveillance Project 2002: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008. // [2003]: Nutritional Surveillance Project 2003: data on rural national (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008. // [2004]: Bangladesh demographic and health survey 2004. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland [USA]: NIPORT, Mitra and Associates, and ORC Macro, 2005 (and additional analysis). // [2005]: Nutritional Surveillance Project 2005: Rural data (using the WHO Child Growth Standards). Unpublished estimates. Dhakar, Bangladesh: HKI and Institute of Public Health Nutrition, 2007. // [2006]: Nutritional Surveillance Project 2006: data on rural national data (using the WHO Child Growth Standards). Unpublished estimates. Dhaka, Bangladesh: HKI and Institute of Public Health Nutrition, 2008 (and additional analysis). // [2007]: Bangladesh demographic and health survey 2007. DHS. Dhaka, Bangladesh and Calverton, Maryland, USA: National Institute of Population Research and Training, Mitra and Associates, and Macro International, 2009 (and additional analysis). // [2011]: Bangladesh demographic and health survey 2011. Demographic and Health Surveys. Dhaka, Bangladesh and Calverton, Maryland, USA: NIPORT, Mitra and Associates, and ICF International, 2013 (and additional analysis). // [2012]: Bangladesh 2012-13 multiple indicator cluster survey. Final Report. Dhaka, Bangladesh: Bangladesh Bureau of Statistics and UNICEF Bangladesh, 2014 (and additional analysis) // [2014]: Bangladesh Demographic and Health Survey 2014. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT, Mitra and Associates, and ICF International. 2016 (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),504,Morocco,4,15,Northern Africa,Country,-6.281942841,31.8440131,MAR,1,1,Y0T4,under 5 years old,"[2003, 2011]",2003,2011,2,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,10.77,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,"[2003]: Enquęte dur la population et la santé familiale (EPSF) 2003-2004. Demographic and Health Surveys. Calverton, Maryland, USA: Ministčre de la Santé et ORC Macro, 2005 (and additional analysis). // [2011]: Enquęte nationale sur la population et la santé familiale (ENPSF) 2010-2011. Rapport préliminaire. Rabat, Royaume de Maroc: Ministčre de la Santé, 2012 (and additional analysis).",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),508,Mozambique,5,14,Eastern Africa,Country,38.18479941,-14.27963886,MOZ,1,1,Y0T4,under 5 years old,"[2001, 2003, 2008, 2011]",2001,2011,4,PT,% of children aged 0-59 months,G,Global,,,,,,,8.08,,,,,,5.42,,,,,,,,,,,,,,,4.19,,,,,,,,,6.15,,,,,,,,,,,,,,,,,,,,,,,,6.15,,,,,,"[2001]: Questionario de indicadores basicos de bem-estar (QUIBB): Relatorio final. Maputo, Moçambique: Instituto Nacional de Estadisticas, 2001 (and additional analysis). // [2003]: Moçambique inquérito demográfico e de saúde 2003. Demographic and Health Surveys. Calverton, Maryland, USA: Instituto Nacional de Estatística, Ministério da Saúde and ORC Macro, 2005 (and additional analysis). // [2008]: Mozambique multiple indicator cluster survey 2008 (MICS). Maputo, Mozambique: INE, 2009 (and additional analysis). // [2011]: Moçambique inquérito demográfico e de Saúde 2011. Demographic and Health Surveys. Calverton, Maryland, USA: MISAU, INE e ICFI, 2013 (and additional analysis).",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),51,Armenia,4,145,Western Asia,Country,44.93839317,40.29499741,ARM,1,1,Y0T4,under 5 years old,"[2000, 2005, 2010, 2016]",2000,2016,4,PT,% of children aged 0-59 months,G,Global,,,,2.53,,,,,,,,,,,,,,,5.36,,,,,,,,,,,,,,,4.13,,,,,,,,,,,,,,,,,,4.45,,,,,,,,,4.45,,,,,,"[2000]: Armenia demographic and health survey 2000. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ORC Macro, 2001 (and additional analysis). // [2005]: Armenia demographic and health survey 2005. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ORC Macro, 2006 (and additional analysis). // [2010]: Armenia demographic and health survey 2010. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ICF International, 2012 (and additional analysis). // [2016]: Armenia Demographic and Health Survey 2015-16. Rockville, Maryland, USA: National Statistical Service, Ministry of Health, and ICF (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),512,Oman,4,145,Western Asia,Country,57.87743482,21.98805614,OMN,1,1,Y0T4,under 5 years old,"[2009, 2014]",2009,2014,2,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,7.5,,,,,,"[2009]: Second national PEM survey 2009. Ministry of Health. Muscat, Oman, 2011. // [2014]: Multiple Indicator Cluster Survey 2014, Key Findings. Muscat, Oman, 2016.",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),516,Namibia,5,18,Southern Africa,Country,17.21907885,-22.13817068,NAM,1,1,Y0T4,under 5 years old,"[2000, 2007, 2013]",2000,2013,3,PT,% of children aged 0-59 months,G,Global,,,,10.04,,,,,,,,,,,,,,,,,,,,,7.56,,,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,,,7.14,,,,,,"[2000]: Namibia demographic and health survey 2000 (Demographic and Health Surveys). Windhoek, Namibia: MOHSS, 2003 (and additional analysis). // [2007]: Namibia demographic and health survey 2006-07. Demographic and Health Surveys. Windhoek, Namibia and Calverton, Maryland, USA: MoHSS and Macro International Inc., 2008 (and additional analysis). // [2013]: The Namibia demographic and health survey 2013. Demographic and Health Surveys. Windhoek, Namibia, and Rockville, Maryland, USA: MoHSS and ICF International, 2014 (and additional analysis).",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),52,Barbados,5,29,Caribbean,Country,-59.5346489,13.13648273,BRB,1,1,Y0T4,under 5 years old,[2012],2012,2012,1,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77,,,,,,,,,,,,,,,,,,,,,6.77,,,,,,"Barbados multiple indicator cluster survey 2012: Final report (MICS4). Bridgetown, Barbados: BSS, 2014 (and additional analysis)",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),520,Nauru,4,57,Micronesia,Country,166.92313,-0.528742623,NRU,1,1,Y0T4,under 5 years old,[2007],2007,2007,1,PT,% of children aged 0-59 months,G,Global,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,"Nauru 2007 demographic and health survey. Demographic and Health Surveys. Auckland, New Zealand: NBS, SPC and Macro, 2009 ( http://www.spc.int/prism/country/nr/stats/Publication/DHS/dhs.htm, accessed 10/05/11).",,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons",C020202,2.2.2,I,"UNICEF, WHO","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)",2019.Q4.G.01,"['hunger', 'malnutrition', 'food shortage', 'child nutrition', 'child health', 'health', 'child development', 'children']",SH_STA_WASTE,Proportion of children moderately or severely wasted (%),524,Nepal,4,34,Southern Asia,Country,83.94678863,28.25866332,NPL,1,1,Y0T4,under 5 years old,"[2001, 2006, 2011, 2014, 2016]",2001,2016,5,PT,% of children aged 0-59 months,G,Global,,,,,,,11.32,,,,,,,,,,,,,,,12.69,,,,,,,,,,,,,,,11.16,,,,,,,,,11.26,,,,,,9.64,,,,,,,,,9.64,,,,,,"[2001]: Nepal demographic and health survey 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Family Health Division, Ministry of Health; New ERA; and ORC Macro, 2002 (and additional analysis). // [2006]: Nepal demographic and health survey 2006. Demographic and Health Surveys. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and Macro International Inc., 2007 (and additional analysis). // [2011]: Nepal demographic and health survey 2011. Demographic and Health Surveys. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and ICF International, Calverton, Maryland 2012 (and additional analysis). // [2014]: Nepal Multiple Indicator Cluster Survey 2014: Final Report (and additional analysis) // [2016]: Nepal Demographic and Health Survey 2016. Kathmandu, Nepal: Ministry of Health, Nepal. 2017 (and additional analysis)",,CA: Country adjusted data
