goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2004	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	_T	Both sexes	[2013]	2013	2013	1	PT	Percentage	G	Global									1.0					1.0			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	F	Female	[2013]	2013	2013	1	PT	Percentage	G	Global									2.1					2.1			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	M	Male	[2013]	2013	2013	1	PT	Percentage	G	Global									0.0					0.0			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	_T	Both sexes	[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global									0.55	0.6	0.56	0.7	0.91	0.91			Includes physical and non-physical sexual assault, includes sexual harassment, touching, exhibitionism, attempted rape and rape.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1	_T	Both sexes	[2009]	2009	2009	1	PT	Percentage	G	Global					1.0									1.0			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	M	Male	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2006	2014	9	PT	Percentage	G	Global		0.2	0.2	0.5	0.5	0.5	0.4	0.1	0.1	0.1				0.1			Percentage of individuals aged >=15 years; Includes attack, assault or threats with sexual intention. Break in series due to change in methodology	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	_T	Both sexes	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11	PT	Percentage	G	Global		0.9	1.1	1.5	1.5	1.5	1.4	0.1	0.1	0.1	0.1	0.1		0.1			Percentage of individuals aged >=15 years; Includes attack, assault or threats with sexual intention. Break in series due to change in methodology	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	F	Female	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	PT	Percentage	G	Global		1.6	1.9	2.4	2.4	2.4	2.3	0.1	0.1	0.2	0.2			0.2			Percentage of individuals aged >=15 years; Includes attack, assault or threats with sexual intention. Break in series due to change in methodology	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	F	Female	[2006, 2009, 2014]	2006	2014	3	PT	Percentage	G	Global		4.0			4.2					2.9				2.9			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	M	Male	[2006, 2009, 2014]	2006	2014	3	PT	Percentage	G	Global		2.0			1.3					1.1				1.1			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	_T	Both sexes	[2006, 2009, 2014]	2006	2014	3	PT	Percentage	G	Global		3.0			2.8					2.1				2.1			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	F	Female	[2006, 2009]	2006	2009	2	PT	Percentage	G	Global		0.84			1.11									1.11			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	_T	Both sexes	[2006, 2009]	2006	2009	2	PT	Percentage	G	Global		0.9			1.19									1.19			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	M	Male	[2006, 2009]	2006	2009	2	PT	Percentage	G	Global		0.06			0.08									0.08			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	F	Female	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global				1.3		0.9								0.9			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	M	Male	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global				0.2		0.3								0.3			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	_T	Both sexes	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global				0.7		0.6								0.6			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	PT	Percentage	G	Global						0.4	0.48	0.5	0.57	0.43	0.64	0.64	0.7	0.7			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global								0.1						0.1			"Reference period is ""last five years"", but can have an annualized estimate. Respondents of the survey are individuals who are fifteen (15) years old and above."	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	F	Female	[2013]	2013	2013	1	PT	Percentage	G	Global									0.14					0.14			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	M	Male	[2013]	2013	2013	1	PT	Percentage	G	Global									0.02					0.02			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	_T	Both sexes	[2013, 2014]	2013	2014	2	PT	Percentage	G	Global									0.2	0.1				0.1			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	F	Female	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12	PT	Percentage	G	Global		1.6	1.3	1.1	1.4	1.4	1.2	1.1	1.4	2.4	1.8	3.0	4.1	4.1			The definiton of Sexual Assault is molesting, harrasing or forcing an individual into comitting sexual action/s. The respondents are requested to inlclude more serious incidents as well as less serious incidents. The reporting period is the calendar year prior to the interview. Incidents of rape are included.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	_T	Both sexes	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12	PT	Percentage	G	Global		0.9	0.8	0.7	0.8	0.9	0.7	0.7	0.8	1.3	1.0	1.7	2.4	2.4			The definiton of Sexual Assault is molesting, harrasing or forcing an individual into comitting sexual action/s. The respondents are requested to inlclude more serious incidents as well as less serious incidents. The reporting period is the calendar year prior to the interview. Incidents of rape are included.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	M	Male	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12	PT	Percentage	G	Global		0.3	0.3	0.3	0.2	0.4	0.3	0.3	0.3	0.2	0.3	0.4	0.6	0.6			The definiton of Sexual Assault is molesting, harrasing or forcing an individual into comitting sexual action/s. The respondents are requested to inlclude more serious incidents as well as less serious incidents. The reporting period is the calendar year prior to the interview. Incidents of rape are included.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1	_T	Both sexes	[2009, 2010, 2011, 2013, 2014, 2015]	2009	2015	6	PT	Percentage	G	Global					0.9	1.2	0.8		1.1	1.5	1.0			1.0			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1	F	Female	[2007]	2007	2007	1	PT	Percentage	G	Global			3.6											3.6			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global											0.6			0.6			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country						_T	Both sexes	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11	PT	Percentage	G	Global		2.9	2.56	2.2	2.1	2.32	2.41	1.91	1.47	1.71	1.96	2.0		2.0			From self-complete module of the survey. Defined as rape or assault by penetration including attempts (serious), indecent exposure or unwanted touching (e.g. touching, grabbing, kissing or fondling) (less serious) carried out by any person.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country						M	Male	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	PT	Percentage	G	Global		0.6	0.4	0.5	0.8	0.8	0.6	0.81	0.71	0.69	0.68			0.68			From self-complete module of the survey. Defined as rape or assault by penetration including attempts (serious), indecent exposure or unwanted touching (e.g. touching, grabbing, kissing or fondling) (less serious) carried out by any person.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	827	United Kingdom (England and Wales)	4	154	Northern Europe	Country						F	Female	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	PT	Percentage	G	Global		3.1	3.0	3.7	3.4	3.82	4.19	3.02	2.23	2.71	3.23			3.23			From self-complete module of the survey. Defined as rape or assault by penetration including attempts (serious), indecent exposure or unwanted touching (e.g. touching, grabbing, kissing or fondling) (less serious) carried out by any person.	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160103	16.1.3	II	UNODC	Proportion of population subjected to (a) physical violence, (b) psychological violence and (c) sexual violence in the previous 12 months	2019.Q4.G.01	['advancement of women', 'gender equality', 'violence', 'sex crimes', 'women']	VC_VOV_SEXL	Proportion of population subjected to sexual violence in the previous 12 months, by sex (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1	F	Female	[2008, 2009, 2010, 2011, 2012, 2013]	2008	2013	6	PT	Percentage	G	Global				0.1	0.1	0.1	0.1	0.1	0.1					0.1			12 months prevalence based on number of incidents in last 6 months over successive interviews during calendar year. Persons age 12 or older. 2016 data not comparable	United Nations Office on Drugs and Crime (UNODC)		_X: Data nature not available
