goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2007	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	F	Female	[2011]	2011	2011	1	PT	Percentage	G	Global		24.4						24.4				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	Both sexes	[2011]	2011	2011	1	PT	Percentage	G	Global		24.4						24.4				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global						52.94086		52.94086				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global						52.54323		52.54323				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global						52.16545		52.16545				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	22.2	37.3					44.0	44.0				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	22.2	34.0					39.1	39.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	22.2	35.6					41.5	41.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	41.9	48.2					59.9	59.9				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	44.0	48.7					61.1	61.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	39.9	47.6					58.8	58.8				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			45.39873					45.39873				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			53.95168					53.95168				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			49.71577					49.71577				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	39.0	37.3					51.9	51.9				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	25.9	26.9					42.7	42.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	32.7	32.3					47.5	47.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	38.7	33.1					31.9	31.9				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	28.7	23.4					23.5	23.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	33.9	28.5					27.9	27.9				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	M	Male	[2011, 2016]	2011	2016	2	PT	Percentage	G	Global		71.6					48.1	48.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	_T	Both sexes	[2011, 2016]	2011	2016	2	PT	Percentage	G	Global		70.1					48.1	48.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	F	Female	[2011, 2016]	2011	2016	2	PT	Percentage	G	Global		68.5					48.1	48.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	33.7	35.9					36.3	36.3				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	34.6	37.7					36.7	36.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	32.8	34.1					35.7	35.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	47.5	62.8					64.7	64.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	41.6	55.8					63.5	63.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	44.6	59.3					64.1	64.1				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global						67.22365		67.22365				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global						67.6534		67.6534				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global						66.8339		66.8339				Programme for the International Assessment of Adult Competencies (PIAAC)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	41.2	38.6					44.2	44.2				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	39.8	36.9					46.2	46.2				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	40.5	37.7					45.2	45.2				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	53.3	59.2					59.6	59.6				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	54.6	60.0					60.0	60.0				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	55.9	60.9					60.4	60.4				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	21.3	23.2					25.2	25.2				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	_T	Both sexes	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	21.8	24.2					25.5	25.5				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	22.4	25.2					25.7	25.7				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	M	Male	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	27.0	43.5					47.6	47.6				Adult Education Survey (AES)		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.3	By 2030, ensure equal access for all women and men to affordable and quality technical, vocational and tertiary education, including university	C040301	4.3.1	II	UNESCO-UIS	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex	2019.Q4.G.01	['education', 'youth']	SE_ADT_EDUCTRN	Participation rate in formal and non-formal education and training, by sex (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	F	Female	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global	25.9	45.2					44.7	44.7				Adult Education Survey (AES)		C: Country data
