goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disabilityStatus_code,disabilityStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,F,Female,PD,Persons with disability,"[2012, 2015, 2016]",2012,2016,3,PT,Percentage,G,Global,,,,,,,,29.0,,,12.4,13.3,,13.3,,,[2012]: Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None; // [2015-2016]: Type of difficulties: Activity limitations | Level of difficulties: Level of difficulties not used as a criteria | Minimum duration of disability: No minimum duration | Data reference period: Annual or annual average | Geographical coverage: Total national | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,[2012]: ILOSTAT - HS - European Health and Social Integration Survey // [2015-2016]: ILOSTAT - LFS - Employment Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,M,Male,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,6.7,,,,,,6.7,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,F,Female,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,12.6,,,,,,12.6,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,_T,Both sexes,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,9.4,,,,,,9.4,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,M,Male,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,6.8,,,,,,6.8,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,F,Female,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,12.6,,,,,,12.6,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,M,Male,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,4.1,,,,,,4.1,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,F,Female,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,13.8,,,,,,13.8,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,_T,Both sexes,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,8.5,,,,,,8.5,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,_T,Both sexes,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,9.5,,,,,,9.5,,,Break in series: Methodology revised | Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,F,Female,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,4.0,,,,,,4.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,_T,Both sexes,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,4.0,,,,,,4.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,M,Male,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,16.0,,,,,,16.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,F,Female,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,17.0,,,,,,17.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,_T,Both sexes,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,16.0,,,,,,16.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,M,Male,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,3.0,,,,,,3.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,_T,Both sexes,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,5.0,,,,,,5.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,F,Female,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,6.0,,,,,,6.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,M,Male,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,5.0,,,,,,5.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,M,Male,_T,No breakdown by disability,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,7.0,,,7.0,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,F,Female,_T,No breakdown by disability,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,6.6,,,6.6,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,_T,Both sexes,_T,No breakdown by disability,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,6.8,,,6.8,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,M,Male,PWD,Persons without disability,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,7.1,,,7.1,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,F,Female,PWD,Persons without disability,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,6.6,,,6.6,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,_T,Both sexes,PWD,Persons without disability,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,6.8,,,6.8,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,_T,Both sexes,PD,Persons with disability,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,6.0,,,6.0,,,Repository: ILO-STATISTICS - Short term indicators of the labour market | Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - LFS - Labour force survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,_T,Both sexes,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,43.0,,,,,,43.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,F,Female,PD,Persons with disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,50.0,,,,,,50.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,M,Male,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,20.0,,,,,,20.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,F,Female,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,35.0,,,,,,35.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,_T,Both sexes,_T,No breakdown by disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,26.0,,,,,,26.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,M,Male,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,19.0,,,,,,19.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,I,ILO,"Unemployment rate, by sex, age and persons with disabilities",2019.Q4.G.01,['employment'],SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,F,Female,PWD,Persons without disability,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,33.0,,,,,,33.0,,,Unemployment definition: Self-declared labour status | Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None;,ILOSTAT - HS - European Health and Social Integration Survey,,C: Country data
