goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	223	Eastern Asia (excluding Japan and China)	3	142	Asia	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	1190.5	1190.5	1190.5	1192.0	1192.0	1192.0	1192.0		[2015]: <1190.5 // [2016]: <1192	[2015]: <1190.5 // [2016]: <1192	[2015]: <1190.5 // [2016]: <1192	[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	6.6	6.6	6.6	6.6	6.6	6.6	6.6		<6.6	<6.6	<6.6	[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	125.6	82.6	168.5	125.6	82.6	168.5	125.6					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	940.3	521.6	1358.9	720.6	371.9	1069.3	720.6					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	296.9	247.5	346.2	296.9	247.5	346.2	296.9					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	511.7	472.0	551.4	511.7	472.0	551.4	511.7					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	451.9	380.0	523.8	441.3	371.3	511.3	441.3					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	761.5	430.5	1092.4	659.6	364.0	955.1	659.6					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	2165.3	2024.8	2305.9	2214.3	2070.6	2358.0	2214.3					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	National Entity		CA: Country adjusted data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	30	Eastern Asia	3	142	Asia	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	9856.0	5063.5	14648.5	12842.2	7624.9	18059.5	12842.2					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	286.8	211.3	362.2	344.1	262.3	425.9	344.1					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	2510.3	2008.4	3012.1	2510.3	2008.4	3012.1	2510.3					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	4625.4	4262.7	4988.0	4625.4	4262.7	4988.0	4625.4					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	34	Southern Asia	3	142	Asia	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	215509.4	195173.3	235845.5	201193.1	184341.1	218045.0	201193.1					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	117.9	73.9	161.9	94.8	55.0	134.7	94.8					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	35	South-Eastern Asia	3	142	Asia	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	49318.9	44220.7	54417.1	55892.9	50492.9	61292.8	55892.9					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	5.9	3.1	8.7	5.9	3.1	8.7	5.9					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	641.0	466.8	815.2	782.9	578.6	987.1	782.9					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	171.6	135.4	207.7	128.1	96.1	160.0	128.1					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	652.0	344.1	959.8	600.6	306.0	895.1	600.6					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	39	Southern Europe	3	150	Europe	Region						_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	2557.1	2142.2	2971.9	2658.7	2240.2	3077.2	2658.7					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	639.8	639.8	639.8	638.7	638.7	638.7	638.7		[2015]: <639.8 // [2016]: <638.7	[2015]: <639.8 // [2016]: <638.7	[2015]: <639.8 // [2016]: <638.7	[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	167.6	88.0	247.2	254.7	167.4	341.9	254.7					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	5206.4	4474.7	5938.2	5544.5	4791.8	6297.2	5544.5					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	96.1	62.6	129.7	96.1	62.6	129.7	96.1					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	1347.4	1202.5	1492.4	1309.2	1173.3	1445.1	1309.2					[2015]: The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016. // [2016]: The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	15036.2	13962.1	16110.2	15036.2	13962.1	16110.2	15036.2					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	253.0	253.0	253.0	253.0	253.0	253.0	253.0		<253	<253	<253	[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	National Entity		CA: Country adjusted data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	276.1	211.1	341.2	276.1	211.1	341.2	276.1					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.1	By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round	C020102	2.1.2	II	FAO	Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)	2019.Q4.G.01	['food security', 'food shortage', 'hunger']	AG_PRD_FIESSIN	Total population in severe food insecurity (thousands of people)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1	_T	All age ranges or no breaks by age	[2015, 2016]	2015	2016	2	NUM_TH	Thousands	G	Global	1088.7	1043.3	1134.2	1088.7	1043.3	1134.2	1088.7					[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017.	Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		G: Global monitoring data
