goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	34	Southern Asia	3	142	Asia	Region						_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	14.7	14.7	13.6	13.2	13.1	13.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	1.3	1.4	1.3	1.5	1.5	1.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	3.4	3.6	3.6	4.2	4.4	4.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	2.3	2.5	2.5	2.8	2.9	2.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	15.3	11.8	11.4	10.1	9.6	9.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	51.5	43.1	42.1	31.6	29.7	29.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	32.5	26.7	26.0	20.3	19.1	19.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	35	South-Eastern Asia	3	142	Asia	Region						M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	8.2	7.8	8.1	8.1	8.0	8.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	35	South-Eastern Asia	3	142	Asia	Region						_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	6.1	5.7	5.8	5.8	5.8	5.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	35	South-Eastern Asia	3	142	Asia	Region						F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	4.1	3.6	3.6	3.5	3.5	3.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	6.9	8.5	6.0	5.7	5.6	5.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	25.5	15.9	20.5	22.3	22.3	22.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	16.2	12.2	13.3	14.0	14.0	14.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	16.0	17.1	15.2	14.9	14.7	14.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	18.6	18.1	17.7	18.0	17.8	17.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	17.4	17.6	16.5	16.5	16.3	16.3				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	6.1	6.0	6.3	7.2	7.0	7.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	20.4	18.6	18.6	20.4	19.5	19.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	13.2	12.3	12.5	13.8	13.2	13.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	2.5	2.3	2.2	2.0	2.0	2.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	5.3	5.3	5.1	4.8	4.8	4.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	3.9	3.8	3.6	3.4	3.4	3.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	10.7	10.7	6.6	4.0	4.1	4.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	12.0	13.1	8.7	5.0	5.0	5.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	9.3	8.2	4.4	3.0	3.1	3.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	1.9	1.9	2.2	2.6	2.6	2.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	3.4	3.1	3.3	3.5	3.4	3.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	2.7	2.5	2.8	3.1	3.0	3.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	4.8	4.9	5.6	4.5	4.6	4.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	20.2	18.8	18.5	18.5	18.5	18.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	12.4	11.9	12.0	11.5	11.5	11.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	3.3	4.2	2.7	2.4	2.7	2.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	11.8	11.0	12.0	7.6	8.1	8.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	7.5	7.6	7.3	5.0	5.4	5.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	4.1	3.9	3.8	4.5	4.5	4.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	11.7	10.3	11.4	11.8	12.1	12.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030402	3.4.2	I	WHO	Suicide mortality rate	2019.Q4.G.01	['health', 'suicide', 'mortality', 'death', 'mental health']	SH_STA_SCIDE	Suicide mortality rate, by sex (deaths per 100,000 population)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PER_100000_POP	Per 100,000 population	G	Global	7.8	7.0	7.5	8.0	8.2	8.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
