series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	cities_code	cities_desc	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	32	Argentina	2010.0	96.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BUENOSAIRES	Buenos Aires				5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	32	Argentina	2015.0	82.25					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BUENOSAIRES	Buenos Aires				5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	324	Guinea	2007.0	56.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CONAKRY	Conakry				5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	328	Guyana	2008.0	73.35971					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GEORGETOWN	Georgetown				5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	2001.0	45.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	LESCAYES	Les Cayes				5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	2001.0	22.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PETIONVILLE	Petion Ville				5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	2001.0	45.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SAINTMARC	Saint Marc				5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	2001.0	22.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PORT-AU-PRINCE	Port-au-Prince				5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	340	Honduras	2012.0	74.64294					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	TEGUCIGALPA	Tegucigalpa				5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	344	China, Hong Kong Special Administrative Region	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	N	Non-relevant	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available				4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	348	Hungary	2015.0	50.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BUDAPEST	Budapest				4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	2011.0	75.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	DELHI	"Delhi
"				4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	2012.0	75.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BANGALORE	"Bangalore
"				4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	2012.0	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	WARANGAL	"Warangal
"				4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	2012.0	93.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SURAT	"Surat
"				4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	98.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	SYDNEY	Sydney				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	99.1					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PERTH	Perth				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	97.8					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MELBOURNE	Melbourne				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	HOBART	Hobart				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GOLDCOAST	Gold Coast				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	99.1					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	DARWIN	Darwin				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	99.3					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CANBERRA	Canberra				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	98.2					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BRISBANE	Brisbane				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	2015.0	98.1					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ADELAIDE	Adelaide				4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	360	Indonesia	2012.0	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	JAKARTA	Jakarta				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	360	Indonesia	2015.0	72.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	JAKARTA	Jakarta				4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	368	Iraq	2012.0	51.8					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BAGHDAD	Baghdad				4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	372	Ireland	2015.0	88.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	DUBLIN	Dublin				4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	380	Italy	2015.0	94.55861					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MILAN	Milan				4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	384	Côte d'Ivoire	2003.0	41.2					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ABIDJAN	Abidjan				5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	392	Japan	2015.0	96.05329					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	TOKYO	Tokyo				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	392	Japan	2015.0	96.05329					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	OSAKA	Osaka				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	40	Austria	2015.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	VIENNA	Vienna				4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	404	Kenya	2012.0	52.0					United Nations Human Settlements Programme (UN-Habitat)		C	Country data	PT	Percentage	G	Global	NAIROBI	Nairobi				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	404	Kenya	2015.0	32.5					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	NAIROBI	Nairobi				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	412	Kosovo	2018.0	71.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	N	Non-relevant	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available				4	151	Eastern Europe	Country					
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	414	Kuwait	2012.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	KUWAIT	Kuwait				4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	417	Kyrgyzstan	2010.0	83.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BISHEKEK	"Bishekek
"				4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	419	Latin America and the Caribbean	2017.0	80.4					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	_X	Data nature not available	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available				3	19	Americas	Region					
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	426	Lesotho	2006.0	20.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MASERU	Maseru				5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	430	Liberia	2012.0	37.0					United Nations Human Settlements Programme (UN-Habitat)		C	Country data	PT	Percentage	G	Global	MONROVIA	Monrovia				5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	430	Liberia	2015.0	10.8					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MONROVIA	Monrovia				5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	446	China, Macao Special Administrative Region	2009.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	N	Non-relevant	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available				4	30	Eastern Asia	Country	113.5665388	22.1237259	MAC	0	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	450	Madagascar	2007.0	17.71					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ANTANANARIVO	Antananarivo				5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	462	Maldives	2012.0	38.2					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	MALDIVES	Maldives				4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	466	Mali	2010.0	38.1					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BAMAKO	Bamako				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	466	Mali	2012.0	57.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	BAMAKO	Bamako				5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	478	Mauritania	2005.0	31.6					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	NOUAKCHOTT	Nouakchott				5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	48	Bahrain	2008.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	N	Non-relevant	PT	Percentage	G	Global	NOCITI	All areas or breakdown by cities not available				4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	480	Mauritius	2009.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CUREPIPE	"curepipe
"				5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	480	Mauritius	2012.0	98.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	PORTLOUIS	Port Louis				5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	HUIXQUILUCAN_MEXICO	"Huixquilucan, Mexico
"				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	90.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CORDOBA_VERACRUZ	Cordoba, Veracruz				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	COMITANDEDOMINGUEZ_CHIAPAS	Comitan de Dominguez, Chiapas				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	COLIMA	Colima, Colima				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	80.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	COATZACOALCOS_VERACRUZ	Coatzacoalcos, Veracruz				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CHIHUAHUA_CHIHUAHUA	Chihuahua,  Chihuahua				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	90.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GUADALAJARA_JALISCO	Guadalajara,  Jalisco				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	90.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CUAUTLA_MORELOS	Cuautla, Morelos				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CUAUHTEMOC_CHIHUAHUA	Cuauhtemoc,  Chihuahua				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	ACAPULCO_GUERRERO	Acapulco, Guerrero				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	80.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CHETUMAL_OTHONP_BLANCO_QUINTANAROO	Chetumal, Othon P. Blanco, Quintana Roo				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CHILPANCINGO_GUERRERO	Chilpancingo, Guerrero				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	HIDALGO_MICHOACAN	Hidalgo, Michoacan				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	HERMOSILLO_SONORA	Hermosillo, Sonora				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GUAYMAS_SONORA	Guaymas, Sonora				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GUASAVE_SINALOA	Guasave, Sinaloa				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	90.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GUANAJUATO_GUANAJUATO	Guanajuato, Guanajuato				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	85.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GUADALUPE_ZACATECAS	Guadalupe, Zacatecas				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	100.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	GUADALUPE_NUEVOLEON	Guadalupe, Nuevo Leon				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	484	Mexico	2001.0	95.0					United Nations Human Settlements Programme (UN-Habitat)	Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	C	Country data	PT	Percentage	G	Global	CELAYA_GUANAJUATO	Celaya, Guanajuato				5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1
