series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	lowerbound_2000	upperbound_2000	value_2001	lowerbound_2001	upperbound_2001	value_2002	lowerbound_2002	upperbound_2002	value_2003	lowerbound_2003	upperbound_2003	value_2004	lowerbound_2004	upperbound_2004	value_2005	lowerbound_2005	upperbound_2005	value_2006	lowerbound_2006	upperbound_2006	value_2007	lowerbound_2007	upperbound_2007	value_2008	lowerbound_2008	upperbound_2008	value_2009	lowerbound_2009	upperbound_2009	value_2010	lowerbound_2010	upperbound_2010	value_2011	lowerbound_2011	upperbound_2011	value_2012	lowerbound_2012	upperbound_2012	value_2013	lowerbound_2013	upperbound_2013	value_2014	lowerbound_2014	upperbound_2014	value_2015	lowerbound_2015	upperbound_2015	value_2016	lowerbound_2016	upperbound_2016	value_2017	lowerbound_2017	upperbound_2017	value_2018	lowerbound_2018	upperbound_2018	latest_value	basePeriod	valueDetails	lowerBoundDetails	upperBoundDetails	footnotes	sources	timeDetails	nature
SH_STA_STUNTN	Children moderately or severely stunted (millions)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	Y0T4	under 5 years old	[2004, 2006, 2012, 2014]	2004	2014	4	NUM_TH	Thousands	G	Global													442.7						393.7																		406.7						384.9															384.9						[2004]: Encuesta demografĂ­a y de salud materna e infantil, ENDEMAIN 2004: Informe final.  Quito, Ecuador: CEPAR, 2005 (and additional analysis). // [2006]: Ecuador - Encuesta de Condiciones De Vida 2005-2006 v.1.4, V Ronda  (and additional analysis) // [2012]: RESUMEN EJECUTIVO. TOMO I. Encuesta Nacional de Salud y NutriciĂłn del Ecuador. ENSANUT-ECU 2011-2013 Ministerio de Salud PĂşblica/Instituto Nacional de EstadĂ­stica y Censos. (and additional analysis). // [2014]: Tabulados Encuesta de Condiciones de Vida 2014 - Sexta Ronda  (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	Y0T4	under 5 years old	[2003, 2008, 2014]	2003	2014	3	NUM_TH	Thousands	G	Global										169.3															127.0																		79.8															79.8						[2003]: Encuesta nacional de salud familiar (FESAL) 2002/03. Informe final (and additional analysis) // [2008]: Encuesta nacional de salud familiar, FESAL 2008. Informe resumido.  San Salvador, El Salvador: ADS, 2009 (and additional analysis). // [2014]: Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014, Resultados principales. San Salvador, El Salvador: Ministerio de Salud e Instituto Nacional de Salud.		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	226	Equatorial Guinea	5	17	Middle Africa	Country	10.46535826	1.565792376	GNQ	1	1	Y0T4	under 5 years old	[2000, 2004, 2011]	2000	2011	3	NUM_TH	Thousands	G	Global	43.5												41.6																					40.8																								40.8						[2000]: Encuesta de indicadores multiples (MICS 2000): Informe final. Malabo, RepĂşblica de Guinea Educatorial:Ministerio de PlanificaciĂłn y Desarrollo EconĂłmico y UNICEF, 2001 (and additional analysis). // [2004]: Nutritional status and its correlates in Equatorial Guinean preschool children: Results from a nationally representative survey. Food and Nutrition Bulletin 2008;29:49-58 (and additional analysis). // [2011]: Encuesta demogrĂĄfica y de salud en Guinea Ecuatorial (EDSGE-I). Demographic and Health Surveys. Guinea Ecuatorial y Calverton, Maryland, USA: MSBS, MEPIP e ICF, 2012.		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	Y0T4	under 5 years old	[2000, 2005, 2011, 2014, 2016]	2000	2016	5	NUM_TH	Thousands	G	Global	7.0															6.0																		6.0									5.0						5.0									5.0		[2000]: 7,146.4 // [2005]: 6,795.1 // [2011]: 6,238.7 // [2014]: 5,934.2 // [2016]: 5,828.6				[2000]: Ethiopia demographic and health survey 2000. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Authority and ORC Macro, 2001 (and additional analysis). // [2005]: Ethiopia demographic and health survey 2005. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: General Statistical Agency and ORC Macro, 2006 (and additional analysis). // [2011]: Ethiopia demographic and health survey 2011. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency and ICF International, 2012 (and additional analysis). // [2014]: Ethiopia mini demographic and health survey 2014. Addis Ababa, Ethiopia, 2014. // [2016]: Ethiopia Demographic and Health Survey 2016. Addis Ababa, Ethiopia, and Rockville, Maryland, USA. CSA and ICF (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	Y0T4	under 5 years old	[2002, 2010]	2002	2010	2	NUM_TH	Thousands	G	Global							237.6																								372.2																											372.2						[2002]: Eritrea demographic and health survey 2002. Demographic and Health Surveys. Calverton, Maryland, USA: National Statistics amd Evaluation Office and ORC Macro, 2003 (and additional analysis). // [2010]: Eritrea population and health survey 2010. Asmara, Eritrea: National Statistics Office and Fafo Institute for Applied International Studies, 2013. (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1	Y0T4	under 5 years old	[2007, 2016]	2007	2016	2	NUM_TH	Thousands	G	Global																						1.0																											1.0									1.0		[2007]: 1,194.8 // [2016]: 1,982.8				[2007]: Relatorio do inquerito sobre a nutriĂ§ao em Angola 2007. Luanda, Republica de Angola: Ministerio da Saude, DirecĂ§ao nacional de Saude Publica, 2008. // [2016]: InquĂŠrito de Indicadores MĂşltiplos e de SaĂşde em Angola 2015-2016. Luanda, Angola e Rockville, Maryland, EUA: INE, MINSA, MINPLAN e ICF International (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	242	Fiji	4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1	Y0T4	under 5 years old	[2004]	2004	2004	1	NUM_TH	Thousands	G	Global													6.7																																													6.7						2004 Fiji national nutrition survey: Main report. Suva, Fiji, 2007 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1	Y0T4	under 5 years old	[2002, 2012]	2002	2012	2	NUM_TH	Thousands	G	Global							28.2																														33.2																					33.2						[2002]: EnquĂŞte djiboutienne sur la santĂŠ de la famille (EDSF/PAPFAM) 2002, PAPFAM Rapport final. Djibouti, 2004 (and additional analysis). // [2012]: EnquĂŞte djiboutienne Ă  indicateurs multiples (EDIM): Rapport preliminaire. Djibouti: MinistĂ¨re de la SantĂŠ et PAPFAM, 2013 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	Y0T4	under 5 years old	[2000, 2012]	2000	2012	2	NUM_TH	Thousands	G	Global	47.9																																				42.1																					42.1						[2000]: EnquĂŞte dĂŠmographique et de santĂŠ Gabon 2000. DHS. Calverton, Maryland: Direction GĂŠnĂŠrale de la Statistique et des Etudes Economiques, et Fonds des Nations Unies pour la Population, et ORC Macro, 2001 (and additional analysis). // [2012]: EnquĂŞte dĂŠmographique et de santĂŠ du Gabon 2012. Demographic and Health Surveys. Calverton, Maryland, et Libreville, Gabon : DGS et ICF International, 2013 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Y0T4	under 5 years old	[2005, 2009]	2005	2009	2	NUM_TH	Thousands	G	Global																36.4												30.9																														30.9						[2005]: Georgia monitoring the situation of children and women. Mulitple indicator cluster survey 2005 (and additional analysis). // [2009]: Report of the Georgia national nutrition survey (GNNS) 2009. Tbilisi, Georgia: NCDC&PH and UNICEF, 2010.		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Y0T4	under 5 years old	[2000, 2006, 2010, 2012, 2013]	2000	2013	5	NUM_TH	Thousands	G	Global	56.0																		77.4												72.7						69.3			82.5																		82.5						[2000]: The Gambia multiple indicator cluster survey report, 2000 (MICS). Banjul, The Gambia, 2002 (and additional analysis). // [2006]: The Gambia Multiple Indicator Cluster Survey 2005/2006 Report. Banjul, The Gambia: GBoS, 2007 (and additional analysis). // [2010]: The Gambia multiple indicator cluster survey 2010 (MICS): Final report. Banjul, The Gambia: GBOS, 2012 (and additional analysis) // [2012]: 2012 National Nutrition Survey in the Gambia using the Standardised Monitoring and Assessment of Relief Transition (SMART) methods (and additional analysis) // [2013]: The Gambia Demographic and Health Survey 2013. Banjul, The Gambia, and Rockville, Maryland, USA: GBOS and ICF International, 2014 (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	Y0T4	under 5 years old	[2002, 2007, 2010, 2014]	2002	2014	4	NUM_TH	Thousands	G	Global							93.1															79.7									68.7												50.7															50.7					[2002]: Converted estimates	[2002]: Rapid nutritional assessment for West Bank and Gaza Strip. Executive summary. September 2002 Accessed 05.01.10 http://anahri.alquds.edu/index_files/PNACR368.pdf. // [2007]: Palestinian family health survey, 2006: Final report. Ramallah, Palestine, 2007 (and additional analysis) // [2010]: Final report of the Palestinian family survey 2010 (MICS). Ramallah, State of Palestine: Palestinian Central Bureau of Statistics, 2013 (and additional analysis) // [2014]: Palestinian Multiple Indicator Cluster Survey 2014,  Final Report, Ramallah, Palestine (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	Y0T4	under 5 years old	[2005]	2005	2005	1	NUM_TH	Thousands	G	Global																46.8																																										46.8						2003-2005 Ergebnisse des bundesweiten Kinder- und Jugendgesundheitssurveys (KiGGS).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Y0T4	under 5 years old	[2003, 2006, 2008, 2011, 2014]	2003	2014	5	NUM_TH	Thousands	G	Global										1.0									922.4						980.3									848.3									744.9															744.9		1,111.5				[2003]: Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton, Maryland: GSS, NMIMR, and ORC Macro, 2004 (and additional analysis). // [2006]: Monitoring the situation of children, women and men. Multiple indicator cluster survey 2006 (and additional analysis). // [2008]: Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra, Ghana: GSS, GHS, and ICF Macro, 2009 (and additional analysis). // [2011]: Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011: Final report. Accra, Ghana, 2012 (and additional analysis) // [2014]:  Ghana Demographic and Health Survey 2014. Rockville, Maryland, USA: GSS, GHS, and ICF International (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	30	Eastern Asia	3	142	Asia	Region						Y0T4	under 5 years old	[2000, 2005, 2010, 2015, 2018]	2000	2018	5	NUM_TH	Thousands	G	Global	17.0	15.0	18.0													11.0	10.0	12.0													8.0	7.0	8.0													5.0	5.0	6.0							4.0	4.0	4.0	4.0		[2000]: 17,046.7 // [2005]: 11,460.6 // [2010]: 8,115.5 // [2015]: 5,694.5 // [2018]: 4,383.9	[2000]: 15,829.0 // [2005]: 10,586.1 // [2010]: 7,466.9 // [2015]: 5,224.5 // [2018]: 4,016.8	[2000]: 18,334.6 // [2005]: 12,395.3 // [2010]: 8,814.3 // [2015]: 6,203.7 // [2018]: 4,782.7	excluding Japan	Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M: Modeled data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y0T4	under 5 years old	[2000, 2001, 2006, 2011, 2013]	2000	2013	5	NUM_TH	Thousands	G	Global	172.1			121.3															174.4															120.5						144.6																		144.6					[2001]: Converted estimates // [2011]: (pending reanalysis)	[2000]: Azerbaijan multiple indicator cluster survey 2000 (MICS). Baku, Azerbaijan: United Nations Children's Fund, 2001 (and additional analysis). // [2001]: UNFPA, UNHCR. Reproductive health survey Azerbaijan, 2001: Final report. Serbanescu F, Morris L, Rahimova S, Stupp P, eds. Atlanta, GA: US Department of Health and Human Services, CDC, 2003 (and additional analysis). // [2006]: Azerbaijan demographic and health survey 2006. Demographic and Health Surveys. Calverton, Maryland, USA: State Statistical Committee and Macro International Inc., 2008 (and additional analysis). // [2011]: The Demographic and Health Survey, Azerbaijan, 2011 Final Report // [2013]: Azerbaijan nutrition survey  (AzNS), 2013. Baku, Republic of Azerbaijan, 2014 (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y0T4	under 5 years old	[2005]	2005	2005	1	NUM_TH	Thousands	G	Global																294.8																																										294.8						Nutrition status in Argentinean children 6 to 72 months old. Results from the National Nutrition and Health Survey (ENNyS). Archivos Argentinos de Pediatria 2009;107:397-404 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y0T4	under 5 years old	[2000, 2002, 2009, 2015]	2000	2015	4	NUM_TH	Thousands	G	Global	966.8						1.0																					939.0																		931.5												931.5		1,057.9				[2000]: Guatemala Living Standards Measurement Survey 2000. Washington DC, United States: World Bank (and additional analysis) // [2002]: Guatemala encuesta nacional de salud materno infantil 2002. Ciudad de Guatemala, Republica de Guatemala: Oscar de Leon Palacios, 2003 (and additional analysis). // [2009]: Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala, Guatemala: Ministerio de Salud PĂşblica, MSPAS, INE y CDC, 2010 (and additional analysis). // [2015]:  Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala, 2015 (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y0T4	under 5 years old	[2005, 2007, 2011, 2012, 2016]	2005	2016	5	NUM_TH	Thousands	G	Global																651.4						688.3												627.0			580.6												642.8									642.8					[2007]:  PĂŠriode de rĂŠcolte	[2005]: EnquĂŞte dĂŠmographique et de santĂŠ, GuinĂŠe 2005. Demographic and Health Surveys. Direction Nationale de la Statistique. Calverton, Maryland, U.S.A.: DNS et ORC Macro, 2006 (and additional analysis). // [2007]: le suivi des principaux indicateurs de survie de l'enfant. Rapport provisoire, Mai 2008 (30/12/09 http://ochaonline.un.org/CoordinationIASC/Securitealimentairenutrition/tabid/5651/language/fr-FR/Default.aspx). // [2011]: EnquĂŞte nationale nutrition-santĂŠ, basĂŠe sur la mĂŠthodologie SMART, 2011-12. Rapport final. Conakry, Republique de GuinĂŠe, 2012 (and additional analysis). // [2012]: EnquĂŞte dĂŠmographique et de santĂŠ (EDS-IV) et enquĂŞte par grappe Ă  indicateurs multiples (MICS). L'EDS-MICS 2012. Conakry, GuinĂŠe et Calverton, MD: INS et ICF, 2013 (and additional analysis). // [2016]: EnquĂŞte par grappes Ă  indicateurs multiples (MICS, 2016), Rapport final, Conakry, GuinĂŠe. 2017  (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y0T4	under 5 years old	[2000, 2006, 2009, 2014]	2000	2014	4	NUM_TH	Thousands	G	Global	13.3																		14.6									14.6															8.4															8.4						[2000]: Guyana multiple indicator cluster survey (MICS). Georgetown, Guyana, 2001 (and additional analysis). // [2006]: Guyana multiple indicator cluster survey 2006, final report. Georgetown, Guyana: Bureau of Statistics and UNICEF, 2008 (and additional analysis). // [2009]: Guyana demographic and health survey 2009. Demographic and Health Surveys. Georgetown, Guyana: MOH, BOS, and ICF Macro, 2010 (and additional analysis). // [2014]: Guyana Multiple Indicator Cluster Survey 2014, Final Report. Georgetown, Guyana: Bureau of Statistics, Ministry of Public Health and UNICEF (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Y0T4	under 5 years old	[2000, 2006, 2012, 2017]	2000	2017	4	NUM_TH	Thousands	G	Global	350.5																		363.6																		276.3															270.4						270.4						[2000]: EnquĂŞte mortalitĂŠ, morbiditĂŠ et utilisation des services, Haiti 2000. Demographic and Health Surveys. Calverton, Maryland: MinistĂ¨re de la SantĂŠ Publique et de la Population, Institut Haitien de l'Enfance et ORC Macro, 2001 (and additional analysis). // [2006]: EnquĂŞte mortalitĂŠ, morbiditĂŠ et utilisation des services, HaĂŻti, 2005-2006. DHS. Calverton, Maryland, USA: MinistĂ¨re de la SantĂŠ Publique et de la Population, Institut HaĂŻtien de l'Enfance et Macro International Inc., 2007 (and additional analysis). // [2012]: EnquĂŞte mortalitĂŠ, morbiditĂŠ et utilisation des services, HaĂŻti, 2012. Demographic and Health Surveys. Calverton, Maryland, USA : MSPP, IHE et ICF International, 2012 (and additional analysis). // [2017]: EnquĂŞte MortalitĂŠ, MorbiditĂŠ et Utilisation des Services (EMMUS-VI 2016-2017) PĂŠtion-Ville, HaĂŻti, et Rockville, Maryland, USA : IHE et ICF (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	34	Southern Asia	3	142	Asia	Region						Y0T4	under 5 years old	[2000, 2005, 2010, 2015, 2018]	2000	2018	5	NUM_TH	Thousands	G	Global	89.0	81.0	97.0													81.0	73.0	89.0													73.0	65.0	81.0													63.0	54.0	71.0							57.0	49.0	67.0	57.0		[2000]: 89,646.1 // [2005]: 81,577.2 // [2010]: 73,405.2 // [2015]: 63,014.8 // [2018]: 57,913.9	[2000]: 81,953.5 // [2005]: 73,786.8 // [2010]: 65,235.7 // [2015]: 54,651.2 // [2018]: 49,353.9	[2000]: 97,346.1 // [2005]: 89,510.0 // [2010]: 81,889.3 // [2015]: 71,912.6 // [2018]: 67,176.9		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M: Modeled data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y0T4	under 5 years old	[2001, 2006, 2012]	2001	2012	3	NUM_TH	Thousands	G	Global				358.4															307.3																		221.0																					221.0						[2001]: Honduras encuesta nacional de epidemiologia y salud familiar ENESF-2001/encuesta nacional de salud masculina ENSM-2001: Informe final. Tegucigalpa, Honduras, 2002 (and additional analysis). // [2006]: Encuesta nacional de salud y demografĂ­a 2005-2006. Demographic and Health Surveys. Tegucigalpa, Honduras: SS, INE y Macro International, 2006 (and additional analysis). // [2012]: Encuesta nacional de salud y demografĂ­a 2011-2012. Demographic and Health Surveys. Tegucigalpa, Honduras: SS, INE e ICF International, 2013 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	35	South-Eastern Asia	3	142	Asia	Region						Y0T4	under 5 years old	[2000, 2005, 2010, 2015, 2018]	2000	2018	5	NUM_TH	Thousands	G	Global	20.0	17.0	24.0													19.0	16.0	22.0													17.0	14.0	20.0													15.0	12.0	19.0							14.0	10.0	18.0	14.0		[2000]: 20,957.9 // [2005]: 19,158.2 // [2010]: 17,234.7 // [2015]: 15,619.0 // [2018]: 14,417.5	[2000]: 17,816.7 // [2005]: 16,225.9 // [2010]: 14,177.6 // [2015]: 12,204.8 // [2018]: 10,837.0	[2000]: 24,287.0 // [2005]: 22,321.0 // [2010]: 20,628.5 // [2015]: 19,578.1 // [2018]: 18,707.8		Source: Joint Child Malnutrition Estimates (2018 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M: Modeled data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Y0T4	under 5 years old	[2006, 2014, 2015]	2006	2015	3	NUM_TH	Thousands	G	Global																			62.0																								47.0			46.0												46.0		[2006]: 62,006.9 // [2014]: 47,441.6 // [2015]: 46,006.6			[2014]: (pending reanalysis)	[2006]: National family health survey (NFHS-3), 2005-06: India: Volume I. Demographic and Health Surveys. Mumbai, India: IIPS, 2007 (and additional analysis). // [2014]: Rapid survey on children 2013-2014. India factsheet. . http://wcd.nic.in/ accessed 14 August 2014. // [2015]: National Family Health Survey (NFHS-4), 2015-16: India. Mumbai: IIPS. 2017 (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	Y0T4	under 5 years old	[2007]	2007	2007	1	NUM_TH	Thousands	G	Global																						26.6																																				26.6					Age-adjusted;	The 2007 national children's nutrition and physical activity survey. Canberra, Australia: DoHA, 2010 (and additional analysis).		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	Y0T4	under 5 years old	[2000, 2001, 2004, 2007, 2010, 2013]	2000	2013	6	NUM_TH	Thousands	G	Global	9.0			8.0									6.0									9.0									9.0									8.0																		8.0		[2000]: 9,034.3 // [2001]: 8,948.2 // [2004]: 6,402.8 // [2007]: 9,272.1 // [2010]: 9,326.9 // [2013]: 8,826.8				"[2000-2001]: Summary: Second Annual Report of the Nutrition and Health Surveillance System in Indonesia with data from the period 2000-2001, http://www.hki.org/research/nutrition_surveillance.html (and additional analysis). // [2004]: National Institute of Health Research and Development, 2005. National Household Health Survey (SKRT) 2004, Volume 2: Community Health Status in Indonesia. Jakarta, Indonesia, 2007 (and additional analysis). // [2007]: Basic Health Survey, Riskesdas, 2007. Results to be presented at the ICN in Bangkok, October 2009: ""Changes in malnutrition from 1989 to 2007 in Indonesia"" by Ita Atmarita, Ministry of Health. // [2010]: National report on basic health research, Riskesdas, 2010. Jakarta, Indonesia, 2012 (and additional analysis). // [2013]: National report on basic health research, RISKESDAS, 2013. Jakarta, Indonesia, 2014 (and additional analysis)."		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1	Y0T4	under 5 years old	[2004, 2011]	2004	2011	2	NUM_TH	Thousands	G	Global													396.1																					450.9																								450.9					[2004]: Converted estimates // [2011]: (pending reanalysis)	[2004]: Current status and the 10 years trend in the malnutrition indexes of children under 5 years in Iran. Iranian Journal of Epidemiology Spring 2008;4:21-8 (and additional analysis). // [2011]: Iranâs Multiple Indicator Demographic and Health Survey - 2010.		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	Y0T4	under 5 years old	[2000, 2003, 2004, 2006, 2011]	2000	2011	5	NUM_TH	Thousands	G	Global	1.0									1.0			832.2						1.0															1.0																								1.0		[2000]: 1,079.3 // [2003]: 1,380.0 // [2006]: 1,186.0 // [2011]: 1,107.0			[2003-2004]: Converted estimates	[2000]: Multiple indicator cluster survey (MICS) for the year 2000 (detailed report). Baghdad, Republic of Iraq: UNICEF, 2001 (and additional analysis). // [2003]: Baseline food security analysis in Iraq. Baghdad, Iraq: WFP Iraq Country Office, September 2004 (and additional analysis). // [2004]: Iraq living conditions survey 2004. Volume 1: Tabulation report. Baghdad, Iraq: Central Organization for Statistics and Information Technology, Ministry of Planning and Development Cooperation, 2005 (and additional analysis). // [2006]: Iraq multiple indicator cluster survey 2006, Final report. Iraq, 2007 (and additional analysis). // [2011]: Iraq multiple indicator cluster survey (MICS) 2011: Final report. Baghdad, Iraq: The Central Statistics Organization and the Kurdistan Regional Statistics Office, 2012 (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	Y0T4	under 5 years old	[2006, 2007, 2012, 2016]	2006	2016	4	NUM_TH	Thousands	G	Global																			1.0			1.0															1.0												835.0									835.0		[2006]: 1,273.3 // [2007]: 1,243.4 // [2012]: 1,049.8				[2006]: EnquĂŞte Ă  indicateurs multiples, CĂ´te d'Ivoire 2006, Rapport final, Abidjan, CĂ´te d'Ivoire : INS, 2007 (and additional analysis). // [2007]: Evaluation des carences en vitamine A et fer en CĂ´te d'Ivoire (Rapport final). MinistĂ¨re de la SantĂŠ et de l'HygiĂ¨ne Publique et Helen Keller Int., Abidjan, CĂ´te d'Ivoire, 2009 (and additional analysis). // [2012]: EnquĂŞte dĂŠmographique et de santĂŠ et Ă  indicateurs multiples de CĂ´te d'Ivoire 2011-2012. Demographic and Health Surveys and MICS. Calverton, Maryland, USA : INS et ICF International, 2012 (and additional analysis). // [2016]: EnquĂŞte par grappes Ă  indicateurs multiples - CĂ´te dâIvoire 2016, Rapport Final, Septembre 2017 (and additional analysis)		CA: Country adjusted data
SH_STA_STUNTN	Children moderately or severely stunted (millions)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1	Y0T4	under 5 years old	[2000, 2001, 2002, 2004, 2006, 2007, 2008, 2010, 2012, 2014]	2000	2014	10	NUM_TH	Thousands	G	Global	20.8			18.8			22.8						12.8						18.6			13.1			16.5						13.7						15.2						12.5															12.5						[2000]: Jamaica survey of living conditions data set 2000. The Planning Institute and the Statistical Institute of Jamaica, 2001 (and additional analysis). // [2001]: Jamaica survey of living conditions data set 2001. The Planning Institute and the Statistical Institute of Jamaica, 2002 (and additional analysis). // [2002]: Jamaica survey of living conditions data set 2002. The Planning Institute and the Statistical Institute of Jamaica, 2003 (and additional analysis). // [2004]: Jamaica survey of living conditions data set 2004. The Planning Institute and the Statistical Institute of Jamaica, 2005 (and additional analysis). // [2006]: Jamaica survey of living conditions data set 2006. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis). // [2007]: Jamaica survey of living conditions data set 2007. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis). // [2008]: Jamaica survey of living conditions data set 2008. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis). // [2010]: Jamaica survey of living conditions data set 2010. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis). // [2012]: Jamaica survey of living conditions data set 2012. The Planning Institute and the Statistical Institute of Jamaica, 2015(and additional analysis). // [2014]: Jamaica survey of living conditions data set 2014. The Planning Institute and the Statistical Institute of Jamaica, 2017 (and additional analysis)		CA: Country adjusted data
