series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1990	value_1995	value_2000	value_2005	value_2010	value_2014	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
EN_LND_SLUM	Proportion of urban population living in slums (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	54.3	50.8	47.2	43.7	40.9	38.3	43.5	43.5				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							0.01	0.01				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	62	Central and Southern Asia	2	1	World	Region						[2000, 2014, 2016]	2000	2016	3	PT	Percentage	G	Global			46.0			32.0	32.3	32.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							3.6	3.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				83.1		82.3	78.9	78.9				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							34.0	34.0				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							14.4	14.4				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	96.0	87.9	79.7	71.6	65.1	53.2	45.5	45.5				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				11.9		11.9	11.9	11.9				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	678	Sao Tome and Principe	5	17	Middle Africa	Country	6.609772265	0.241554875	STP	1	1	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global						86.6	86.6	86.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	62.2	58.2	54.3	50.4	47.3	43.5	49.5	49.5				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	682	Saudi Arabia	4	145	Western Asia	Country	44.54763347	24.12594211	SAU	1	1	[2005, 2014]	2005	2014	2	PT	Percentage	G	Global				18.0		18.0		18.0				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	70.6	59.8	48.9	43.3	38.8	38.8	29.5	29.5				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							3.6	3.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				97.0		75.6	59.8	59.8				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							7.6	7.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	60.5	54.6	48.8	41.3	35.2	27.2	14.4	14.4				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							3.7	3.7				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	706	Somalia	5	14	Eastern Africa	Country	46.20367477	4.406485729	SOM	1	1	[2005, 2010, 2014, 2016]	2005	2016	4	PT	Percentage	G	Global				73.5	73.6	73.6	73.6	73.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	46.2	39.7	33.2	28.7	23.0	23.0	26.3	26.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	716	Zimbabwe	5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	4.0	3.7	3.3	17.9	24.1	25.1	28.3	28.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							7.8	7.8				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	728	South Sudan	5	14	Eastern Africa	Country	30.32618773	7.290839152	SSD	1	1	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global						95.6	97.3	97.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global						91.6	93.6	93.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	740	Suriname	5	5	South America	Country	-55.90626394	4.132603197	SUR	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				3.9		7.3	5.9	5.9				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	747	Northern Africa and Western Asia	2	1	World	Region						[2000, 2014, 2016]	2000	2016	3	PT	Percentage	G	Global			23.0			22.0	22.6	22.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global						32.7	32.7	32.7				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							0.001	0.001				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	753	Eastern and South-Eastern Asia	2	1	World	Region						[2000, 2014, 2016]	2000	2016	3	PT	Percentage	G	Global			38.0			28.0	28.01	28.01				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	36.7	34.1	31.5	29.0	26.9	22.3	16.3	16.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				10.5		19.3	15.3	15.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							26.0	26.0				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	[2005, 2010, 2014, 2016]	2005	2016	4	PT	Percentage	G	Global				26.0	27.0	25.0	24.6	24.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				62.1		51.2	53.0	53.0				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				24.7		24.7	5.4	5.4				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global						8.0	8.0	8.0				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	23.4	20.7	17.9	15.5	13.0	11.9	8.1	8.1				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	75.0	75.0	75.0	66.7	60.1	53.6	47.5	47.5				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							19.0	19.0				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							8.3	8.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	50.2	39.2	28.1	17.1	13.1	10.6	4.1	4.1				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	77.4	73.7	70.1	66.4	63.5	50.7	41.7	41.7				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1	[2014, 2016]	2014	2016	2	PT	Percentage	G	Global						10.8	5.1	5.1				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1	[1990, 1995, 2000, 2005, 2014, 2016]	1990	2016	6	PT	Percentage	G	Global	78.8	72.4	65.9	59.5		65.8	58.5	58.5				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1	[2016]	2016	2016	1	PT	Percentage	G	Global							52.2	52.2				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	862	Venezuela (Bolivarian Republic of)	5	5	South America	Country	-66.15642084	7.121324748	VEN	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				32.0		32.0	34.9	34.9				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	[2005, 2014, 2016]	2005	2016	3	PT	Percentage	G	Global				67.2		60.8	56.4	56.4				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1	[1990, 1995, 2000, 2005, 2010, 2014, 2016]	1990	2016	7	PT	Percentage	G	Global	57.0	57.1	57.2	57.2	57.3	54.0	63.3	63.3				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
EN_LND_SLUM	Proportion of urban population living in slums (%)	9	Oceania	2	1	World	Region						[2000, 2014, 2016]	2000	2016	3	PT	Percentage	G	Global			24.0			24.0	23.6	23.6				United Nations Human Settlements Programme (UN-HABITAT)		_X: Data nature not available
