series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						19.2	19.1	18.4	18.2	18.0	17.8	17.8	17.7	17.5	17.0	16.7	16.2	16.2	16.2	16.2				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						23.9	23.9	23.3	23.1	22.9	22.9	22.9	22.7	22.5	21.9	21.5	21.0	21.1	21.2	21.2				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	Y15T24	15 to 24 years old	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15	PT	Percentage	G	Global				10.1	10.6	17.4	8.7	8.1	8.8	9.5	12.7	16.1	19.0	20.9	18.7	17.1	15.9	15.0		15.0			[2003,2007,2010-2017]: Repository: Eurostat special tabulation // [2004-2006,2008-2009]: Break in series: Methodology revised | Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	Y15T24	15 to 24 years old	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15	PT	Percentage	G	Global				17.3	19.3	24.2	15.3	14.5	14.1	15.2	16.9	18.7	21.3	20.0	19.6	17.2	15.7	15.5		15.5			[2003,2007,2010-2017]: Repository: Eurostat special tabulation // [2004-2006,2008-2009]: Break in series: Methodology revised | Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15	PT	Percentage	G	Global				13.7	14.9	20.8	12.0	11.3	11.4	12.4	14.8	17.4	20.2	20.4	19.2	17.2	15.8	15.3		15.3			[2003,2007,2010-2017]: Repository: Eurostat special tabulation // [2004-2006,2008-2009]: Break in series: Methodology revised | Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y15T24	15 to 24 years old	F	Female	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2004	2017	11	PT	Percentage	G	Global					25.8	24.5	24.8		24.4	24.3	24.2	23.0	23.1	24.0	24.5			22.8		22.8			[2004-2006,2017]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2010,2012-2014]: Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. | Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2011]: Break in series: Methodology revised | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. | Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas	ILOSTAT - LFS - Permanent Household Survey (Urban)		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2004	2017	11	PT	Percentage	G	Global					21.0	19.9	19.5		19.4	20.0	19.5	18.4	18.4	19.1	19.7			19.3		19.3			[2004-2006,2017]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2010,2012-2014]: Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. | Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2011]: Break in series: Methodology revised | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. | Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas	ILOSTAT - LFS - Permanent Household Survey (Urban)		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y15T24	15 to 24 years old	M	Male	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2004	2017	11	PT	Percentage	G	Global					16.1	15.3	14.3		14.5	15.8	14.7	13.9	13.8	14.4	15.1			15.8		15.8			[2004-2006,2017]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2010,2012-2014]: Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. | Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2011]: Break in series: Methodology revised | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. | Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas	ILOSTAT - LFS - Permanent Household Survey (Urban)		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y15T24	15 to 24 years old	F	Female	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2003	2016	9	PT	Percentage	G	Global				39.2	47.3						42.1	42.3	38.6	43.7	44.0	46.8	45.8			45.8			[2003,2011-2012,2015-2016]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - Monthly Employment and Income Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y15T24	15 to 24 years old	M	Male	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2003	2016	9	PT	Percentage	G	Global				5.5	6.7						6.3	7.2	5.4	8.9	8.0	6.4	8.2			8.2			[2003,2011-2012,2015-2016]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - Monthly Employment and Income Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2003	2016	9	PT	Percentage	G	Global				22.9	27.6						24.4	24.8	22.5	26.9	26.4	26.5	27.3			27.3			[2003,2011-2012,2015-2016]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - Monthly Employment and Income Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y15T24	15 to 24 years old	M	Male	[2002]	2002	2002	1	PT	Percentage	G	Global			6.6																	6.6			Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - HIES - Core Welfare Indicators Questionnaire		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y15T24	15 to 24 years old	F	Female	[2002]	2002	2002	1	PT	Percentage	G	Global			5.9																	5.9			Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - HIES - Core Welfare Indicators Questionnaire		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2002]	2002	2002	1	PT	Percentage	G	Global			6.2																	6.2			Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - HIES - Core Welfare Indicators Questionnaire		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global																		35.2		35.2			Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter	ILOSTAT - LFS - Labour force survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y15T24	15 to 24 years old	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global																		44.3		44.3			Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter	ILOSTAT - LFS - Labour force survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y15T24	15 to 24 years old	M	Male	[2017]	2017	2017	1	PT	Percentage	G	Global																		26.1		26.1			Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter	ILOSTAT - LFS - Labour force survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	34	Southern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						54.3	53.3	52.2	50.8	50.4	49.1	48.6	48.4	48.5	47.8	47.5	46.6	46.5	46.5	46.5				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	34	Southern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						9.4	9.1	8.9	9.0	9.6	9.3	9.2	9.3	9.9	9.7	9.7	9.7	10.0	10.2	10.2				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	34	Southern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						31.1	30.4	29.8	29.2	29.3	28.5	28.2	28.1	28.4	27.9	27.8	27.4	27.4	27.5	27.5				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	PT	Percentage	G	Global						27.0	26.8	27.6	25.8	26.5	26.2	27.5	28.7	26.8	28.7	27.0	27.8	27.7		27.7			[2005]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter // [2006-2017]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter	ILOSTAT - HS - Continous Multi-Purpose Household Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	PT	Percentage	G	Global						10.2	9.4	11.3	9.2	9.9	10.2	12.2	12.6	11.1	14.0	11.6	12.7	12.1		12.1			[2005]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter // [2006-2017]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter	ILOSTAT - HS - Continous Multi-Purpose Household Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	PT	Percentage	G	Global						43.0	43.3	43.0	42.0	42.7	42.8	43.0	45.2	42.7	43.1	42.0	42.2	42.6		42.6			[2005]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter // [2006-2017]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter	ILOSTAT - HS - Continous Multi-Purpose Household Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y15T24	15 to 24 years old	F	Female	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global					14.5	20.8	13.9	13.0	12.9	14.5	13.4	14.3	16.0	17.4	15.3	12.8	13.4	14.3		14.3			[2004,2007-2014,2016-2017]: Repository: Eurostat special tabulation // [2005-2006,2015]: Break in series: Methodology revised | Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y15T24	15 to 24 years old	M	Male	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global					10.3	16.8	11.0	9.9	10.1	12.7	11.7	12.1	13.7	13.6	12.0	10.4	8.9	7.9		7.9			[2004,2007-2014,2016-2017]: Repository: Eurostat special tabulation // [2005-2006,2015]: Break in series: Methodology revised | Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global					12.4	18.8	12.4	11.5	11.5	13.6	12.6	13.2	14.8	15.5	13.6	11.6	11.1	11.0		11.0			[2004,2007-2014,2016-2017]: Repository: Eurostat special tabulation // [2005-2006,2015]: Break in series: Methodology revised | Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	35	South-Eastern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	M	Male	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						15.9	15.5	15.3	14.7	14.6	14.4	13.9	12.8	13.2	13.0	13.3	13.2	12.9	12.9	12.9				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	35	South-Eastern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	_T	Both sexes	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						22.0	21.6	21.5	20.7	20.5	20.1	19.7	18.8	18.9	18.5	18.6	18.5	18.0	18.2	18.2				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	35	South-Eastern Asia	3	142	Asia	Region						Y15T24	15 to 24 years old	F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						28.2	27.9	27.8	26.9	26.5	26.1	25.8	25.0	24.9	24.3	24.1	24.0	23.5	23.7	23.7				ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	Y15T24	15 to 24 years old	F	Female	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15	PT	Percentage	G	Global				6.1	9.0	5.0	5.7	5.0	5.0	5.8	7.2	5.7	4.7	4.1	5.3	3.2	3.7	3.8		3.8			[2003,2005,2009]: Break in series: Methodology revised | Repository: Eurostat special tabulation // [2004,2006-2008,2010-2017]: Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15	PT	Percentage	G	Global				4.5	6.9	4.7	4.8	4.1	4.3	7.3	7.4	6.7	5.9	5.5	5.7	4.6	4.1	3.9		3.9			[2003,2005,2009]: Break in series: Methodology revised | Repository: Eurostat special tabulation // [2004,2006-2008,2010-2017]: Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	Y15T24	15 to 24 years old	M	Male	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	15	PT	Percentage	G	Global				3.0	5.0	4.4	4.0	3.3	3.8	8.8	7.5	7.6	7.0	6.8	6.2	5.9	4.6	3.9		3.9			[2003,2005,2009]: Break in series: Methodology revised | Repository: Eurostat special tabulation // [2004,2006-2008,2010-2017]: Repository: Eurostat special tabulation	ILOSTAT - LFS - EU Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Y15T24	15 to 24 years old	F	Female	[2000, 2005, 2010, 2012]	2000	2012	4	PT	Percentage	G	Global	56.4					54.1					50.4		49.3							49.3			Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year	ILOSTAT - HS - National Sample Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Y15T24	15 to 24 years old	M	Male	[2000, 2005, 2010, 2012]	2000	2012	4	PT	Percentage	G	Global	9.9					8.6					7.8		8.0							8.0			Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year	ILOSTAT - HS - National Sample Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2005, 2010, 2012]	2000	2012	4	PT	Percentage	G	Global	32.2					30.4					27.9		27.5							27.5			Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year	ILOSTAT - HS - National Sample Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	Y15T24	15 to 24 years old	F	Female	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global										12.6	11.9	11.7	10.4	11.8	10.5	10.2				10.2			[2009-2012]: Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2013-2015]: Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global										11.4	11.3	10.6	9.9	11.0	10.1	9.8				9.8			[2009-2012]: Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2013-2015]: Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	Y15T24	15 to 24 years old	M	Male	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global										10.3	10.8	9.5	9.4	10.2	9.7	9.4				9.4			[2009-2012]: Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2013-2015]: Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	Y16T24	16 to 24 years old	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global																	8.4			8.4			Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	Y16T24	16 to 24 years old	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	9.1			9.1			Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	Y16T24	16 to 24 years old	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global																	8.7			8.7			Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts	ILOSTAT - LFS - Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	29.4	29.9	31.1	31.5	31.4	31.9	30.4	30.0	28.2	27.7	26.7	25.9	23.0	22.9	22.4	22.9	22.5	21.5		21.5			[2000,2013]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2001-2012,2014-2017]: Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - National Labour Force Survey		C: Country data
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1	Y15T24	15 to 24 years old	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	38.5	39.5	40.7	41.2	41.2	40.6	39.5	39.4	36.8	36.0	34.7	33.8	31.0	30.4	29.5	29.4	29.1	28.0		28.0			[2000,2013]: Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing // [2001-2012,2014-2017]: Repository: ILO-STATISTICS - Micro data processing	ILOSTAT - LFS - National Labour Force Survey		C: Country data
