series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	62	Central and Southern Asia	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	38.8			38.8			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	93.1			93.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	30.7			30.7			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	_T	Both sexes	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global	100.0	100.0		100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	65.0			65.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	4.0			4.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	79.4			79.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	75.1			75.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	5.5			5.5			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	722	Small island developing States (SIDS)	1			Group						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	35.1			35.1			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	747	Northern Africa and Western Asia	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	45.3			45.3			To interpret with caution: estimates based on reported data coverage below 40% of the population	ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	753	Eastern and South-Eastern Asia	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	14.4			14.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	96.8			96.8			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	6.4			6.4			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	18.9			18.9			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global		49.0		49.0			ILO estimates based on country data; including school feeding programmes	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global		48.3		48.3			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	_T	Both sexes	[2018]	2018	2018	1	PT	Percentage	G	Global			100.0	100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	100.0			100.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	66.2			66.2			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global		22.0		22.0			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	21.1			21.1			ILO estimates based on country data	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowWiki.action?id=594#tabs-3		E: Estimated data
SI_COV_CHLD	[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)	9	Oceania	2	1	World	Region						_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global	65.5			65.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
