series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	quantile_code	quantile_desc	years	min_year	max_year	n_years
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1			Q1	Quantile 1 (poorest)	[2009]	2009	2009	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			_T	Total (national average) or no breakdown	[2006, 2010, 2012, 2014]	2006	2014	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			Q1	Quantile 1 (poorest)	[2006, 2010, 2012, 2014]	2006	2014	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			Q1	Quantile 1 (poorest)	[2005]	2005	2005	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			_T	Total (national average) or no breakdown	[2005]	2005	2005	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			Q1	Quantile 1 (poorest)	[2006, 2009, 2011, 2012, 2015]	2006	2015	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			_T	Total (national average) or no breakdown	[2006, 2009, 2011, 2012, 2015]	2006	2015	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			_T	Total (national average) or no breakdown	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	8
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			Q1	Quantile 1 (poorest)	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	8
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			Q1	Quantile 1 (poorest)	[2008, 2012]	2008	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			_T	Total (national average) or no breakdown	[2008, 2012]	2008	2012	2
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			_T	Total (national average) or no breakdown	[2006, 2011, 2012, 2013]	2006	2013	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			Q1	Quantile 1 (poorest)	[2006, 2011, 2012, 2013]	2006	2013	4
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			_T	Total (national average) or no breakdown	[2010, 2012, 2014]	2010	2014	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			Q1	Quantile 1 (poorest)	[2010, 2012, 2014]	2010	2014	3
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1			Q1	Quantile 1 (poorest)	[2009]	2009	2009	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1			_T	Total (national average) or no breakdown	[2009]	2009	2009	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			Q1	Quantile 1 (poorest)	[2008, 2009, 2010, 2011, 2012]	2008	2012	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			_T	Total (national average) or no breakdown	[2008, 2009, 2010, 2011, 2012]	2008	2012	5
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1			Q1	Quantile 1 (poorest)	[2005]	2005	2005	1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1			_T	Total (national average) or no breakdown	[2005]	2005	2005	1
