goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	10.9	10.3	9.7	9.26	7.9	7.2	6.88	7.76	7.12	4.94	4.39	4.43	4.32	4.04	4.02	4.09	4.2	4.1	4.1		4.1			[2003,2006-2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2016]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017-2018]: Employment definition: Excluding own-use production workers | Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	12.7	11.5	10.4	9.24	8.0	7.3	6.33	5.28	4.95	6.58	6.91	6.45	6.09	5.95	5.84	5.87	6.0	5.9	5.8		5.8			[2003,2006-2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2016]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017-2018]: Employment definition: Excluding own-use production workers | Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE25	25 years old and over	F	Female	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	PT	Percentage	G	Global								4.26	4.11	5.05	5.61	5.19	4.69		4.54	4.6					4.6			[2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2012,2014-2015]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y15T24	15 to 24 years old	F	Female	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	PT	Percentage	G	Global								10.45	9.81	14.85	13.44	15.24	16.33		15.91	15.78					15.78			[2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2012,2014-2015]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE25	25 years old and over	M	Male	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	PT	Percentage	G	Global								6.1	5.03	3.73	2.96	2.95	3.17		2.94	3.04					3.04			[2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2012,2014-2015]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y15T24	15 to 24 years old	M	Male	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	PT	Percentage	G	Global								18.16	18.71	12.85	17.3	14.23	12.19		11.48	11.39					11.39			[2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2012,2014-2015]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	PT	Percentage	G	Global								5.21	4.58	4.37	4.21	4.05	3.92		3.73	3.81					3.81			[2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2012,2014-2015]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	PT	Percentage	G	Global								14.04	14.44	13.91	14.92	14.71	14.16		13.54	13.42					13.42			[2007]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 for males and 59 for females // [2008-2012,2014-2015]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts	LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE25	25 years old and over	F	Female	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					11.67	10.13	8.94		7.39	7.28	6.75	6.26	6.52	6.16	6.21			6.81	7.89		7.89			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE15	15 years old and over	F	Female	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					15.74	13.52	12.34		9.68	9.83	9.17	8.49	8.79	8.46	8.36			9.45	10.51		10.51			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE15	15 years old and over	M	Male	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					11.83	10.0	8.36		6.47	7.76	6.65	6.24	6.06	6.1	6.47			7.51	8.2		8.2			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					9.96	8.43	7.25		5.71	6.3	5.6	5.14	5.26	4.93	5.24			5.95	6.86		6.86			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					29.32	26.03	23.66		18.84	21.17	19.36	18.73	18.28	19.43	18.84			22.64	23.73		23.73			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	13	PT	Percentage	G	Global					13.52	11.51	10.08	8.47	7.84	8.65	7.71	7.18	7.22	7.1	7.27			8.35	9.22		9.22			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2007]: Data reference period: Second quarter | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 10 years old | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures. // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y15T24	15 to 24 years old	M	Male	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					25.64	22.89	19.67		16.53	18.84	16.58	16.53	15.28	16.99	16.71			19.86	20.85		20.85			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE25	25 years old and over	M	Male	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					8.66	7.14	5.96		4.45	5.55	4.74	4.32	4.31	4.01	4.51			5.28	6.04		6.04			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y15T24	15 to 24 years old	F	Female	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2004	2018	12	PT	Percentage	G	Global					34.38	30.64	29.15		22.22	24.69	23.62	22.17	23.05	23.51	22.36			26.9	27.77		27.77			[2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.	LFS - Permanent Household Survey (Urban)		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y15T24	15 to 24 years old	F	Female	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				5.11	7.43						6.74	13.61	6.5	5.87	8.48	10.09	8.24	8.05			8.05			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE25	25 years old and over	M	Male	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				1.66	1.94						2.72	2.16	1.77	1.57	1.46	1.2	1.16	1.2			1.2			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y15T24	15 to 24 years old	M	Male	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				4.02	4.56						4.71	4.5	3.77	5.49	4.58	3.83	4.45	3.72			3.72			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE15	15 years old and over	M	Male	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				2.46	2.75						3.3	2.86	2.37	2.67	2.36	1.99	2.12	1.93			1.93			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				1.98	1.91						2.77	2.69	1.97	2.04	1.52	1.24	1.37	1.49			1.49			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				4.43	5.49						5.38	7.54	4.73	5.62	5.85	5.7	5.69	5.03			5.03			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				2.81	2.97						3.5	4.13	2.76	3.02	2.72	2.51	2.58	2.46			2.46			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE15	15 years old and over	F	Female	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				3.39	3.38						3.83	6.61	3.44	3.64	3.37	3.53	3.45	3.5			3.5			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	Unemployment rate, by sex, age and persons with disabilities	2020.Q2.G.03	['employment']	SL_TLF_UEM	Unemployment rate, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE25	25 years old and over	F	Female	[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2003	2017	10	PT	Percentage	G	Global				2.52	1.86						2.84	3.73	2.28	2.87	1.62	1.31	1.75	2.03			2.03			[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Monthly Employment and Income Survey		C: Country data
