series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2003	value_2004	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2015	value_2016	value_2017	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													73.5	73.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													8.6	8.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													62.0	62.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													68.2	68.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													49.3	49.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										60.2				60.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1	_T	Both sexes	[2011]	2011	2011	1	PT	Percentage	G	Global								71.6						71.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													12.5	12.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													39.0	39.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													54.0	54.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1	_T	Both sexes	[2009, 2019]	2009	2019	2	PT	Percentage	G	Global						14.7							40.2	40.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													47.1	47.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1	_T	Both sexes	[2009]	2009	2009	1	PT	Percentage	G	Global						65.0								65.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													3.8	3.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													97.6	97.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													100.0	100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													44.9	44.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													63.1	63.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													6.9	6.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													32.8	32.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI). Based on information from federal programmes only.		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													89.6	89.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	_T	Both sexes	[2017, 2019]	2017	2019	2	PT	Percentage	G	Global												1.0	81.8	81.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global												0.8		0.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1	M	Male	[2017]	2017	2017	1	PT	Percentage	G	Global												1.2		1.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													6.4	6.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	60	Bermuda	4	21	Northern America	Country	-64.78155012	32.27881922	BMU	0	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													32.2	32.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global									21.7					21.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													39.5	39.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1	_T	Both sexes	[2017]	2017	2017	1	PT	Percentage	G	Global												26.0		26.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1	_T	Both sexes	[2008, 2019]	2008	2019	2	PT	Percentage	G	Global					95.2								100.0	100.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													77.3	77.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													63.1	63.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1	_T	Both sexes	[2010]	2010	2010	1	PT	Percentage	G	Global							79.1							79.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													4.5	4.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													49.5	49.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	670	Saint Vincent and the Grenadines	5	29	Caribbean	Country	-61.19024321	13.24627968	VCT	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													59.4	59.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	674	San Marino	4	39	Southern Europe	Country	12.46329038	43.93841766	SMR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													96.9	96.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	678	Sao Tome and Principe	5	17	Middle Africa	Country	6.609772265	0.241554875	STP	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													28.9	28.9				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													16.0	16.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	682	Saudi Arabia	4	145	Western Asia	Country	44.54763347	24.12594211	SAU	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													65.0	65.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													10.0	10.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													66.2	66.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	690	Seychelles	5	14	Eastern Africa	Country	55.46561591	-4.678053059	SYC	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													69.1	69.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													6.1	6.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													72.6	72.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													66.4	66.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										21.1				21.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										80.5				80.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													67.5	67.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	716	Zimbabwe	5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1	_T	Both sexes	[2006, 2019]	2006	2019	2	PT	Percentage	G	Global			24.1										13.5	13.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													43.1	43.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global											76.2			76.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													62.1	62.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													62.6	62.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													84.8	84.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													66.7	66.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	_T	Both sexes	[2010, 2019]	2010	2019	2	PT	Percentage	G	Global							42.4						74.6	74.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													47.8	47.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													31.0	31.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1	_T	Both sexes	[2008, 2019]	2008	2019	2	PT	Percentage	G	Global					2.2								8.6	8.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1	_T	Both sexes	[2006]	2006	2006	1	PT	Percentage	G	Global			65.5											65.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	_T	Both sexes	[2004, 2019]	2004	2019	2	PT	Percentage	G	Global		36.4											29.5	29.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	_T	Both sexes	[2010, 2019]	2010	2019	2	PT	Percentage	G	Global							38.6						60.3	60.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	795	Turkmenistan	4	143	Central Asia	Country	58.9787665	40.0912346	TKM	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													52.6	52.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1	_T	Both sexes	[2008]	2008	2008	1	PT	Percentage	G	Global					34.0									34.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													16.0	16.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													44.7	44.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													68.0	68.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													8.8	8.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1	_T	Both sexes	[2009]	2009	2009	1	PT	Percentage	G	Global						67.4								67.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													84.8	84.8				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										2.3				2.3				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1	_T	Both sexes	[2008, 2019]	2008	2019	2	PT	Percentage	G	Global					54.7								54.6	54.6				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													44.1	44.1				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	882	Samoa	4	61	Polynesia	Country	-172.4430749	-13.61541469	WSM	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													53.5	53.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													37.7	37.7				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global										12.2				12.2				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													14.5	14.5				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	92	British Virgin Islands	5	29	Caribbean	Country	-64.63294223	18.42256578	VGB	0	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													98.4	98.4				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
SI_COV_WKINJRY	[ILO] Proportion of employed population covered in the event of work injury, by sex (%)	96	Brunei Darussalam	4	35	South-Eastern Asia	Country	114.6288563	4.49736984	BRN	1	1	_T	Both sexes	[2019]	2019	2019	1	PT	Percentage	G	Global													88.0	88.0				ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI)		E: Estimated data
