series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2011	value_2015	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	728	South Sudan	5	14	Eastern Africa	Country	30.32618773	7.290839152	SSD	1	1	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global			9.7	9.5	9.5				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global			4.9	7.1	7.1				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	740	Suriname	5	5	South America	Country	-55.90626394	4.132603197	SUR	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	8.7	6.5	5.6	8.6	8.6				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	747	Northern Africa and Western Asia	2	1	World	Region						[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	7.2	7.5	7.0	6.8	6.8				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	14.3	13.8	15.9	17.9	17.9				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	753	Eastern and South-Eastern Asia	2	1	World	Region						[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	8.4	7.4	7.6	6.9	6.9				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	13.4	7.0	6.3	7.1	7.1				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global			4.6	6.4	6.4				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	2.6	1.5	4.6	4.3	4.3				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	7.6	7.6	9.2	8.3	8.3				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1	[2015, 2017, 2018]	2015	2018	3	PT	Percentage	G	Global		8.6	7.0	8.0	8.0				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	776	Tonga	4	61	Polynesia	Country	-175.1959991	-21.19511329	TON	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	11.9	8.3	9.5	9.4	9.4				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	8.8	6.1	8.5	8.6	8.6				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	8.8	7.0	6.8	7.1	7.1				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	7.9	7.9	8.4	8.4	8.4				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	14.7	12.8	10.6	9.0	9.0				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	6.3	4.7	6.8	6.4	6.4				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global			10.4	10.2	10.2				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	4.2	5.7	5.3	5.0	5.0				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	10.1	9.6	10.6	11.1	11.1				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	860	Uzbekistan	4	143	Central Asia	Country	63.11944558	41.77560518	UZB	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	2.2	1.7	1.7	1.4	1.4				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	882	Samoa	4	61	Polynesia	Country	-172.4430749	-13.61541469	WSM	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	10.7	8.5	10.5	9.0	9.0				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	3.3	3.7	5.4	5.6	5.6				World Development Indicators database, World Bank		_X: Data nature not available
SI_RMT_COST	Remittance costs as a proportion of the amount remitted (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1	[2011, 2015, 2017, 2018]	2011	2018	4	PT	Percentage	G	Global	14.2	15.7	15.2	14.7	14.7				World Development Indicators database, World Bank		_X: Data nature not available
