series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		0.86205	0.86205	0.86205	0.86205			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	16.36364	16.9697	16.9697	21.81818	21.81818			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	30.9132	32.93536	35.11886	35.11886	35.11886			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	40.8747	40.22287	39.57073	38.9189	38.9189			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	35.59069	35.41169	35.38186	35.38186	35.38186			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	39	Southern Europe	3	150	Europe	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	15.76894	18.66107	20.42863	20.47533	20.47533			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[2010]	2010	2010	1	PT	Percentage	G	Global			16.46767		16.46767			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	26.33755	17.03283	17.03283	17.03283	17.03283			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		35.48718	35.48718	35.48718	35.48718			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.138	9.33605	11.82869	13.21097	13.21097			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	408	Democratic People's Republic of Korea	4	30	Eastern Asia	Country	127.1803633	40.1462645	PRK	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	22.44087	22.44087	22.44087	22.44087	22.44087			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	7.16365	11.52975	11.41656	11.30336	11.30336			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	8.05338	8.854	12.28414	12.28414	12.28414			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	419	Latin America and the Caribbean	3	19	Americas	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	24.46473	29.64862	33.1767	33.63343	33.63343			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	2.54916	2.54916	2.54916	2.54916	2.54916			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	2.04082	2.04082	2.04082	2.04082	2.04082			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.236	18.80215	17.49702	17.90524	17.90524			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.1876	4.73798	4.73798	4.73798	4.73798			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	432	Landlocked developing countries (LLDCs)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	27.99762	27.46956	26.89153	25.81265	25.81265			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	438	Liechtenstein	4	155	Western Europe	Country	9.552985019	47.14167005	LIE	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	60.0	60.0	60.0	60.0	60.0			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.11927	19.44954	20.82569	21.10092	21.10092			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	24.05195	38.09829	38.09829	39.38908	39.38908			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	24.05466	24.05466	24.05466	24.05466	24.05466			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.15724	22.21221	21.92836	22.71232	22.71232			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	82.71474	82.71474	82.71474	62.63919	62.63919			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	474	Martinique	5	29	Caribbean	Country	-60.91544135	14.56086108	MTQ	0	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		4.53608	4.53608	14.02062	14.02062			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	28.75648	37.56477	38.34197	38.34197	38.34197			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	5.73334	10.93163	12.12879	13.32594	13.32594			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.39873	4.97932	5.13253	5.26961	5.26961			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	44.12561	42.58811	41.04264	40.2229	40.2229			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	10.7824	14.91443	15.64792	16.38142	16.38142			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.57195	1.57195	23.28053	23.28053	23.28053			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	5	South America	4	419	Latin America and the Caribbean	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	26.19144	31.47024	35.2941	35.68534	35.68534			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	15.88523	17.21484	17.35479	18.96431	18.96431			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	500	Montserrat	5	29	Caribbean	Country	-62.19261223	16.73558313	MSR	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	46.4	46.4	46.4			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.8821	4.01278	6.67614	7.45739	7.45739			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	11.52609	11.21508	10.91987	25.0	25.0			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	513	Europe and Northern America	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	4.94692	5.47167	6.02076	6.0797	6.0797			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	514	Developed Regions	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	5.39166	6.05636	6.68057	6.87379	6.87379			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	515	Developing Regions	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	19.46916	22.7545	24.56437	25.40818	25.40818			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	9.95809	9.95809	9.95809	9.95809	9.95809			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	518	Eastern Asia (excluding Japan)	1			Group								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	10.04804	13.3653	14.65312	15.06926	15.06926			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	15.07151	14.46645	14.46645	16.22662	16.22662			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	21.2766	22.34043	23.1383	23.93617	23.93617			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	53	Australia and New Zealand	3	9	Oceania	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	11.15422	13.63676	15.23916	17.17181	17.17181			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	54	Melanesia	3	9	Oceania	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.67927	1.67927	1.00465	5.03792	5.03792			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.6782	1.6782	1.00401	5.03526	5.03526			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		35.33294	35.52994	36.95823	36.95823			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	31.86866	31.86866	31.86866	31.86866	31.86866			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	56	Belgium	4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.9801	3.99473	3.84841	3.84841	3.84841			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	19.26445	19.26445	19.26445	19.26445	19.26445			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	35.87874	35.87874	35.87874	35.87874	35.87874			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.30449	2.28699	3.53369	4.78038	4.78038			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			43.66472	43.66472	43.66472			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.93364	0.93364	0.93364	5.35177	5.35177			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			12.29524	12.29524	12.29524			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			22.22293	25.47365	25.47365			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	21.14428	20.99502	20.02488	23.19652	23.19652			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	61	Polynesia	3	9	Oceania	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	0.85569	0.85569			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.90779	1.93959	1.95019	1.95019	1.95019			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	62	Central and Southern Asia	2	1	World	Region								[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.09503	21.28923	21.87835	21.99164	21.99164			Aggregate. Only countries with data for all years included	FAO, Global Forest Resources Assessment		_X: Data nature not available
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	21.40163	21.90446	21.14236	21.14236	21.14236			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1			[2000, 2005]	2000	2005	2	PT	Percentage	G	Global	0.5071	0.6359			0.6359			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	638	Réunion	5	14	Eastern Africa	Country	55.53171398	-21.13183266	REU	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	18.18182	48.86364	77.27273	77.27273	77.27273			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	31.47475	31.72042	31.96613	32.21183	32.21183			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	2.23	13.32167	25.44819	37.9828	37.9828			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	1.9867	2.02322	2.15628	2.16785	2.16785			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	12.91667	12.91667	12.91667	12.91667	12.91667			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	659	Saint Kitts and Nevis	5	29	Caribbean	Country	-62.76628613	17.33994219	KNA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	100.0	100.0	100.0			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	11.82266	11.82266	11.82266	11.82266	11.82266			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	663	Saint Martin (French Part)	5	29	Caribbean	Country	-63.04505461	18.0882685	MAF	0	1			[2015]	2015	2015	1	PT	Percentage	G	Global				9.93007	9.93007			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	666	Saint Pierre and Miquelon	4	21	Northern America	Country	-56.33682442	46.85812735	SPM	0	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1			[2005, 2010, 2015]	2005	2015	3	PT	Percentage	G	Global		19.50186	19.50186	19.50186	19.50186			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	682	Saudi Arabia	4	145	Western Asia	Country	44.54763347	24.12594211	SAU	1	1			[2010, 2015]	2010	2015	2	PT	Percentage	G	Global			0.30706	0.30706	0.30706			FAO Estimate	FAO, Global Forest Resources Assessment		E: Estimated data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	19.44881	18.95322	18.51807	18.08292	18.08292			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	8.78676	13.97059	16.61765	18.41912	18.41912			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	690	Seychelles	5	14	Eastern Africa	Country	55.46561591	-4.678053059	SYC	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	44.26302	46.72208	49.18113	49.18113	49.18113			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	3.67937	3.67937	6.14323	7.98292	7.98292			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	702	Singapore	4	35	South-Eastern Asia	Country	103.8107883	1.361009155	SGP	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	20.4893	20.4893	20.4893	20.4893	20.4893			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1			[2000, 2005, 2010, 2015]	2000	2015	4	PT	Percentage	G	Global	43.5567	45.82474	56.90722	58.35052	58.35052			Country data submitted to FAO	FAO, Global Forest Resources Assessment		C: Country data
