series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			F	Female	[2011]	2011	2011	1	PT	Percentage	G	Global												28.91									28.91			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old	HS - General Household Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	24.74	25.64	27.66	28.18	29.71	31.04	33.95	33.29	32.64	34.55	35.03	31.2	31.16	31.35	33.32	33.66	35.4	35.95	33.47		33.47			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	583	Micronesia (Federated States of)	4	57	Micronesia	Country	158.225216	6.880670092	FSM	1	1			F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															18.19						18.19			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age	HIES - Household Income and Expenditure Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	585	Palau	4	57	Micronesia	Country	134.5733878	7.502307591	PLW	1	1			F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															35.54						35.54			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age	HIES - Household Income and Expenditure Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			F	Female	[2006, 2007, 2008, 2009, 2010, 2011, 2013]	2006	2013	7	PT	Percentage	G	Global							7.62	6.08	5.23	5.7	6.4	5.75		4.22							4.22			[2006,2013]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year | Break in series: Methodology revised // [2007-2011]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year	LFS - Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			F	Female	[2011, 2012, 2013, 2014]	2011	2014	4	PT	Percentage	G	Global												45.82	46.52	40.61	43.54						43.54			Repository: ILO-STATISTICS - Micro data processing | Data reference period: August	LFS - Labour Market Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global											19.29										19.29			Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	HIES - Household Income and Expenditure Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1			F	Female	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018]	2006	2018	12	PT	Percentage	G	Global							59.31	37.91	40.5	40.52	40.76	40.6	41.08	41.88	41.29	41.38		23.24	25.51		25.51			Repository: ILO-STATISTICS - Micro data processing	LFS - Labor Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	31.35	27.67	29.32	33.98	35.35	34.06	36.06	37.12	36.2	36.04	37.46	35.91	35.04	35.45	36.36	37.43	38.13	38.19	39.52		39.52			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	620	Portugal	4	39	Southern Europe	Country	-7.961599811	39.68509315	PRT	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	21.89	22.64	28.34	27.08	30.05	29.12	31.43	30.81	31.32	34.4	35.71	26.15	27.9	27.61	31.84	30.37	32.24	30.44	32.16		32.16			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			F	Female	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PT	Percentage	G	Global						31.69	33.69	32.55	34.34	36.4	36.28	31.85	30.83	30.58	30.73	31.53	32.42	30.09	30.06		30.06			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1			F	Female	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	40.37	39.3	39.75		39.75			Repository: ILO-STATISTICS - Micro data processing | Remarks: Information provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1			F	Female	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		36.3	33.22		33.22			Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1			F	Female	[2016, 2017, 2018]	2016	2018	3	PT	Percentage	G	Global																	29.95	26.75	30.44		30.44			Repository: ILO-STATISTICS - Micro data processing	LFS - Continuous Employment Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1			F	Female	[2008, 2009, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	8	PT	Percentage	G	Global									36.57	39.41				32.68	31.46	30.9	30.89	30.26	29.79		29.79			[2008,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2009,2015-2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	690	Seychelles	5	14	Eastern Africa	Country	55.46561591	-4.678053059	SYC	1	1			F	Female	[2014, 2015, 2016]	2014	2016	3	PT	Percentage	G	Global															44.87	49.0	43.79				43.79			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1			F	Female	[2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2006	2019	13	PT	Percentage	G	Global							23.73	20.27	33.35	27.67		22.6	23.03	21.42	24.16	24.18	18.78	18.83	26.12	25.43	25.43			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	32.48	34.36	33.14	34.08	30.58	30.02	27.39	31.83	29.15	31.68	35.58	27.68	30.4	30.27	28.22	27.82	34.26	30.27	30.37		30.37			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	34.61	36.43	35.77	41.92	40.2	42.02	41.97	37.55	43.29	44.69	43.25	38.92	40.26	38.55	36.47	36.98	41.77	41.89	38.22		38.22			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	22.58	22.62	25.46	27.65	26.83	30.48	31.4	32.0	31.46	33.23	32.05	33.65	34.77	33.12	34.29	33.89	35.73	35.23	33.93		33.93			Repository: ILO-STATISTICS - Micro data processing	LFS - Quarterly Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			F	Female	[2009]	2009	2009	1	PT	Percentage	G	Global										29.55											29.55			Repository: ILO-STATISTICS - Micro data processing	HS - Botswana Core Welfare Indicators (Poverty) Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	724	Spain	4	39	Southern Europe	Country	-3.554078296	40.39211472	ESP	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	15.65	17.35	18.13	15.86	18.93	21.5	23.12	23.75	23.76	24.7	27.12	28.1	28.79	29.34	29.4	30.35	30.34	30.91	31.9		31.9			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	54.64				54.64			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	27.58	31.16	32.25	30.54	31.64	31.91	31.73	31.02	30.82	31.13	31.32	33.51	34.5	35.52	37.47	39.79	39.51	39.43	39.35		39.35			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			F	Female	[2000, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	9	PT	Percentage	G	Global	16.07											31.05	30.92	31.24	31.23	32.86	33.8	30.47	31.6		31.6			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			F	Female	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	16	PT	Percentage	G	Global			35.02	34.22	35.67	38.07	36.3	37.68	35.83	35.22		36.58	36.45	36.96	37.37	37.97	38.23	38.37	38.72		38.72			Repository: ILO-STATISTICS - Micro data processing	[2002-2009,2011]: HS - National Household Sample Survey // [2012-2018]: HS - Continuous National Household Sample Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			F	Female	[2010, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	7	PT	Percentage	G	Global											24.35			27.1	29.37	29.83	29.53	30.76	30.87		30.87			[2010]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2018]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	784	United Arab Emirates	4	145	Western Asia	Country	53.98279159	23.43322219	ARE	1	1			F	Female	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																		12.17	15.75		15.75			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1			F	Female	[2009, 2010]	2009	2010	2	PT	Percentage	G	Global										18.25	19.26										19.26			Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter	LFS - National Population and Employment Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			F	Female	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	PT	Percentage	G	Global							17.26	18.0	19.38	20.08	18.76	13.0	14.34	16.57	15.54	14.43	16.7	17.27	16.33		16.33			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	798	Tuvalu	4	61	Polynesia	Country	178.6679611	-7.460048071	TUV	1	1			F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global																	36.73				36.73			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age	HIES - Household Income and Expenditure Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			F	Female	[2007, 2008, 2009, 2010, 2012, 2013]	2007	2013	6	PT	Percentage	G	Global								22.81	24.43	21.98	16.25		14.71	29.3							29.3			[2007]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2008-2010,2012-2013]: Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1			F	Female	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	PT	Percentage	G	Global							23.56	30.82	30.23	36.89	30.69	26.29	23.28	24.67	25.95	23.0	27.27	22.54	28.21		28.21			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			F	Female	[2008]	2008	2008	1	PT	Percentage	G	Global									9.01												9.01			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force sample survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	34.69	29.62	31.39	31.47	32.46	33.61	34.26	34.35	34.75	35.38	35.98	32.12	32.39	32.31	32.86	32.4	33.78	34.36	34.22		34.22			Repository: Eurostat special tabulation	LFS - EU Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	834	United Republic of Tanzania	5	14	Eastern Africa	Country	34.80521182	-6.265332606	TZA	1	1			F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global															17.34						17.34			Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1			F	Female	[2015, 2016]	2015	2016	2	PT	Percentage	G	Global																39.14	41.71				41.71			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	35.31	35.88	36.4	37.38	37.27	37.56	36.95	37.95	37.95	38.07	38.8	38.59	39.07	38.75	38.8	39.37	39.73	40.53	40.47		40.47			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old	LFS - Current Population Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	PT	Percentage	G	Global	20.46	15.09	13.71	13.26	11.39	17.28	23.43	22.12	17.88	22.52	23.65	31.24	36.47	34.18	31.8	34.01	33.67	35.05	37.27		37.27			Repository: ILO-STATISTICS - Micro data processing	LFS - Continous Household Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	882	Samoa	4	61	Polynesia	Country	-172.4430749	-13.61541469	WSM	1	1			F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													41.63								41.63			Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	LFS - Labour force survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	894	Zambia	5	14	Eastern Africa	Country	27.850329	-14.59701056	ZMB	1	1			F	Female	[2017]	2017	2017	1	PT	Percentage	G	Global																		28.51			28.51			Repository: ILO-STATISTICS - Micro data processing	LFS - Labour Force Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1			F	Female	[2013]	2013	2013	1	PT	Percentage	G	Global														25.08							25.08			Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age	HIES - Household Income and Expenditure Survey		C: Country data
IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	96	Brunei Darussalam	4	35	South-Eastern Asia	Country	114.6288563	4.49736984	BRN	1	1			F	Female	[2014, 2017]	2014	2017	2	PT	Percentage	G	Global															32.51			36.97			36.97			[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	LFS - Labour force survey		C: Country data
