series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			Y_GE15	15 years old and over	M	Male	[2004, 2005, 2006, 2007, 2009, 2010, 2011, 2017]	2004	2017	8	PT	Percentage	G	Global					0.3	0.2	0.1	0.4		0.1	0.0	0.1						0.2			0.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y_GE15	15 years old and over	M	Male	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							20.2							9.1				9.8			9.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y15T24	15 to 24 years old	M	Male	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							28.6							14.5				15.6			15.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y_GE25	25 years old and over	M	Male	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							18.2							7.9				8.5			8.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							27.3							13.8				15.0			15.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y_GE25	25 years old and over	F	Female	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							22.2							10.5				11.5			11.5				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y_GE15	15 years old and over	F	Female	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							22.9							10.9				12.0			12.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y15T24	15 to 24 years old	F	Female	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							25.9							13.0				14.2			14.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							21.5							10.0				10.8			10.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2006, 2013, 2017]	2006	2017	3	PT	Percentage	G	Global							20.1							9.1				9.9			9.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2006]: E: Estimated data // [2013,2017]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	40.7	38.6	35.8	33.0	28.6	24.2	21.9	20.4	21.0	19.1	17.4	12.8	10.7	3.6	2.9	1.9	1.8	1.7	1.5	1.4	1.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y_GE15	15 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	34.6	32.4	29.5	26.7	22.6	18.7	16.7	15.4	15.8	14.3	12.9	9.4	7.8	2.5	2.0	1.2	1.1	1.0	0.9	0.8	0.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y_GE25	25 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	33.2	31.0	28.2	25.4	21.4	17.6	15.6	14.4	14.8	13.4	12.1	8.8	7.4	2.4	1.8	1.1	1.0	0.9	0.9	0.8	0.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	39.8	38.0	35.5	32.9	28.8	24.6	22.4	20.9	21.5	19.7	18.1	13.4	11.3	3.8	3.0	1.9	1.8	1.6	1.5	1.4	1.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y_GE15	15 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	31.7	29.4	26.5	23.7	20.0	16.4	14.5	13.3	13.4	11.9	10.7	7.7	6.3	2.0	1.6	1.0	0.9	0.8	0.7	0.7	0.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y_GE25	25 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	30.2	27.8	24.9	22.1	18.4	15.0	13.2	12.0	12.1	10.6	9.5	6.8	5.6	1.8	1.4	0.9	0.8	0.7	0.7	0.6	0.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	40.2	38.3	35.7	32.9	28.7	24.4	22.2	20.7	21.3	19.4	17.8	13.2	11.0	3.7	2.9	1.9	1.8	1.6	1.5	1.4	1.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y_GE15	15 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	33.0	30.7	27.8	25.0	21.2	17.4	15.5	14.2	14.5	13.0	11.7	8.4	7.0	2.3	1.7	1.1	1.0	0.9	0.8	0.8	0.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	30	Eastern Asia	3	142	Asia	Region								Y_GE25	25 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	31.5	29.2	26.3	23.5	19.7	16.1	14.3	13.0	13.3	11.8	10.7	7.7	6.4	2.1	1.6	1.0	0.9	0.8	0.7	0.7	0.7				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y15T24	15 to 24 years old	F	Female	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.1	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE15	15 years old and over	F	Female	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.0	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE25	25 years old and over	F	Female	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.0	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y15T24	15 to 24 years old	M	Male	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.1	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE15	15 years old and over	M	Male	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.1	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE25	25 years old and over	M	Male	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.1	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.1	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.1	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2002, 2003, 2004, 2005]	2002	2005	4	PT	Percentage	G	Global			0.0	0.1	0.1	0.1															0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	3.1	6.3	10.3	3.9	2.6	1.4	1.1	0.6	0.6	0.6	0.6	0.2	0.2	0.2	0.2		0.2	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE25	25 years old and over	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	3.1	6.4	10.4	3.9	2.6	1.4	1.1	0.6	0.6	0.6	0.6	0.2	0.2	0.2	0.2		0.2	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	2.2	4.1	6.3	2.9	2.0	1.0	0.8	0.5	0.5	0.4	0.4	0.2	0.1	0.1	0.1		0.1	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	3.0	6.0	9.7	4.0	2.7	1.4	1.1	0.7	0.7	0.6	0.6	0.2	0.2	0.2	0.2		0.2	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE25	25 years old and over	M	Male	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	3.2	6.3	10.2	4.2	2.8	1.5	1.2	0.7	0.7	0.7	0.6	0.2	0.2	0.2	0.2		0.2	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	2.5	4.9	7.9	3.3	2.2	1.2	0.9	0.6	0.5	0.5	0.4	0.2	0.2	0.1	0.1		0.1	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	3.1	6.1	10.0	4.0	2.6	1.4	1.1	0.7	0.7	0.6	0.6	0.2	0.2	0.2	0.2		0.2	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	3.2	6.3	10.3	4.1	2.7	1.5	1.1	0.7	0.7	0.7	0.6	0.2	0.2	0.2	0.2		0.2	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y15T24	15 to 24 years old	F	Female	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017]	2000	2017	17	PT	Percentage	G	Global	2.9	6.1	10.2	3.8	2.6	1.3	1.0	0.6	0.6	0.6	0.5	0.2	0.2	0.2	0.1		0.2	0.1			0.1				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y15T24	15 to 24 years old	F	Female	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	5.6						9.9								7.9						7.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE15	15 years old and over	F	Female	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	5.3						7.6								6.6						6.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE25	25 years old and over	F	Female	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	5.2						6.8								6.2						6.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y15T24	15 to 24 years old	M	Male	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	8.0						10.6								7.9						7.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE15	15 years old and over	M	Male	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	7.5						5.1								4.0						4.0				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE25	25 years old and over	M	Male	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	7.3						2.4								2.4						2.4				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	7.2						10.4								7.9						7.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE15	15 years old and over	_T	Both sexes	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	6.7						6.0								4.9						4.9				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y_GE25	25 years old and over	_T	Both sexes	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global	6.5						4.0								3.8						3.8				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2000,2006]: E: Estimated data // [2014]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			Y_GE25	25 years old and over	M	Male	[2002, 2007, 2012]	2002	2012	3	PT	Percentage	G	Global			57.6					54.3					30.6								30.6				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2007,2012]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			Y_GE15	15 years old and over	M	Male	[2002, 2007, 2012]	2002	2012	3	PT	Percentage	G	Global			61.3					58.7					36.2								36.2				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2007,2012]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			Y15T24	15 to 24 years old	_T	Both sexes	[2002, 2007, 2012]	2002	2012	3	PT	Percentage	G	Global			70.4					67.9					46.3								46.3				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2007,2012]: M: Modeled data
SI_POV_EMP1	Employed population below international poverty line, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			Y15T24	15 to 24 years old	M	Male	[2002, 2007, 2012]	2002	2012	3	PT	Percentage	G	Global			72.6					70.4					51.3								51.3				ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		[2002]: E: Estimated data // [2007,2012]: M: Modeled data
