series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[2016, 2017]	2016	2017	2	PER_100000_POP	Per 100,000 population	G	Global												0.234	0.107		0.107			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PER_100000_POP	Per 100,000 population	G	Global	0.04	0.144	0.11	0.07	0.056	0.055	0.085	0.054	0.035	0.012	0.023	0.045	0.161	0.005	0.005			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			[2017]	2017	2017	1	PER_100000_POP	Per 100,000 population	G	Global													0.051		0.051			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			[2007, 2008, 2010, 2011, 2015, 2017, 2018]	2007	2018	7	PER_100000_POP	Per 100,000 population	G	Global			0.097	0.2		0.543	0.04				0.076		0.052	0.081	0.081			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	PER_100000_POP	Per 100,000 population	G	Global	0.031	0.046	0.029	0.158	0.701	0.372	0.092	0.057	0.404	0.487	1.531	1.389	0.043		0.043			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			[2015, 2016, 2017]	2015	2017	3	PER_100000_POP	Per 100,000 population	G	Global											0.131	0.051	0.14		0.14			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	412	Kosovo	4	151	Eastern Europe	Country								[2010, 2011, 2012, 2013]	2010	2013	4	PER_100000_POP	Per 100,000 population	G	Global						0.113	0.279	0.554	0.11						0.11			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1			[2011]	2011	2011	1	PER_100000_POP	Per 100,000 population	G	Global							0.031								0.031			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			[2006, 2008, 2011, 2016, 2017, 2018]	2006	2018	6	PER_100000_POP	Per 100,000 population	G	Global		0.019		0.244			0.036					0.789	2.532	0.114	0.114			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8	PER_100000_POP	Per 100,000 population	G	Global	0.33	0.274	0.471	0.744	0.959	0.832	0.474	0.779							0.779			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			[2005, 2006, 2008, 2012, 2013, 2015, 2016, 2018]	2005	2018	8	PER_100000_POP	Per 100,000 population	G	Global	0.025	0.123		0.097				0.02	0.019		0.188	0.017		0.164	0.164			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			[2014, 2015]	2014	2015	2	PER_100000_POP	Per 100,000 population	G	Global										78.37	0.911				0.911			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PER_100000_POP	Per 100,000 population	G	Global	1.718	0.101	0.931	1.565	0.374	0.842	0.57	0.77	0.501	0.543	0.924	0.024	0.398	0.406	0.406			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			[2006, 2007, 2015, 2016, 2017, 2018]	2006	2018	6	PER_100000_POP	Per 100,000 population	G	Global		0.022	0.022								6.624	5.373	5.187	6.908	6.908			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			[2005, 2006, 2007, 2008, 2010, 2012, 2014, 2015, 2016, 2017]	2005	2017	10	PER_100000_POP	Per 100,000 population	G	Global	0.055	0.057	0.083	0.103		0.014		0.017		0.099	0.059	0.016	0.111		0.111			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			[2005, 2006, 2007, 2008]	2005	2008	4	PER_100000_POP	Per 100,000 population	G	Global	0.312	6.907	0.287	1.105											1.105			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017]	2005	2017	11	PER_100000_POP	Per 100,000 population	G	Global	0.18	0.06	0.563	0.304	0.212	0.876	0.212	0.131	0.37	0.1			0.117		0.117			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2005	2014	10	PER_100000_POP	Per 100,000 population	G	Global	0.651	0.567	12.826	1.929	12.265	11.356	0.639	11.386	2.066	0.793					0.793			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018]	2005	2018	13	PER_100000_POP	Per 100,000 population	G	Global	1.063	0.986	1.054	4.183	1.106	1.065	0.529	0.285	0.852		0.392	0.388	0.679	0.385	0.385			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			[2005, 2006, 2007, 2008, 2010, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	11	PER_100000_POP	Per 100,000 population	G	Global	7.639	7.31	8.296	9.931		5.456		5.508	0.07	3.283	6.651	7.597	6.633		6.633			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			[2006, 2009, 2013]	2006	2013	3	PER_100000_POP	Per 100,000 population	G	Global		8.13			0.162				3.059						3.059			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			[2015, 2016, 2017]	2015	2017	3	PER_100000_POP	Per 100,000 population	G	Global											0.151	0.201	0.435		0.435			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7	PER_100000_POP	Per 100,000 population	G	Global				0.187	0.319	0.142	0.024	0.009	0.015	0.003					0.003			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2015, 2016, 2017, 2018]	2005	2018	12	PER_100000_POP	Per 100,000 population	G	Global	5.96	4.228	4.917	5.266	2.67	0.078	0.076	0.109			0.657	0.205	0.104	0.154	0.154			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			[2015, 2016, 2017]	2015	2017	3	PER_100000_POP	Per 100,000 population	G	Global											14.741	11.385	10.306		10.306			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			[2017]	2017	2017	1	PER_100000_POP	Per 100,000 population	G	Global													1.539		1.539			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	52	Barbados	5	29	Caribbean	Country	-59.5346489	13.13648273	BRB	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017]	2005	2017	10	PER_100000_POP	Per 100,000 population	G	Global	1.46	0.727	2.173	1.803	0.359	2.504				0.353	1.056	1.053	1.404		1.404			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2006	2018	13	PER_100000_POP	Per 100,000 population	G	Global		2.698	2.781	4.007	5.235	4.233	2.024	1.779	2.287	2.768	33.012	1.715	1.901	1.644	1.644			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	540	New Caledonia	4	54	Melanesia	Country	165.5067368	-21.41742531	NCL	0	1			[2009, 2011]	2009	2011	2	PER_100000_POP	Per 100,000 population	G	Global					1.633		1.181								1.181			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1			[2006, 2011, 2014, 2015]	2006	2015	4	PER_100000_POP	Per 100,000 population	G	Global		0.932					0.413			5.022	4.157				4.157			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	554	New Zealand	4	53	Australia and New Zealand	Country	170.4755673	-43.98721568	NZL	1	1			[2016, 2017]	2016	2017	2	PER_100000_POP	Per 100,000 population	G	Global												0.043	0.021		0.021			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2005	2013	9	PER_100000_POP	Per 100,000 population	G	Global	0.167	0.844	24.465	0.483	0.106	0.418	0.258	0.306	0.656						0.656			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018]	2005	2018	13	PER_100000_POP	Per 100,000 population	G	Global	1.601	3.581	1.766	3.796	5.615	5.394	4.108	3.102	2.312		7.644	1.799	2.403	2.071	2.071			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	578	Norway	4	154	Northern Europe	Country	11.47846389	61.34311134	NOR	1	1			[2017]	2017	2017	1	PER_100000_POP	Per 100,000 population	G	Global													4.354		4.354			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	583	Micronesia (Federated States of)	4	57	Micronesia	Country	158.225216	6.880670092	FSM	1	1			[2011, 2015]	2011	2015	2	PER_100000_POP	Per 100,000 population	G	Global							1.933				9.576				9.576			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018]	2005	2018	13	PER_100000_POP	Per 100,000 population	G	Global	30.375	6.725	2.946	5.1	4.22	3.178	1.529	1.912	1.844	0.849		0.219	0.166	0.068	0.068			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PER_100000_POP	Per 100,000 population	G	Global	0.39	0.324	0.955	4.067	2.626	1.839	2.185	1.007	1.719	2.664	0.328	1.289	0.669	1.115	1.115			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2005	2015	11	PER_100000_POP	Per 100,000 population	G	Global	0.063	0.974	7.74	0.354	5.455	0.225	0.014	0.929	0.132	0.129	0.379				0.379			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018]	2005	2018	13	PER_100000_POP	Per 100,000 population	G	Global	0.035	0.034	0.318	0.761	0.245	0.338	0.397	0.408	0.062	0.122	0.136	0.268		0.101	0.101			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	PER_100000_POP	Per 100,000 population	G	Global	0.5	0.333	2.259	0.695	0.51	0.623	0.064	0.7	0.507	0.291	0.574	0.34	0.771	0.516	0.516			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1			[2015, 2016, 2017, 2018]	2015	2018	4	PER_100000_POP	Per 100,000 population	G	Global											0.5	0.508	0.381	0.243	0.243			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1			[2017, 2018]	2017	2018	2	PER_100000_POP	Per 100,000 population	G	Global													2.368	0.055	0.055			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1			[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	8	PER_100000_POP	Per 100,000 population	G	Global					0.366	0.901	0.354	0.864	1.52	0.247	5.882	0.236			0.236			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
VC_DSR_MTMP	Number of deaths and missing persons attributed to disasters per 100,000 population (number)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1			[2009, 2010, 2011, 2014, 2017, 2018]	2009	2018	6	PER_100000_POP	Per 100,000 population	G	Global					3.639	0.275	1.621			0.129			2.6	2.081	2.081			Disclaimer: the data being submitted by UNISDR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.	United Nations Office for Disaster Risk Reduction (2019)		C: Country data
