series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1990	value_1991	value_1992	value_1993	value_1994	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14	PT	Percentage	G	Global															34.3	35.4	36.9	38.8	34.9	34.9	37.3	34.1	30.0	26.2	23.5	21.6	22.0	21.9		21.9			Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			R	Rural	[2010]	2010	2010	1	PT	Percentage	G	Global																					73.9									73.9			Source: Integrated Household Survey Income and Expenditure Poverty Assessment-2010. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			U	Urban	[2010]	2010	2010	1	PT	Percentage	G	Global																					32.7									32.7			Source: Integrated Household Survey Income and Expenditure Poverty Assessment-2010. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			_T	All areas	[2015]	2015	2015	1	PT	Percentage	G	Global																										48.6				48.6			Source: Integrated Household Survey Income and Expenditure Poverty Assessment-2015. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			U	Urban	[2010, 2011]	2010	2011	2	PT	Percentage	G	Global																					25.8	26.1								26.1			Source: Palestinian Central Bureau of Statistics.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			R	Rural	[2010, 2011]	2010	2011	2	PT	Percentage	G	Global																					21.9	19.4								19.4			Source: Palestinian Central Bureau of Statistics.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	All areas	[2010, 2011, 2016]	2010	2016	3	PT	Percentage	G	Global																					25.7	25.8					29.2			29.2			Source: Palestinian Central Bureau of Statistics.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			U	Urban	[2005, 2012]	2005	2012	2	PT	Percentage	G	Global																12.4							10.6							10.6			[2005]: Source: Poverty Profile in Ghana (2005-2013). Poverty line is absolute. Government estimate. // [2012]: Source: Poverty Profile in Ghana (2005 - 2013). Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			_T	All areas	[2005, 2012, 2016]	2005	2016	3	PT	Percentage	G	Global																31.9							24.2				23.4			23.4			[2005]: Source: Poverty Profile in Ghana (2005-2013). Poverty line is absolute. Government estimate. // [2012]: Source: Poverty Profile in Ghana (2005 - 2013). Poverty line is absolute. Government estimate. // [2016]: Source: Poverty Profile in Ghana (2005 - 2017). Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			R	Rural	[2005, 2012]	2005	2012	2	PT	Percentage	G	Global																43.7							37.9							37.9			[2005]: Source: Poverty Profile in Ghana (2005-2013). Poverty line is absolute. Government estimate. // [2012]: Source: Poverty Profile in Ghana (2005 - 2013). Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	All areas	[2006]	2006	2006	1	PT	Percentage	G	Global																	21.8													21.8			Source: GOK and UNDP (2010), Kiribati: Analysis of the 2006 Household Income and Expenditure Survey The welfare measure used is consumption per adult equivalent. Poverty line is absolute.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			R	Rural	[2001]	2001	2001	1	PT	Percentage	G	Global												42.5																		42.5			Source: Azerbaijan: Living Conditions Assessment Report, Report No. 52801-AZ, March 2010. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			U	Urban	[2001]	2001	2001	1	PT	Percentage	G	Global												55.7																		55.7			Source: Azerbaijan: Living Conditions Assessment Report, Report No. 52801-AZ, March 2010. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	All areas	[2001, 2007, 2008, 2009, 2010, 2011, 2012]	2001	2012	7	PT	Percentage	G	Global												49.6						15.8	13.2	10.9	9.1	7.6	6.0							6.0			[2001]: Source: Azerbaijan: Living Conditions Assessment Report, Report No. 52801-AZ, March 2010. Poverty line is absolute. World Bank estimate. // [2007-2012]: Source: Statistical yearbook of Azerbaijan, 2013. State Statistical Committee of the Republic of Azerbaijan. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			U	Urban	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2003	2013	11	PT	Percentage	G	Global														47.8	40.2	33.8	26.9	20.6	15.3	13.2	9.9	6.5	5.4	4.7						4.7				World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	All areas	[2016, 2017]	2016	2017	2	PT	Percentage	G	Global																											30.3	25.7		25.7			Source: Instituto Nacional de Estadisticas y Censos (INDEC), EPH-C, Second semester. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			U	Urban	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global											27.1						30.0								42.2					42.2			Source: National Statistical Institute, Encuesta nacional de condiciones de vida. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	All areas	[2000, 2006, 2011, 2014]	2000	2014	4	PT	Percentage	G	Global											56.0						51.0					53.7			59.3					59.3			[2000,2006,2014]: Source: National Statistical Institute, Encuesta nacional de condiciones de vida. Poverty line is absolute. Government estimate. // [2011]: Source: National Statistical Institute, Encuesta nacional de condiciones de vida.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			R	Rural	[2000, 2006, 2014]	2000	2014	3	PT	Percentage	G	Global											74.5						70.5								76.1					76.1			Source: National Statistical Institute, Encuesta nacional de condiciones de vida. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			U	Urban	[1994, 2002, 2007, 2012]	1994	2012	4	PT	Percentage	G	Global					17.5								23.5					30.5					35.4							35.4			[1994]: Source: PAUVRETE ET INEGALITES EN GUINEE DE1994 A 2012 ANALYSE A PARTIR DâENQUETES AUPRES DES MENAGES. Poverty line is absolute. Government estimate. // [2002,2007,2012]: Source: INS & Guinea Poverty Assement, 2017. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			R	Rural	[1994, 2002, 2007, 2012]	1994	2012	4	PT	Percentage	G	Global					82.1								59.9					63.0					64.7							64.7			[1994]: Source: PAUVRETE ET INEGALITES EN GUINEE DE1994 A 2012 ANALYSE A PARTIR DâENQUETES AUPRES DES MENAGES. Poverty line is absolute. Government estimate. // [2002,2007,2012]: Source: INS & Guinea Poverty Assement, 2017. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			_T	All areas	[1994, 2002, 2007, 2012]	1994	2012	4	PT	Percentage	G	Global					62.6								55.4					53.0					55.2							55.2			[1994]: Source: PAUVRETE ET INEGALITES EN GUINEE DE1994 A 2012 ANALYSE A PARTIR DâENQUETES AUPRES DES MENAGES. Poverty line is absolute. Government estimate. // [2002,2007,2012]: Source: INS & Guinea Poverty Assement, 2017. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			_T	All areas	[2012]	2012	2012	1	PT	Percentage	G	Global																							58.5							58.5			Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			R	Rural	[2012]	2012	2012	1	PT	Percentage	G	Global																							74.9							74.9			Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			U	Urban	[2012]	2012	2012	1	PT	Percentage	G	Global																							40.6							40.6			Source: National official poverty line developed in 2012. Rates based on consumption agregate. Rates are official and have been launched on may 13 2014, but have not been uploaded in the government websites as of yet. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			_T	All areas	[2017, 2018]	2017	2018	2	PT	Percentage	G	Global																												64.3	61.9	61.9			Source: INE. Encuesta Permanente de Hogares de PropĂłsitos Multiples (EPHPM). Household poverty. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11	PT	Percentage	G	Global															13.5	15.9	12.3	12.4	12.4	12.3	14.1	14.3	15.0	15.0	14.9					14.9			[2004-2013]: Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. The welfare measure used is income per adult equivalent. Poverty line is relative. Government estimate. // [2014]: Source: Most Recent Comparable Series:2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014. The complete series can be downloaded from the databank, http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			_T	All areas	[1993, 2004, 2009, 2011]	1993	2011	4	PT	Percentage	G	Global				45.3											37.2					29.8		21.9								21.9			[1993,2004]: Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. Poverty line is absolute. Government estimate. // [2009]: Source: Press Note on Poverty Estimates, 2009-10. Government of India, Planning Commision. March 2012. Estimates based on Tendulkar Methodology. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate. // [2011]: Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			U	Urban	[1993, 2004, 2009, 2011]	1993	2011	4	PT	Percentage	G	Global				31.8											25.7					20.9		13.7								13.7			[1993,2004]: Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. Poverty line is absolute. Government estimate. // [2009]: Source: Press Note on Poverty Estimates, 2009-10. Government of India, Planning Commision. March 2012. Estimates based on Tendulkar Methodology. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate. // [2011]: Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			R	Rural	[1993, 2004, 2009, 2011]	1993	2011	4	PT	Percentage	G	Global				50.1											41.8					33.8		25.7								25.7			[1993,2004]: Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. Poverty line is absolute. Government estimate. // [2009]: Source: Press Note on Poverty Estimates, 2009-10. Government of India, Planning Commision. March 2012. Estimates based on Tendulkar Methodology. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate. // [2011]: Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			_T	All areas	[2015, 2016, 2017]	2015	2017	3	PT	Percentage	G	Global																										11.2	10.9	10.6		10.6			Source: Biro Pusat Statistik (BPS), Indonesia. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			_T	All areas	[2006, 2012]	2006	2012	2	PT	Percentage	G	Global																	22.4						18.9							18.9			Source: World Bank (2014). Iraq Poverty and Inclusion Assessment. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			R	Rural	[2006, 2012]	2006	2012	2	PT	Percentage	G	Global																	39.0						30.6							30.6			Source: World Bank (2014). Iraq Poverty and Inclusion Assessment. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			U	Urban	[2006, 2012]	2006	2012	2	PT	Percentage	G	Global																	15.7						14.8							14.8			Source: World Bank (2014). Iraq Poverty and Inclusion Assessment. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			U	Urban	[2002, 2008, 2015]	2002	2015	3	PT	Percentage	G	Global													24.5						29.4							35.9				35.9			[2002,2008]: Source: Institut National de la Statistque: ENV 2015 Report The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate. // [2015]: Source: Institut National de la Statistque: ENV 2015 Report The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			R	Rural	[2002, 2008, 2015]	2002	2015	3	PT	Percentage	G	Global													49.0						62.5							56.8				56.8			[2002,2008]: Source: Institut National de la Statistque: ENV 2015 Report The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate. // [2015]: Source: Institut National de la Statistque: ENV 2015 Report The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			_T	All areas	[2002, 2008, 2015]	2002	2015	3	PT	Percentage	G	Global													38.4						48.9							46.3				46.3			[2002,2008]: Source: Institut National de la Statistque: ENV 2015 Report The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate. // [2015]: Source: Institut National de la Statistque: ENV 2015 Report The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			_T	All areas	[1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012]	1990	2012	22	PT	Percentage	G	Global	28.4	44.6	33.9	24.4	22.8	27.5	26.1	19.9	15.9	16.9	18.7	16.9	19.7	19.1	16.9	14.8	14.3	9.9	12.3	16.5	17.6		19.9							19.9			Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			R	Rural	[1991, 1992, 1998, 1999, 2000, 2001, 2002]	1991	2002	7	PT	Percentage	G	Global		63.9	42.2						19.5	22.0	25.1	24.1	25.1																	25.1			Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			U	Urban	[1991, 1992, 1998, 1999, 2000, 2001, 2002]	1991	2002	7	PT	Percentage	G	Global		16.1	22.8						5.5	11.1	12.6	9.9	10.6																	10.6			Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			U	Urban	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15	PT	Percentage	G	Global												36.0	33.0	24.7	23.4	20.2	13.6	6.9	8.1	4.1	3.7	2.4	1.9	1.3	1.3	1.3				1.3			[2001,2003-2005]: Source: Kazakhstan PA 2012 & official poverty tables published by the authority. Poverty line is absolute. World Bank estimate. // [2002]: Source: official poverty tables published by the authority. Poverty line is absolute. World Bank estimate. // [2006-2009]: Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. World Bank estimate. // [2010-2015]: Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			_T	All areas	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global												46.7	44.5	37.5	33.9	31.6	18.2	12.7	12.1	8.2	6.5	5.5	3.8	2.9	2.8	2.7	2.5	2.5		2.5			[2001,2003-2005]: Source: Kazakhstan PA 2012 & official poverty tables published by the authority. Poverty line is absolute. World Bank estimate. // [2002]: Source: official poverty tables published by the authority. Poverty line is absolute. World Bank estimate. // [2006-2009]: Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. World Bank estimate. // [2010-2017]: Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			R	Rural	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	15	PT	Percentage	G	Global												59.4	58.4	53.2	47.1	45.6	24.4	18.1	15.9	12.1	10.1	8.8	6.1	4.9	4.7	4.4				4.4			[2001,2003-2005]: Source: Kazakhstan PA 2012 & official poverty tables published by the authority. Poverty line is absolute. World Bank estimate. // [2002]: Source: official poverty tables published by the authority. Poverty line is absolute. World Bank estimate. // [2006-2009]: Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. World Bank estimate. // [2010-2015]: Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			_T	All areas	[2007, 2011, 2016]	2007	2016	3	PT	Percentage	G	Global																		33.7				38.3					54.5			54.5			Source: National Statictis and Information Authority (NSIA), World Bank staff estimates based om NRVA 2007-08, 2011-12 and ALCS 2016-17. Poverty line is absolute.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			_T	All areas	[2008, 2010]	2008	2010	2	PT	Percentage	G	Global																			13.3		14.4									14.4			[2008]: Source: Ministry of Planning and International Cooperation, Hashemite Kingdom of Jordan and the World Bank. 2009. Jordan Poverty Update. Poverty line is absolute. World Bank estimate. // [2010]: Source: Jordan Poverty Reduction Strategy. Final Report, 2013. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			U	Urban	[2010]	2010	2010	1	PT	Percentage	G	Global																					13.9									13.9			Source: Jordan Poverty Reduction Strategy. Final Report, 2013. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			R	Rural	[2010]	2010	2010	1	PT	Percentage	G	Global																					16.8									16.8			Source: Jordan Poverty Reduction Strategy. Final Report, 2013. Poverty line is absolute. World Bank estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			R	Rural	[2005]	2005	2005	1	PT	Percentage	G	Global																49.1														49.1			Source: Kenya National Bureau of Statistics: Basic report on Well-being in Kenya. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			U	Urban	[2005]	2005	2005	1	PT	Percentage	G	Global																33.7														33.7			Source: Kenya National Bureau of Statistics: Basic report on Well-being in Kenya. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			_T	All areas	[2005, 2015]	2005	2015	2	PT	Percentage	G	Global																46.8										36.1				36.1			Source: Kenya National Bureau of Statistics: Basic report on Well-being in Kenya. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			U	Urban	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	PT	Percentage	G	Global																	26.7	23.2	22.6	21.9	23.6	30.7	35.4	28.5	26.9	29.3				29.3			[2006-2009]: Source: National Statistical Committee (2011) Living standards of the populaion in the Kyrgyz Republic 2006-2010. Poverty line is absolute. Government estimate. // [2010]: Source: The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2006,2007,2008,2009,2010,2011,2012,2013,2014,2015. The complete series can be downloaded from the databank, http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database. Poverty line is absolute. Government estimate. // [2011-2012]: Source: National Statistical Committee (2011) Living standards of the populaion in the Kyrgyz Republic 2008-2012. Poverty line is absolute. Government estimate. // [2013-2015]: Source: National Statistical Committee of the Kyrgyz Republic. Poverty line is absolute. Government estimate.	World Development Indicators database, World Bank		CA: Country adjusted data
