series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	752	Sweden	4	154	Northern Europe	Country	14.3775338	60.60103109	SWE	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	10.33	11.11	10.67	11.37	10.35	10.09	10.21	10.12	10.99	11.09	9.99	10.54	10.64	10.95	10.6	10.58	10.5	10.34	10.34			Value added at factor costs	[2000-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2017]: Statisics Sweden		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	756	Switzerland	4	155	Western Europe	Country	8.223158	46.96617097	CHE	1	1			[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	9	PT	Percentage	G	Global										12.44	9.84	10.38	10.02	9.76	9.9	9.55	8.47	8.86	8.86			[2009-2014]: Value added at factor costs // [2015-2017]: Value added in producersâ prices	[2009-2014]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2017]: Federal Statistical Office (FSO)		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7	PT	Percentage	G	Global									6.53	7.67	7.39	8.42	9.32	9.48	9.78				9.78			Value added in basic prices	OECD Structural and Demographic Business Statistics (SDBS) database		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			[2016]	2016	2016	1	PT	Percentage	G	Global																	8.78		8.78			Value added in basic prices	National Statistical Office, THAILAND		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	792	Turkey	4	145	Western Asia	Country	35.42890329	38.9899684	TUR	1	1			[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	PT	Percentage	G	Global										11.1	10.38	8.58	9.84	8.85	7.92	6.78			6.78			Value added at factor costs	Annual Industry and Service Statistics, Turkish Statistical Institute		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			[2009, 2010, 2011, 2012, 2013]	2009	2013	5	PT	Percentage	G	Global										25.83	22.29	23.43	21.19	21.05					21.05			Value added in basic prices	Structural Survey of Economic Enterprises, INSTAT		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			[2017]	2017	2017	1	PT	Percentage	G	Global																		5.18	5.18			Value added at factor costs	State Statistics Service of Ukraine (SSSU)		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1			[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	9	PT	Percentage	G	Global										19.78	16.67	14.62	18.65	16.71	14.27	13.28	12.9	12.25	12.25			Value added at factor costs	Structural business statistics,  State Statistical Office of the Republic of Macedonia		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	826	United Kingdom of Great Britain and Northern Ireland	4	154	Northern Europe	Country	-2.23830539	53.27691757	GBR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	14.0	13.94	13.18	13.44	13.72	14.37	12.96	13.3	12.77	12.28	11.84	12.07	11.99	12.29	12.22	12.0	13.63	13.7	13.7			Value added at factor costs	OECD Structural and Demographic Business Statistics (SDBS) database		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	840	United States of America	4	21	Northern America	Country	-99.13830311	39.5277871	USA	1	1			[2007, 2015, 2016]	2007	2016	3	PT	Percentage	G	Global								5.62								4.7	4.76		4.76			Value added in basic prices	[2007]: OECD Structural and Demographic Business Statistics (SDBS) database // [2015-2016]: U.S. Bureau of Economic Analysis		C: Country data
NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			[2012, 2013, 2014]	2012	2014	3	PT	Percentage	G	Global													6.94	6.99	6.07				6.07			Value added in basic prices	Instituto Nacional de EstadĂ­stica (INE)		C: Country data
