series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			A	Normal value	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2008	2018	11	PT	Percentage	G	Global								5.59581	6.12193	5.52125	5.07565	5.13977	5.36626	5.31941	6.17764	5.60495	5.60737	5.25093	5.25093				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.96074	8.84866	8.95402	8.35656	7.93875	6.93557	7.45235	7.31895	5.27362	7.13217	6.99873	5.78174	6.05292	6.7127	5.15669	6.26457	5.47838	6.14021	6.14021				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	13.94666	13.94372	13.25952	12.86189	12.39201	11.26468	11.45159	11.15048	11.65779	11.05435	11.07478	10.55368	10.63299	10.70032	10.48104	10.00942	10.05817	9.97703	9.97703				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			A	Normal value	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	PT	Percentage	G	Global										15.92835	16.31966	15.31481	16.53608	16.23409	17.07853	13.20685	13.20689	12.9207	12.9207				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	34	Southern Asia	3	142	Asia	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	21.45727	17.49664	17.73854	16.53899	16.17114	15.51438	15.37617	14.9986	15.22597	17.54954	17.86973	17.35631	17.5375	17.25797	16.71295	16.62148	16.24906	15.23413	15.23413				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	4.91439	4.2608	3.9011	4.35914	3.72897	3.53984	3.49206	3.4571	3.06367	3.05823	4.01881	3.91115	3.92505	3.94934	3.80917	3.92321	3.79812	3.55366	3.55366				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	35	South-Eastern Asia	3	142	Asia	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	7.36755	7.71099	7.97314	9.73208	9.08238	9.77288	10.17287	10.91898	11.05016	11.16839	10.10662	10.502	11.28712	9.69824	7.87902	7.5955	7.46241	7.24227	7.24227				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	7.50837	7.55293	6.32068	5.30638	4.8184	4.76176	4.22773	4.90987	5.74064	6.31903	6.57686	6.56581	5.83867	5.17698	5.23722	4.6138	3.70613	4.51905	4.51905				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	21.15602	19.04054	19.13803	17.81468	17.62021	16.80943	16.75012	16.79094	16.74426	17.02651	17.19198	16.84537	17.14843	16.79194	16.17451	16.24981	15.61946	14.60193	14.60193				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.94801	2.88853	3.06211	2.88333	2.72673	2.2011	2.33863	2.29172	2.19757	2.27654	2.25475	2.27891	2.21622	2.37301	2.3873	2.71282	2.59716	2.56576	2.56576				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			A	Normal value	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2013]	2004	2013	8	PT	Percentage	G	Global				13.06762	11.9654	11.8261	12.50328	13.20065	13.93826	13.92922			13.35672						13.35672				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			A	Normal value	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009]	2002	2009	8	PT	Percentage	G	Global		7.38822	7.09265	6.8896	6.50138	7.11821	7.18557	6.12277	6.92449										6.92449				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.99327	1.73358	1.47783	1.57279	1.03171	0.91822	1.03995	0.84531	0.55405	0.94986	1.21242	0.98072	1.08821	1.2419	0.894	0.9404	1.17268	0.9176	0.9176				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.48623	1.52721	1.43593	1.36976	1.60788	1.54293	1.47847	1.53104	1.81751	1.54343	1.56697	1.27285	1.26327	1.17318	1.19537	1.19239	1.16083	1.14271	1.14271				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.48963	2.37138	2.35796	2.34703	2.0336	1.94584	1.89629	1.87462	1.80274	1.77551	1.88343	1.97075	2.14459	1.99786	2.06524	1.92866	1.96418	1.94041	1.94041				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			A	Normal value	[2009, 2011, 2012, 2014]	2009	2014	4	PT	Percentage	G	Global									21.20022		26.34221	22.19298		21.05144					21.05144				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2001	2013	13	PT	Percentage	G	Global	15.56341	5.54452	5.21386	4.98217	5.18624	5.15582	4.61749	4.89912	5.47227	5.269	5.64729	5.77144	5.97116						5.97116				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	39	Southern Europe	3	150	Europe	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.9059	2.83174	2.85681	2.76588	2.39733	2.30025	2.27832	2.21772	2.13886	2.22188	2.26406	2.31896	2.43772	2.33707	2.4634	2.40372	2.41807	2.40953	2.40953				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	8.72483	7.99589	7.86221	7.12296	6.36952	5.49583	5.66029	5.31581	6.14688	4.51053	4.98897	4.28833	4.50355	4.32955	4.71056	4.556	4.51698	4.39586	4.39586				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			A	Normal value	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2003	2018	16	PT	Percentage	G	Global			41.05397	33.27772	34.2321	32.65636	33.6171	27.74527	31.1108	27.75624	26.97537	25.39307	24.67311	24.07923	21.75334	23.04782	23.65818	20.45364	20.45364				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			A	Normal value	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	PT	Percentage	G	Global												3.86654	4.20103	4.6403	5.11279	5.24678	5.54258	5.62967	5.62967				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	24.00117	22.28104	22.23461	21.48027	20.88751	20.51966	20.58665	22.19665	23.36194	24.82911	26.3046	26.13989	26.44333	27.45094	30.19241	31.07233	34.82874	34.19468	34.19468				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	3.56582	3.2068	2.9646	2.95802	2.61998	2.49747	2.28341	2.14225	2.24056	2.14402	2.2092	2.18619	2.09905	2.05668	2.00391	1.85903	1.85076	1.82355	1.82355				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	414	Kuwait	4	145	Western Asia	Country	47.49305029	29.53949468	KWT	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2012, 2013, 2014, 2015]	2001	2015	9	PT	Percentage	G	Global	0.4486	0.51769	0.4556	0.39963	0.30094							0.35918	0.35431	0.45025	0.53665				0.53665				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	417	Kyrgyzstan	4	143	Central Asia	Country	74.52324839	41.46204516	KGZ	1	1			A	Normal value	[2001, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015, 2016, 2017, 2018]	2001	2018	12	PT	Percentage	G	Global	34.53328					28.6738	26.87413	23.48022	18.75649	17.44826	16.56532			14.71866	14.06076	12.83447	12.51458	11.64882	11.64882				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	419	Latin America and the Caribbean	3	19	Americas	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	5.35493	7.76647	7.74401	7.3361	6.9442	6.37002	6.43497	6.41007	4.88449	4.84265	5.00359	4.66129	4.52105	4.50942	4.35064	4.73869	4.51324	4.37418	4.37418				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2014, 2015, 2016, 2017, 2018]	2001	2018	14	PT	Percentage	G	Global	4.27044	4.0986	3.90171	3.80086	3.56068	4.44137	4.86348	4.48797	3.92842					4.04049	3.41553	2.90483	2.92457	3.08164	3.08164				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009]	2001	2009	9	PT	Percentage	G	Global	8.52636	6.65738	6.49365	6.24731	5.87775	5.19581	4.98143	5.2059	5.73935										5.73935				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			A	Normal value	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2007	2018	12	PT	Percentage	G	Global							3.18116	2.82108	3.12479	3.99498	3.23692	3.12614	3.10788	3.24102	3.52525	3.08786	3.46981	3.5613	3.5613				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	2005	2012	8	PT	Percentage	G	Global					57.20495	54.57311	54.37302	53.13351	57.4026	53.86997	48.43953	55.82468							55.82468				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	432	Landlocked developing countries (LLDCs)	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	20.52481	20.11855	20.40453	18.89055	17.17574	15.62116	15.07419	11.27352	12.56783	11.27891	13.63613	14.49586	13.97469	14.21758	15.67532	17.38492	15.51393	14.10697	14.10697				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	44	Bahamas	5	29	Caribbean	Country	-78.05111663	24.69546597	BHS	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.19863	1.51331	1.34722	1.16175	1.06444	1.17042	1.0934	1.04313	0.90964	1.09749	1.09231	1.07271	0.92022	0.85584	0.82112	0.87281	0.78927	0.89098	0.89098				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			A	Normal value	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2004	2018	15	PT	Percentage	G	Global				4.16876	4.3239	3.86009	3.47189	3.28026	2.53291	3.03229	3.49952	3.98883	3.55045	3.42285	3.41929	3.10674	3.50809	2.90697	2.90697				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	0.59564	0.7201	0.5032	0.5542	0.35538	0.33995	0.40886	0.31224	0.25328	0.24722	0.25235	0.35934	0.27688	0.29116	0.22569	0.21405	0.24458	0.2272	0.2272				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008]	2001	2008	8	PT	Percentage	G	Global	29.94581	34.71894	31.15442	30.46869	29.88976	29.24414	28.06701	27.05257											27.05257				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	38.84412	38.81836	36.22267	34.71408	32.9146	30.86734	27.51128	29.97581	30.429	29.61487	28.76208	29.93542	29.93312	29.94616	28.69744	27.93241	28.17612	27.25374	27.25374				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	8.01097	8.98508	9.30609	9.271	8.26229	8.60998	9.98677	9.96858	9.2191	10.08992	11.45335	9.79375	9.11336	8.87321	8.2875	8.46252	8.6111	7.5368	7.5368				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2015, 2016, 2017, 2018]	2001	2018	16	PT	Percentage	G	Global	6.19145	6.01158	5.31119	5.5842	7.72803	6.59516	6.16536	6.87565	5.41948	5.63412	5.38563	5.1906			5.56471	5.67546	5.37211	5.59046	5.59046				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011]	2001	2011	10	PT	Percentage	G	Global	32.33087	32.17801	29.26906	29.40641	31.37783	28.92548	30.28755	32.06556	31.26272		34.05722								34.05722				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	470	Malta	4	39	Southern Europe	Country	14.44617519	35.89194275	MLT	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.28483	2.21626	2.09712	2.02786	1.93813	1.94018	1.72992	1.22375	1.48242	1.45617	1.36507	1.32781	1.1928	1.14195	1.0798	1.21809	0.79287	0.90829	0.90829				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	48	Bahrain	4	145	Western Asia	Country	50.5490754	26.04407747	BHR	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	14	PT	Percentage	G	Global	0.62844	0.56938	0.5253	0.39042	0.32292	0.2687	0.29231	0.26482					0.2748	0.2999	0.31547	0.33184	0.291	0.28749	0.28749				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	5.88768	4.97158	4.95875	5.05301	4.76719	4.90645	4.37599	4.07488	3.88064	3.64174	3.70365	3.65727	3.37543	3.25918	3.15399	3.18793	3.09579	2.77707	2.77707				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			A	Normal value	[2013, 2014, 2015, 2016, 2017, 2018]	2013	2018	6	PT	Percentage	G	Global													3.13878	3.13483	3.19646	3.34955	3.38099	3.309	3.309				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	485	Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	1.7364	1.71668	1.52041	1.08495	1.0465	7.43434	7.52775	7.43178	8.55725	8.50981	7.71693	4.76188	4.19311	4.14896	4.59933	5.57976	5.44275	3.87474	3.87474				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			A	Normal value	[2001, 2002, 2010, 2011, 2012, 2015]	2001	2015	6	PT	Percentage	G	Global	18.86252	15.5368								11.73258	10.30735	11.25806			13.35614				13.35614				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			A	Normal value	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	17	PT	Percentage	G	Global		19.48209	16.98581	16.29871	15.19865	13.4368	9.25184	8.16564	7.87431	11.16126	11.38425	10.44817	11.55036	12.22479	11.50527	11.39868	11.47226	10.16024	10.16024				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			A	Normal value	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	PT	Percentage	G	Global						8.21339	7.22911	7.44039	8.26685	7.67655	8.074	7.45246	8.03569	8.10029	8.06129				8.06129				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	5	South America	4	419	Latin America and the Caribbean	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	4.78408	7.99478	8.08683	7.44462	7.03818	6.35073	6.46854	6.52631	4.79081	4.77509	4.94541	4.59623	4.95307	4.96082	4.71151	5.18792	4.82755	4.71831	4.71831				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016]	2001	2016	15	PT	Percentage	G	Global	23.28461	21.9254	20.9784	20.18256	19.32087	18.03401	17.80654	17.59569	17.10463		16.80998	16.17757	15.49327	15.35162	14.783	14.04555			14.04555				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			A	Normal value	[2006, 2007, 2008, 2009, 2010, 2011, 2012]	2006	2012	7	PT	Percentage	G	Global						13.538	10.86313	11.95912	13.02862	12.94352	13.11999	12.32956							12.32956				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	18.77571	23.48609	23.32428	22.81437	22.97338	24.05354	24.1569	26.30035	27.32353	26.77782	25.75153	24.91451	23.50395	23.93493	22.91619	22.85457	25.04368	24.52072	24.52072				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			A	Normal value	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2009	2018	10	PT	Percentage	G	Global									15.84117	15.94654	19.06678	17.91268	18.43476	18.07204	17.22312	16.39047	14.99426	13.69586	13.69586				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	512	Oman	4	145	Western Asia	Country	57.87743482	21.98805614	OMN	1	1			A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018]	2001	2018	17	PT	Percentage	G	Global	2.33439	2.32038	2.20656	1.93687	1.61648	1.40187	1.37737	1.11624	1.47656	1.42424	1.25646	1.1602	1.3077	1.99041		2.27379	2.18822	2.24665	2.24665				UNSD national account estimates.		C: Country data
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	513	Europe and Northern America	2	1	World	Region								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.26714	2.19409	2.13616	2.10944	1.87262	1.6681	1.69226	1.87365	1.76585	1.83204	1.9705	1.95422	1.99376	1.92515	1.907	1.88815	1.95426	1.76179	1.76179				UNSD national account estimates.		_X: Data nature not available
AG_PRD_AGVAS	Agriculture value added share of GDP (%)	514	Developed Regions	1			Group								A	Normal value	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2001	2018	18	PT	Percentage	G	Global	2.33844	2.22133	2.17777	2.17061	1.94125	1.69902	1.72987	1.89326	1.79091	1.85915	1.98635	1.9707	2.00044	1.94476	1.92789	1.9352	1.98648	1.81397	1.81397				UNSD national account estimates.		_X: Data nature not available
