series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194	98.99194				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.21811	99.21873	99.21934	99.21996	99.22056	99.22117	99.22177	99.22237	99.22297	99.22356	99.22415	99.22473	99.22476	99.2248	99.22482	99.22485	99.22493	99.22504	99.22504				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364	99.29364				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	82.40931	82.80123	83.19315	83.58507	83.97699	84.36891	84.76083	85.15276	85.54468	85.9366	86.32852	86.72044	87.11236	87.50428	87.50428	87.50428	87.50428	87.50428	87.50428				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	4.30153	4.35512	4.7639	5.18131	5.60736	6.04204	6.48536	6.93731	7.3979	7.86712	8.34497	8.83146	9.32659	9.83034	10.34274	10.86376	11.39343	11.93172	11.93172				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	8.5614	8.67488	9.22734	9.78848	10.35829	10.93627	11.52261	12.11711	12.71966	13.32983	13.94794	14.57355	15.20643	15.84623	16.49284	17.14614	17.80599	18.47217	18.47217				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	13.99871	14.04045	14.62241	15.20757	15.79593	16.38749	16.98226	17.58023	18.1814	18.78578	19.39335	20.00413	20.61812	21.23531	21.8557	22.47929	23.10608	23.73608	23.73608				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	78.13926	78.65138	78.46008	78.28473	78.2734	78.33034	78.40094	78.48207	78.57272	78.67577	78.79143	78.91756	79.05307	79.19678	79.33578	79.49154	79.65914	79.78144	79.78144				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	67.70675	68.46164	68.71816	68.98961	69.27536	69.66437	70.05996	70.46173	70.86937	71.28489	71.70931	72.13938	72.57473	73.01566	73.41765	73.8578	74.27012	74.54068	74.54068				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	29	Caribbean	4	419	Latin America and the Caribbean	Region								R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	50.13455	50.90112	51.53945	52.15168	52.62252	53.2894	53.96436	54.65335	55.35659	56.07687	56.81454	57.57892	58.36609	59.17814	59.89238	60.70987	61.42595	61.78175	61.78175				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	23.68693	25.27956	26.87219	28.46482	30.05745	31.65008	33.24271	34.83534	36.21564	37.57737	38.92054	40.24515	41.55119	42.83866	44.10757	45.35791	46.58968	47.80289	47.80289				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	30	Eastern Asia	3	142	Asia	Region								U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	82.95834	83.40062	83.78411	84.23042	84.68072	85.13617	85.5962	86.07748	86.56451	87.05758	87.55661	88.05518	88.5597	89.07211	89.59197	90.11902	90.65287	91.19304	91.19304				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	30	Eastern Asia	3	142	Asia	Region								R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	47.19177	46.99333	48.94899	50.68546	52.42191	54.15763	55.90193	57.65191	59.39752	61.13819	62.87348	64.63604	66.39808	68.33351	70.26677	72.1977	74.12606	76.04943	76.04943				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	30	Eastern Asia	3	142	Asia	Region								_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	62.22739	62.71801	64.44002	66.03333	67.59676	69.12867	70.61958	72.08512	73.52116	74.92651	76.30236	77.63632	78.93602	80.28606	81.60932	82.90545	84.17462	85.41519	85.41519				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	94.32926	94.61334	94.89742	95.09056	95.09937	95.10812	96.03375	96.31783	96.60191	96.886	97.17008	97.45416	97.73824	98.02233	98.14471	98.14471	98.14471	98.14471	98.14471				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	97.33443	97.46044	97.59265	97.69901	97.75645	97.81406	98.1027	98.21222	98.29109	98.36775	98.44229	98.51474	98.58514	98.6535	98.9723	98.97597	98.9796	98.98319	98.98319				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	98.46202	98.51813	98.57425	98.63037	98.68649	98.7426	98.79872	98.837	98.83721	98.83742	98.83764	98.83785	98.83805	98.83826	99.2098	99.2098	99.2098	99.2098	99.2098				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759	99.59759				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.59725	99.59725	99.59725	99.59725	99.59725	99.59725	99.59725	99.59724	99.59725	99.59725	99.59725	99.59724	99.59724	99.59724	99.59724	99.59724	99.59723	99.59723	99.59723				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718	99.59718				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	89.73011	90.02494	90.31555	90.60196	90.88416	91.16215	91.43593	91.70551	91.97088	92.23205	92.489	92.1573	91.8256	91.49389	91.49389	91.49389	91.49389	91.49389	91.49389				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	72.95436	73.88127	74.80818	75.7351	76.66201	78.55248	80.46598	82.40249	84.36203	86.3446	88.35018	90.37878	92.43041	94.50506	95.53558	96.44328	96.44328	96.44328	96.44328				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	63.21034	64.78553	66.35549	67.92059	69.48065	71.61864	73.77224	75.94167	78.12671	80.32758	82.54633	84.78274	87.03672	89.30829	90.91844	92.45607	92.48309	92.51145	92.51145				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	52.91071	55.09346	57.2762	59.45895	61.6417	63.98895	66.34745	68.7172	71.09821	73.49046	75.89397	78.30873	80.73474	83.172	85.40538	87.63876	87.63876	87.63876	87.63876				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	312	Guadeloupe	5	29	Caribbean	Country	-61.64762115	16.14416917	GLP	0	1			_T	All areas	[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2001	2017	17	PT	Percentage	G	Global		96.59541	96.59541	96.59541	96.59541	96.59541	96.84668	97.09794	97.34921	97.60047	97.85174	98.103	98.35427	98.60553	98.8568	99.10806	99.35933	99.61059	99.61059				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	88.73817	88.87256	89.00694	89.14132	89.2757	89.41009	89.54447	89.67885	89.81323	89.94762	90.082	90.21638	90.35077	90.35077	90.35077	90.35077	90.35077		90.35077				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	68.7176	69.3849	70.05295	70.72174	71.39128	72.06156	72.73259	73.40436	74.07688	74.75014	75.42415	76.0989	76.77439	76.77439	76.77439	76.77439	76.77439		76.77439				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2000	2016	17	PT	Percentage	G	Global	86.97531	87.54193	88.10758	88.6725	89.2373	89.8018	90.36621	90.93034	91.4944	92.05821	92.62178	93.1825	93.74175	94.16756	94.20105	94.23485	94.25851		94.25851				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	89.1992	89.71092	90.22347	90.73686	91.25109	91.76615	92.28206	92.7988	93.31638	93.8348	94.35405	94.87415	95.39508	95.8356	95.84556	95.85623	95.85623	95.85623	95.85623				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	48.1717	48.42897	48.67126	48.89856	49.11087	49.3082	49.49055	49.65791	49.81029	49.94769	50.0701	50.17752	50.26996	50.34742	50.40989	50.45738	50.48988	50.5074	50.5074				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	63.29991	63.49276	63.67485	63.83825	63.98622	64.12346	64.25043	64.36756	64.47497	64.57185	64.65957	64.73733	64.80586	64.86852	64.92537	64.97704	65.02275	65.06314	65.06314				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	81.54373	81.4144	81.28421	81.15316	81.02126	80.88849	80.75486	80.62038	80.48503	80.34883	80.21177	80.07385	79.93506	79.79542	79.65492	79.51357	79.37135	79.22827	79.22827				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	3.11613	3.86645	4.61677	5.36709	6.1415	6.92181	7.70804	8.50017	9.29821	10.10216	10.91202	11.72779	12.54946	13.37705	14.21054	14.99336	15.77617	16.55899	16.55899				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	9.4288	10.26639	11.10473	11.94403	12.71294	13.47939	14.24337	15.00447	15.76249	16.51722	17.26865	18.01637	18.76017	19.49983	20.23515	21.06095	21.88899	22.71927	22.71927				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	23.56601	24.41596	25.26591	26.11585	26.69204	27.25097	27.79264	28.31706	28.82421	29.31411	29.78676	30.24214	30.68027	31.10114	31.50475	32.25978	33.01481	33.76984	33.76984				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	76.54316	77.19749	77.85182	78.50614	78.92774	79.34549	79.75939	80.16944	80.57564	80.978	81.37651	81.77117	82.16199	82.54895	82.93207	83.31135	83.68677	83.68677	83.68677				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	78.81211	79.33274	79.85415	80.36825	80.79198	81.21306	81.63154	82.0473	82.46031	82.8706	83.27808	83.68271	84.10157	84.51797	84.93294	85.34649	85.75872	85.7631	85.7631				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	84.45058	84.66185	84.87312	85.08439	85.57055	86.05808	86.54697	87.03722	87.52883	88.02181	88.51614	89.01184	89.5089	90.00732	90.50711	91.00825	91.51076	91.51076	91.51076				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	10.65846	11.44036	12.22187	13.003	13.78375	14.56411	15.34409	16.12369	16.9029	17.68173	18.46017	19.23823	20.0159	20.79319	21.5701	22.34662	23.12276	23.89852	23.89852				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	16.74954	17.8375	18.93771	20.04967	21.05167	22.04754	23.05187	24.06453	25.08643	26.1167	27.15644	28.20566	29.26475	30.33333	31.41232	32.50173	33.59935	34.70445	34.70445				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SP_ACS_BSRVSAN	Proportion of population using basic sanitation services, by location (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	27.76824	28.61343	29.47071	30.3401	31.22159	32.11518	33.02087	33.93866	34.86855	35.81054	36.76464	37.73083	38.70912	39.69952	40.70202	41.71661	42.74331	43.78211	43.78211				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
