series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			Y2T14	2 to 14 years old	[2006]	2006	2006	1	PT	Percentage	G	Global		88.5														88.5			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			Y1T14	1 to 14 years old	[2017]	2017	2017	1	PT	Percentage	G	Global													69.0			69.0				DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	764	Thailand	4	35	South-Eastern Asia	Country	101.0202951	15.13089239	THA	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												75.2				75.2				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	768	Togo	5	11	Western Africa	Country	0.97835765	8.532096072	TGO	1	1			Y1T14	1 to 14 years old	[2017]	2017	2017	1	PT	Percentage	G	Global													91.8			91.8				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	780	Trinidad and Tobago	5	29	Caribbean	Country	-61.29389504	10.41877263	TTO	1	1			Y2T14	2 to 14 years old	[2011]	2011	2011	1	PT	Percentage	G	Global							76.7									76.7			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	788	Tunisia	4	15	Northern Africa	Country	9.572737411	34.11439971	TUN	1	1			Y1T14	1 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														88.1		88.1				MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	795	Turkmenistan	4	143	Central Asia	Country	58.9787665	40.0912346	TKM	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												37.0				37.0			Data for Turkmenistan should be interpreted with caution since levels of violent discipline are lower than expected due to some data quality issues that arose early in the fieldwork	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	8	Albania	4	39	Southern Europe	Country	20.06660928	41.13897007	ALB	1	1			Y2T14	2 to 14 years old	[2018]	2018	2018	1	PT	Percentage	G	Global														47.5		47.5			Refers to children aged 2-14 years	DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	800	Uganda	5	14	Eastern Africa	Country	32.39100438	1.279557331	UGA	1	1			Y1T14	1 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												84.9				84.9				DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	804	Ukraine	4	151	Eastern Europe	Country	31.40270802	49.00735945	UKR	1	1			Y2T14	2 to 14 years old	[2012]	2012	2012	1	PT	Percentage	G	Global								61.2								61.2			Refers to children aged 2-14 years	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	807	North Macedonia	4	39	Southern Europe	Country	21.7007909	41.60048068	MKD	1	1			Y2T14	2 to 14 years old	[2011]	2011	2011	1	PT	Percentage	G	Global							69.3									69.3			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	818	Egypt	4	15	Northern Africa	Country	29.77468534	26.57438204	EGY	1	1			Y1T14	1 to 14 years old	[2014]	2014	2014	1	PT	Percentage	G	Global										93.0						93.0				DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	84	Belize	5	13	Central America	Country	-88.70199554	17.19965901	BLZ	1	1			Y1T14	1 to 14 years old	[2015]	2015	2015	1	PT	Percentage	G	Global											65.1					65.1				MICS 		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	854	Burkina Faso	5	11	Western Africa	Country	-1.742843829	12.27491081	BFA	1	1			Y2T14	2 to 14 years old	[2006]	2006	2006	1	PT	Percentage	G	Global		82.7														82.7			Refers to children aged 2-14 years; not included in aggregates as falls outside year range	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	858	Uruguay	5	5	South America	Country	-56.01387025	-32.8002838	URY	1	1			Y2T14	2 to 14 years old	[2013]	2013	2013	1	PT	Percentage	G	Global									54.6							54.6			Refers to children aged 2-14 years	MICS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	887	Yemen	4	145	Western Asia	Country	45.22389143	15.22242099	YEM	1	1			Y2T14	2 to 14 years old	[2013]	2013	2013	1	PT	Percentage	G	Global									79.2							79.2			Refers to children aged 2-14 years. differs from standard definition	DHS		C: Country data
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	90	Solomon Islands	4	54	Melanesia	Country	160.1584117	-9.622391719	SLB	1	1			Y2T14	2 to 14 years old	[2016]	2016	2016	1	PT	Percentage	G	Global												85.5				85.5			Refers to children aged 2-14 years	DHS		C: Country data
