series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			Y0T17	under 18 years old	M	Male	[2014, 2015]	2014	2015	2	NUMBER	Number														0.0	4.0				4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	All age ranges or no breaks by age	F	Female	[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2011	2018	8	NUMBER	Number											24.0	9.0	13.0	4.0	8.0	13.0	21.0	8.0	8.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	All age ranges or no breaks by age	M	Male	[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2011	2018	8	NUMBER	Number											8.0	5.0	47.0	22.0	44.0	34.0	107.0	51.0	51.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			Y0T17	under 18 years old	M	Male	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														0.0	0.0	0.0	0.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			Y0T17	under 18 years old	F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														0.0	1.0	0.0	1.0	0.0	0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														4.0	7.0	13.0	20.0	8.0	8.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														22.0	44.0	34.0	107.0	49.0	49.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			Y_GE18	18 years old and over	M	Male	[2015]	2015	2015	1	NUMBER	Number															11.0				11.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			_T	All age ranges or no breaks by age	F	Female	[2015]	2015	2015	1	NUMBER	Number															0.0				0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			_T	All age ranges or no breaks by age	M	Male	[2015]	2015	2015	1	NUMBER	Number															11.0				11.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y0T17	under 18 years old	M	Male	[2007, 2008]	2007	2008	2	NUMBER	Number							0.0	0.0											0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE18	18 years old and over	M	Male	[2007, 2008]	2007	2008	2	NUMBER	Number							0.0	0.0											0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y0T17	under 18 years old	F	Female	[2007, 2008]	2007	2008	2	NUMBER	Number							0.0	0.0											0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	All age ranges or no breaks by age	F	Female	[2007, 2008, 2012, 2013, 2014, 2015]	2007	2015	6	NUMBER	Number							0.0	0.0				0.0	1.0	0.0	0.0				0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	All age ranges or no breaks by age	M	Male	[2007, 2008, 2012, 2013, 2014, 2015]	2007	2015	6	NUMBER	Number							0.0	0.0				17.0	15.0	3.0	1.0				1.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			Y_GE18	18 years old and over	F	Female	[2007, 2008]	2007	2008	2	NUMBER	Number							0.0	0.0											0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7	NUMBER	Number										45.0	50.0	58.0	113.0	152.0	116.0	100.0			100.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7	NUMBER	Number										22.0	26.0	30.0	62.0	7.0	36.0	101.0			101.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y0T17	under 18 years old	M	Male	[2014, 2015, 2016]	2014	2016	3	NUMBER	Number														10.0	10.0	9.0			9.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y0T17	under 18 years old	F	Female	[2014, 2015, 2016]	2014	2016	3	NUMBER	Number														7.0	0.0	11.0			11.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016]	2014	2016	3	NUMBER	Number														0.0	36.0	90.0			90.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016]	2014	2016	3	NUMBER	Number														142.0	106.0	91.0			91.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y0T17	under 18 years old	F	Female	[2016, 2017]	2016	2017	2	NUMBER	Number																2.0	3.0		3.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			Y0T17	under 18 years old	M	Male	[2016, 2017]	2016	2017	2	NUMBER	Number																3.0	4.0		4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	All age ranges or no breaks by age	F	Female	[2016, 2017]	2016	2017	2	NUMBER	Number																3.0	3.0		3.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	All age ranges or no breaks by age	M	Male	[2016, 2017]	2016	2017	2	NUMBER	Number																2.0	4.0		4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			_T	All age ranges or no breaks by age	F	Female	[2013, 2014]	2013	2014	2	NUMBER	Number													4.0	1.0					1.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			_T	All age ranges or no breaks by age	M	Male	[2013, 2014]	2013	2014	2	NUMBER	Number													2.0	0.0					0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			_T	All age ranges or no breaks by age	F	Female	[2011]	2011	2011	1	NUMBER	Number											2.0								2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			_T	All age ranges or no breaks by age	M	Male	[2011]	2011	2011	1	NUMBER	Number											0.0								0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			Y_GE18	18 years old and over	F	Female	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number															25.0	7.0	3.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			Y_GE18	18 years old and over	M	Male	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number															3.0	8.0	5.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			_T	All age ranges or no breaks by age	F	Female	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number															25.0	7.0	5.0	4.0	4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			_T	All age ranges or no breaks by age	M	Male	[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number															3.0	8.0	6.0	6.0	6.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			Y0T17	under 18 years old	F	Female	[2017, 2018]	2017	2018	2	NUMBER	Number																	2.0	2.0	2.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			Y0T17	under 18 years old	M	Male	[2017, 2018]	2017	2018	2	NUMBER	Number																	1.0	4.0	4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012, 2015, 2016, 2017]	2010	2017	6	NUMBER	Number										3.0	4.0	0.0			4.0	3.0	4.0		4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012, 2014, 2015, 2016, 2017]	2010	2017	7	NUMBER	Number										7.0	2.0	2.0		16.0	21.0	7.0	6.0		6.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			Y0T17	under 18 years old	M	Male	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number														2.0	6.0	1.0	1.0		1.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number														14.0	15.0	6.0	5.0		5.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			Y_GE18	18 years old and over	F	Female	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number															3.0	2.0	4.0		4.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			Y0T17	under 18 years old	F	Female	[2015, 2016, 2017]	2015	2017	3	NUMBER	Number															1.0	1.0	0.0		0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018]	2010	2018	8	NUMBER	Number										8.0	2.0	2.0	2.0	4.0	2.0		13.0	27.0	27.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number										2.0	4.0	3.0	7.0	12.0	5.0	5.0	25.0	29.0	29.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			Y_GE18	18 years old and over	F	Female	[2017, 2018]	2017	2018	2	NUMBER	Number																	24.0	29.0	29.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			Y_GE18	18 years old and over	M	Male	[2017, 2018]	2017	2018	2	NUMBER	Number																	13.0	27.0	27.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			Y0T17	under 18 years old	F	Female	[2017, 2018]	2017	2018	2	NUMBER	Number																	1.0	0.0	0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			Y0T17	under 18 years old	M	Male	[2017, 2018]	2017	2018	2	NUMBER	Number																	0.0	0.0	0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			_T	All age ranges or no breaks by age	M	Male	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	NUMBER	Number										11.0	4.0	2.0	2.0	4.0	15.0	32.0	24.0		24.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			_T	All age ranges or no breaks by age	F	Female	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2010	2017	8	NUMBER	Number										8.0	9.0	4.0	6.0	3.0	8.0	6.0	11.0		11.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			Y0T17	under 18 years old	M	Male	[2014, 2016, 2017]	2014	2017	3	NUMBER	Number														0.0		0.0	0.0		0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			Y0T17	under 18 years old	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number														0.0	2.0	0.0	1.0		1.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number														4.0	15.0	32.0	24.0		24.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016, 2017]	2014	2017	4	NUMBER	Number														3.0	6.0	6.0	10.0		10.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			_T	All age ranges or no breaks by age	F	Female	[2012, 2013, 2014, 2015, 2016]	2012	2016	5	NUMBER	Number												1.0	2.0	0.0	1.0	3.0			3.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			_T	All age ranges or no breaks by age	M	Male	[2012, 2013, 2014, 2015, 2016]	2012	2016	5	NUMBER	Number												53.0	26.0	27.0	10.0	6.0			6.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016]	2014	2016	3	NUMBER	Number														27.0	10.0	6.0			6.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			Y_GE18	18 years old and over	F	Female	[2015, 2016]	2015	2016	2	NUMBER	Number															1.0	3.0			3.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			_T	All age ranges or no breaks by age	M	Male	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														11.0	66.0	59.0	187.0	189.0	189.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														8.0	18.0	10.0	30.0	39.0	39.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			Y_GE18	18 years old and over	M	Male	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														11.0	64.0	59.0	185.0	188.0	188.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			_T	All age ranges or no breaks by age	F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														8.0	19.0	10.0	32.0	40.0	40.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			Y0T17	under 18 years old	F	Female	[2015, 2017, 2018]	2015	2018	3	NUMBER	Number															1.0		2.0	1.0	1.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			Y0T17	under 18 years old	M	Male	[2015, 2017, 2018]	2015	2018	3	NUMBER	Number															2.0		2.0	1.0	1.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			Y_GE18	18 years old and over	F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														0.0	0.0	0.0	0.0	0.0	0.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			Y0T17	under 18 years old	F	Female	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														11.0	5.0	8.0	3.0	54.0	54.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
VC_HTF_DETVFL	Detected victims of human trafficking for forced labour, servitude and slavery, by age and sex (number)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			Y0T17	under 18 years old	M	Male	[2014, 2015, 2016, 2017, 2018]	2014	2018	5	NUMBER	Number														2.0	3.0	6.0	4.0	110.0	110.0			Data in reference to one country but derived from different types of sources should not be compared between them.\n	GLOTIP Database		C: Country data
