goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,observationStatus_code,observationStatus_desc,age_code,age_desc,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2015,lowerbound_2015,upperbound_2015,value_2016,lowerbound_2016,upperbound_2016,value_2017,lowerbound_2017,upperbound_2017,latest_value,basePeriod,valueDetails,lowerBoundDetails,upperBoundDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),202,Sub-Saharan Africa,3,2,Africa,Region,,,,,,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,216328.6376,212312.5749,220344.7003,240412.7883,236334.4245,244491.152,256271.0717,251910.2147,260631.9288,256271.0717,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),202,Sub-Saharan Africa,3,2,Africa,Region,,,,,,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,70699.57659,68041.88427,73357.26891,81434.69524,78746.72773,84122.66275,89867.00054,87103.25132,92630.74977,89867.00054,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,60.61871,28.21303,93.02438,42.8472,17.17097,68.52342,31.76429,10.68604,52.84254,31.76429,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,22.75967,12.39518,33.12415,18.54499,8.00388,29.08609,10.0116,1.5551,18.46811,10.0116,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,A,Normal value,Y_GE15,15 years old and over,F,Female,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,23.77812,15.46383,32.0924,15.94894,7.01791,24.87997,16.65005,7.75213,25.54796,16.65005,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,47.69264,24.67213,70.71316,57.83769,32.10688,83.5685,57.14651,30.64929,83.64374,57.14651,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,16.8469,10.70314,22.99066,18.33338,11.53304,25.13371,14.16747,9.90204,18.4329,14.16747,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,A,Normal value,Y_GE15,15 years old and over,F,Female,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,20.94367,12.1443,29.74303,29.23928,16.69399,41.78457,35.22495,22.56215,47.88774,35.22495,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),21,Northern America,3,19,Americas,Region,,,,,,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,3620.26374,3381.52749,3858.99998,3646.94148,3415.86716,3878.01581,3464.7134,3228.5773,3700.8495,3464.7134,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),21,Northern America,3,19,Americas,Region,,,,,,A,Normal value,Y_GE15,15 years old and over,F,Female,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,7491.16894,5294.05297,9688.28491,8570.89499,6030.97269,11110.81728,9346.31773,7982.68572,10709.94973,9346.31773,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),21,Northern America,3,19,Americas,Region,,,,,,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,7339.67568,5504.55908,9174.79228,7799.57765,5859.01675,9740.13854,8430.38028,7024.5773,9836.18326,8430.38028,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),218,Ecuador,5,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,1146.23697,840.3378,1452.13614,1163.31829,852.86139,1473.77519,1180.33597,865.33838,1495.33357,1180.33597,,,,,[2015]: The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016. // [2016]: The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2015-2017. // [2017]: The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2016-2018.,National Entity,,CA: Country adjusted data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,A,Normal value,Y_GE15,15 years old and over,F,Female,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,344.78658,294.07846,395.4947,346.45642,293.34247,399.57037,338.03392,284.17955,391.8883,338.03392,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,245.98181,200.96477,290.99886,228.75875,184.55987,272.95764,223.80365,177.41728,270.19002,223.80365,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,854.54673,768.99913,940.09433,821.83847,735.11606,908.56088,807.58659,719.44628,895.72689,807.58659,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),223,Eastern Asia (excluding Japan and China),3,142,Asia,Region,,,,,,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,657.56089,321.95237,993.1694,660.87656,430.19892,891.55421,932.189,539.40755,1324.97045,932.189,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),223,Eastern Asia (excluding Japan and China),3,142,Asia,Region,,,,,,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,1040.08195,562.19966,1517.96423,1134.06635,669.04743,1599.08527,1436.16592,878.31866,1994.01318,1436.16592,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),223,Eastern Asia (excluding Japan and China),3,142,Asia,Region,,,,,,A,Normal value,Y_GE15,15 years old and over,F,Female,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,281.32456,181.82002,380.8291,356.87624,214.36956,499.38292,344.88059,228.46386,461.29731,344.88059,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,E: Estimated data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,14.37111,9.31228,19.42995,13.23681,8.48394,17.98968,16.82302,11.6502,21.99584,16.82302,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,5.8924,2.69668,9.08812,5.54054,2.62259,8.4585,6.82543,3.71614,9.93472,6.82543,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,A,Normal value,Y_GE15,15 years old and over,F,Female,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,6.30833,3.52148,9.09518,5.75992,2.9426,8.57723,7.37683,3.98923,10.76444,7.37683,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,A,Normal value,Y_GE15,15 years old and over,M,Male,[2015],2015,2015,1,NUM_TH,Thousands,G,Global,1384.99194,1099.27642,1670.70747,,,,,,,1384.99194,,,,,The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,A,Normal value,Y_GE15,15 years old and over,F,Female,[2015],2015,2015,1,NUM_TH,Thousands,G,Global,1618.89899,1292.77819,1945.01979,,,,,,,1618.89899,,,,,The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,[2015],2015,2015,1,NUM_TH,Thousands,G,Global,6172.94069,5398.43954,6947.44185,,,,,,,6172.94069,,,,,The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2014-2016.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,A,Normal value,Y_GE15,15 years old and over,M,Male,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,56.61863,54.5746,58.66266,45.7224,43.86342,47.58138,43.71886,41.55868,45.87904,43.71886,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round",C020102,2.1.2,II,FAO,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES)",2020.Q1.G.01,"['food security', 'food shortage', 'hunger']",AG_PRD_FIESSIN,Total population in severe food insecurity (thousands of people),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,A,Normal value,_T,All age ranges or no breaks by age,_T,Both sexes,"[2015, 2016, 2017]",2015,2017,3,NUM_TH,Thousands,G,Global,125.56209,82.59844,168.52574,119.24322,77.90469,160.58176,110.57379,71.2604,149.88718,110.57379,,,,,[2015]: The observation value represents the 3-year average of the period 2014-2016. // [2016]: The observation value represents the 3-year average of the period 2015-2017. // [2017]: The value(s) for one or more years may have been imputed. The observation value represents the 3-year average of the period 2016-2018.,"Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.",,G: Global monitoring data
