goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	29.3	29.0	24.8	22.5	22.2	22.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	36.1	36.1	31.3	29.1	28.7	28.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	22.9	22.3	18.9	16.4	16.1	16.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	20.6	18.9	17.8	16.1	15.8	15.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	26.9	24.6	22.8	20.2	19.7	19.7				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	14.7	13.6	13.2	12.4	12.2	12.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	14.8	15.6	14.8	14.9	14.9	14.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	15.0	15.1	14.9	14.9	14.9	14.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	15.1	14.6	15.1	14.9	15.0	15.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	22.4	23.3	23.1	22.6	22.4	22.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	21.5	22.9	22.9	22.0	21.8	21.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	23.2	23.6	23.3	23.2	22.9	22.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	32.7	31.3	31.2	30.6	30.5	30.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	33.7	32.0	32.5	32.3	32.4	32.4				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	31.8	30.6	30.0	28.9	28.8	28.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	29.1	23.4	22.3	26.7	26.5	26.5				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	30.4	23.7	22.7	28.5	28.2	28.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	27.9	23.1	21.9	25.1	25.0	25.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M: Modeled data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	34	Southern Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	26.1	24.8	23.9	23.0	22.9	22.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	34	Southern Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	28.6	27.2	26.5	26.0	25.9	25.9				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	34	Southern Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	23.4	22.4	21.2	20.0	19.8	19.8				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	15.0	14.0	12.7	12.2	12.1	12.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	18.4	17.6	16.0	16.0	16.1	16.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	16.6	15.7	14.3	14.0	14.0	14.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	19.1	17.7	16.2	16.5	15.6	15.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	28.1	26.7	24.2	23.3	23.0	23.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1	Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	38.1	36.7	33.0	31.0	31.1	31.1				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	35	South-Eastern Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	M	Male	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	27.2	27.9	27.5	26.7	26.6	26.6				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	35	South-Eastern Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	F	Female	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	20.5	20.0	19.1	18.2	18.0	18.0				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.4	By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being	C030401	3.4.1	I	WHO	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease	2020.Q1.G.01	['diabetes', 'health', 'diseases', 'non-communicable diseases', 'cancer', 'cardiovascular diseases', 'respiratory diseases', 'mortality', 'death']	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)	35	South-Eastern Asia	3	142	Asia	Region						Y30T70	30 to 70 years old	_T	Both sexes	[2000, 2005, 2010, 2015, 2016]	2000	2016	5	PT	Percentage	G	Global	23.7	23.8	23.2	22.4	22.2	22.2				Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X: Data nature not available
