goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	Y5T14	5 to 14 years old	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			16.07792								16.07792				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1	Y5T14	5 to 14 years old	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			14.52989								14.52989				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2015]	2015	2015	1	PT	Percentage	G	Global						1.5					1.5				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Y5T17	5 to 17 years old	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global						2.1					2.1				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1	Y5T17	5 to 17 years old	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global						0.9					0.9				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Y5T17	5 to 17 years old	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global									12.0		12.0				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Y5T17	5 to 17 years old	M	Male	[2018]	2018	2018	1	PT	Percentage	G	Global									15.5		15.5				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2018]	2018	2018	1	PT	Percentage	G	Global									13.6		13.6				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	Y5T14	5 to 14 years old	M	Male	[2010]	2010	2010	1	PT	Percentage	G	Global	9.60775										9.60775				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	Y5T14	5 to 14 years old	F	Female	[2010]	2010	2010	1	PT	Percentage	G	Global	5.18809										5.18809				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1	Y5T14	5 to 14 years old	_T	Both sexes	[2010]	2010	2010	1	PT	Percentage	G	Global	7.44585										7.44585				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Y7T17	7 to 17 years old	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			17.5								17.5				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Y7T17	7 to 17 years old	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			17.4								17.4				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1	Y7T17	7 to 17 years old	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			17.6								17.6				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y7T17	7 to 17 years old	_T	Both sexes	[2013]	2013	2013	1	PT	Percentage	G	Global				8.1							8.1				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y7T17	7 to 17 years old	M	Male	[2013]	2013	2013	1	PT	Percentage	G	Global				11.4							11.4				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1	Y7T17	7 to 17 years old	F	Female	[2013]	2013	2013	1	PT	Percentage	G	Global				4.6							4.6				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y5T17	5 to 17 years old	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global							21.08053				21.08053				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y5T17	5 to 17 years old	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global							17.81316				17.81316				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global							19.47184				19.47184				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2014]	2014	2014	1	PT	Percentage	G	Global					9.64						9.64				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y5T17	5 to 17 years old	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global					9.66251						9.66251				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1	Y5T17	5 to 17 years old	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global					11.08281						11.08281				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Y5T14	5 to 14 years old	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			21.60608								21.60608				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Y5T14	5 to 14 years old	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			22.44207								22.44207				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1	Y5T14	5 to 14 years old	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			20.21814								20.21814				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2014]	2014	2014	1	PT	Percentage	G	Global					8.0						8.0				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y5T17	5 to 17 years old	M	Male	[2014]	2014	2014	1	PT	Percentage	G	Global					11.5						11.5				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1	Y5T17	5 to 17 years old	F	Female	[2014]	2014	2014	1	PT	Percentage	G	Global					4.3						4.3				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2012]	2012	2012	1	PT	Percentage	G	Global			4.3								4.3				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Y5T17	5 to 17 years old	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global			5.3								5.3				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1	Y5T17	5 to 17 years old	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global			3.1								3.1				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	Y5T17	5 to 17 years old	F	Female	[2018]	2018	2018	1	PT	Percentage	G	Global									1.9		1.9				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	Y5T17	5 to 17 years old	M	Male	[2018]	2018	2018	1	PT	Percentage	G	Global									4.3		4.3				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1	Y5T17	5 to 17 years old	_T	Both sexes	[2018]	2018	2018	1	PT	Percentage	G	Global									3.1		3.1				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	Y5T17	5 to 17 years old	F	Female	[2016]	2016	2016	1	PT	Percentage	G	Global							15.8				15.8				UNICEF and ILO calculations		CA: Country adjusted data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.7	Take immediate and effective measures to eradicate forced labour, end modern slavery and human trafficking and secure the prohibition and elimination of the worst forms of child labour, including recruitment and use of child soldiers, and by 2025 end child labour in all its forms	C080701	8.7.1	II	ILO, UNICEF	Proportion and number of children aged 5–17 years engaged in child labour, by sex and age	2020.Q1.G.01	['child labour', 'employment', 'children']	SL_TLF_CHLDEA	Proportion of children engaged in economic activity, by sex and age (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1	Y5T17	5 to 17 years old	M	Male	[2016]	2016	2016	1	PT	Percentage	G	Global							19.3				19.3				UNICEF and ILO calculations		CA: Country adjusted data
