goal	target	indicator_code	indicator_ref	series	hub_id	n_countries	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	110	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	_T	Both sexes			U	Urban	ISCED11_2	Lower secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	111	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	M	Male			U	Urban	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	110	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	_T	Both sexes			R	Rural	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	97	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	F	Female			_T	All areas	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	109	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	M	Male			R	Rural	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	108	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	_T	Both sexes			U	Urban	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	108	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	F	Female			R	Rural	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	108	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	M	Male			_T	All areas	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AWP_CPRA	2862bfcf2c4c4b1d951ce12c6d4ce214	110	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	4.0	M	Male			R	Rural	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	155	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					_T	All areas	ISCED11_2	Lower secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	155	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					_T	All areas	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	122	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					_T	All areas	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_1	Primary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_1	Primary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_1	Primary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_1	Primary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_1	Primary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					R	Rural	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_1	Primary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_1	Primary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_2	Lower secondary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_2	Lower secondary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_2	Lower secondary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_2	Lower secondary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_2	Lower secondary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	109	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_2	Lower secondary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_2	Lower secondary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_2	Lower secondary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_2	Lower secondary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_2	Lower secondary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_2	Lower secondary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	112	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					U	Urban	ISCED11_2	Lower secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	109	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_2	Lower secondary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_2	Lower secondary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					R	Rural	ISCED11_2	Lower secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_2	Lower secondary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					R	Rural	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	107	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_3	Upper secondary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_3	Upper secondary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_3	Upper secondary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	105	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_3	Upper secondary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_3	Upper secondary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_2	Lower secondary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_3	Upper secondary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_3	Upper secondary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	105	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_3	Upper secondary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_3	Upper secondary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	109	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_3	Upper secondary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_3	Upper secondary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_3	Upper secondary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_3	Upper secondary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	112	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					U	Urban	ISCED11_1	Primary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					_T	All areas	ISCED11_3	Upper secondary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_1	Primary					Q5	Quantile 5 (richest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_1	Primary					Q1	Quantile 1 (poorest)																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	109	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_3	Upper secondary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	112	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	1996	2018	1	19	3.0					U	Urban	ISCED11_3	Upper secondary					_T	Total (national average) or no breakdown																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_1	Primary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_1	Primary					Q2	Quantile 2																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_1	Primary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	110	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					R	Rural	ISCED11_1	Primary					Q4	Quantile 4																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_1	Primary					Q3	Quantile 3																																						
4	'4.5	C040501	4.5.1	SE_AGP_CPRA	b01c8a325e6149ff8df2da3b0f1a0ba4	111	Adjusted gender parity index for completion rate, by sex, location, wealth quintile and education level	2000	2018	1	19	3.0					U	Urban	ISCED11_1	Primary					Q5	Quantile 5 (richest)																																						
4	'4.6	C040601	4.6.1	SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	46	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	2006	2017	1	11	3.0	_T	Both sexes	Y16T65	16 to 65 years old							SKILL_LTRCY	Literacy																																								
4	'4.6	C040601	4.6.1	SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	36	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	2011	2017	1	2	3.0	M	Male	Y16T65	16 to 65 years old							SKILL_LTRCY	Literacy																																								
4	'4.6	C040601	4.6.1	SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	35	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	2006	2017	1	2	3.0	_T	Both sexes	Y16T65	16 to 65 years old							SKILL_NMRCY	Numeracy																																								
4	'4.6	C040601	4.6.1	SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	36	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	2011	2017	1	2	3.0	F	Female	Y16T65	16 to 65 years old							SKILL_LTRCY	Literacy																																								
4	'4.6	C040601	4.6.1	SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	34	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	2011	2017	1	2	3.0	F	Female	Y16T65	16 to 65 years old							SKILL_NMRCY	Numeracy																																								
4	'4.6	C040601	4.6.1	SE_ADT_FUNS	b19cd1d114cf423f94d6f228f82081d5	34	Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)	2011	2017	1	2	3.0	M	Male	Y16T65	16 to 65 years old							SKILL_NMRCY	Numeracy																																								
4	'4.a	C040a01	4.a.1	SE_ACC_COMP	8bcf9f5d367e4292893ada7b0b833dd0	114	Schools with access toÂ computers for pedagogical purposes, by education level (%)	2000	2019	1	20	1.0							ISCED11_1	Primary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_COMP	8bcf9f5d367e4292893ada7b0b833dd0	116	Schools with access toÂ computers for pedagogical purposes, by education level (%)	2000	2019	1	20	1.0							ISCED11_2	Lower secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_COMP	8bcf9f5d367e4292893ada7b0b833dd0	119	Schools with access toÂ computers for pedagogical purposes, by education level (%)	2000	2019	1	20	1.0							ISCED11_3	Upper secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_DWAT	7c3845fea8fd44e287126c7f0a52719c	109	Schools with access to basic drinking water, by education level (%)	2000	2019	1	20	1.0							ISCED11_1	Primary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_DWAT	7c3845fea8fd44e287126c7f0a52719c	96	Schools with access to basic drinking water, by education level (%)	2000	2019	1	20	1.0							ISCED11_3	Upper secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_DWAT	7c3845fea8fd44e287126c7f0a52719c	96	Schools with access to basic drinking water, by education level (%)	2000	2019	1	20	1.0							ISCED11_2	Lower secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_ELEC	9b3a5ea9f1a74ee6965ac8977015f774	137	Schools with access toÂ electricity, by education level (%)	2000	2019	1	20	1.0							ISCED11_2	Lower secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_ELEC	9b3a5ea9f1a74ee6965ac8977015f774	143	Schools with access toÂ electricity, by education level (%)	2000	2019	1	20	1.0							ISCED11_3	Upper secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_ELEC	9b3a5ea9f1a74ee6965ac8977015f774	143	Schools with access toÂ electricity, by education level (%)	2000	2019	1	20	1.0							ISCED11_1	Primary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_HNWA	d738b04da3f140348dd8f85ab7752dba	105	Schools with basic handwashing facilities, by education level (%)	2000	2019	1	20	1.0							ISCED11_1	Primary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_HNWA	d738b04da3f140348dd8f85ab7752dba	98	Schools with basic handwashing facilities, by education level (%)	2000	2019	1	20	1.0							ISCED11_3	Upper secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_HNWA	d738b04da3f140348dd8f85ab7752dba	97	Schools with basic handwashing facilities, by education level (%)	2000	2019	1	20	1.0							ISCED11_2	Lower secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_INTN	4c9300cf9f3a4bf5817bdab0cda2eb75	105	Schools with access to the internet for pedagogical purposes, by education level (%)	2000	2019	1	20	1.0							ISCED11_1	Primary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_INTN	4c9300cf9f3a4bf5817bdab0cda2eb75	107	Schools with access to the internet for pedagogical purposes, by education level (%)	2000	2019	1	20	1.0							ISCED11_3	Upper secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_INTN	4c9300cf9f3a4bf5817bdab0cda2eb75	104	Schools with access to the internet for pedagogical purposes, by education level (%)	2000	2019	1	20	1.0							ISCED11_2	Lower secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_SANI	b7c3aa661cd74128831da6e3e99f4ef9	91	Schools with access toÂ access to single-sex basic sanitation, by education level (%)	2000	2019	1	20	1.0							ISCED11_3	Upper secondary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_SANI	b7c3aa661cd74128831da6e3e99f4ef9	103	Schools with access toÂ access to single-sex basic sanitation, by education level (%)	2000	2019	1	20	1.0							ISCED11_1	Primary																																												
4	'4.a	C040a01	4.a.1	SE_ACC_SANI	b7c3aa661cd74128831da6e3e99f4ef9	89	Schools with access toÂ access to single-sex basic sanitation, by education level (%)	2000	2019	1	20	1.0							ISCED11_2	Lower secondary																																												
4	'4.a	C040a01	4.a.1	SE_INF_DSBL	032eba5d40f247a79d5d6b2f38619124	50	Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)	2000	2019	1	20	1.0							ISCED11_1	Primary																																												
4	'4.a	C040a01	4.a.1	SE_INF_DSBL	032eba5d40f247a79d5d6b2f38619124	52	Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)	2000	2019	1	20	1.0							ISCED11_3	Upper secondary																																												
4	'4.a	C040a01	4.a.1	SE_INF_DSBL	032eba5d40f247a79d5d6b2f38619124	48	Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)	2000	2019	1	20	1.0							ISCED11_2	Lower secondary																																												
4	'4.b	C040b01	4.b.1	DC_TOF_SCHIPSL	74034aff16a0446abdd1711db3dea492	151	Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)	2006	2018	1	13	0.0																																																				
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	102	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	_T	Both sexes					ISCED11_3	Upper secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	107	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	F	Female					ISCED11_2	Lower secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	98	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	M	Male					ISCED11_3	Upper secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	138	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	F	Female					ISCED11_1	Primary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	110	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	_T	Both sexes					ISCED11_2	Lower secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	107	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	M	Male					ISCED11_2	Lower secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	138	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	M	Male					ISCED11_1	Primary																																												
