n_countries	series	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_desc	sex_code	age_desc	age_code	location_desc	location_code	observationStatus_desc	observationStatus_code	educationLevel_desc	educationLevel_code	typeOfProduct_desc	typeOfProduct_code	typeOfSkill_desc	typeOfSkill_code	quantile_desc	quantile_code	modeOfTransportation_desc	modeOfTransportation_code	typeOfOccupation_desc	typeOfOccupation_code	causeOfDeath_desc	causeOfDeath_code	typeOfSpeed_desc	typeOfSpeed_code	policyDomains_desc	policyDomains_code	parliamentaryCommittees_desc	parliamentaryCommittees_code	nameOfInternationalInstitution_desc	nameOfInternationalInstitution_code	migratoryStatus_desc	migratoryStatus_code	levelStatus_desc	levelStatus_code	disabilityStatus_desc	disabilityStatus_code	typeOfWasteTreatment_desc	typeOfWasteTreatment_code	substanceUseDisorders_desc	substanceUseDisorders_code	samplingStations_desc	samplingStations_code	policyInstruments_desc	policyInstruments_code	nameOfNonCommunicableDisease_desc	nameOfNonCommunicableDisease_code	ihrCapacity_desc	ihrCapacity_code	groundsOfDiscrimination_desc	groundsOfDiscrimination_code	cities_desc	cities_code	activity_desc	activity_code
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Cuautla, Morelos	C18		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Cuauhtemoc,  Chihuahua	C17		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Celaya, Guanajuato	C07		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Carmen, Campeche	C06		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Cardenas, Tabasco	C40		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Cancun, Benito Juarez, Quintana Roo	C05		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Campeche, Campeche	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Apatzingan, Michoacan	C39		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Altamira, Tamaulipas	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Aguascalientes, Aguascalientes	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Chalco, Mexico	C41		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Acuna, Coahuila	C38		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Hidalgo del Parral, Chihuahua	C28		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Irapuato, Guanajuato	C30		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Iguala, Guerrero	C29		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Villahermosa, Centro, Tabasco	C33		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Xalapa, Veracruz	C34		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Zacatecas,  Zacatecas	C35		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Victoria, Tamaulipas	C32		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Zamora, Michoacan	C36		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Zamora, Michoacan	ZAMORA_MICHOACAN		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Zapopan, Jalisco	C37		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Zitacuaro, Michoacan	C43		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Corregidora	C16		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Ciudad Obregon	C11		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Guadalajara	C19		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Mexico City	C31		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Ulaanbaatar	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Dhaka	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Maputo	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2003	2003	1	1	1.0																																																			Kathmandu	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2009	2009	1	1	1.0																																																			Ghorai	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Rotterdam	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Amsterdam-Utrecht	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Christchurch	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Dunedin	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Wellington	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2012	2	2	1.0																																																			Managua	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Brussels	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2006	2006	1	1	1.0																																																			Zinder	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Niamey	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Lagos	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Oslo	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Marshall islands	C01		
2	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2009	2009	1	1	1.0																																																			Lahore	C99		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Panama City	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Bermuda	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Chorrillos	C05		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Carabayllo	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Ate	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Callao, Callao Cercado	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Piura, Castilla	C13		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Ucayali, Calleria	C14		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Ucayali, Calleria	UCAYALI_CALLERIA		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, San Juan de Lurigancho	C11		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Comas	C06		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, San Borja	C10		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Lurigancho	C08		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Junin, El Tambo	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Junin, El Tambo	JUNIN_ELTAMBO		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Los Olivos	C07		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Puente Piedra	C09		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Villa Maria del Triunfo	C12		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2001	2001	1	1	1.0																																																			Lima, Villa Maria del Triunfo	LIMA_VILLAMARIADELTRIUNFO		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2009	2009	1	1	1.0																																																			Manila	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Warsaw	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Lisbon	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Doha	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Thimphu	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2014	2014	1	1	1.0																																																			Kigali	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2008	1	1	1.0																																																			Anguilla	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Castries	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2008	1	1	1.0																																																			La Paz 	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Riyadh	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Dakar	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2012	2	2	1.0																																																			Singapore	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2013	2013	1	1	1.0																																																			Cape Town	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2014	2014	1	1	1.0																																																			Durban	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Johannesburg	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2018	2018	1	1	1.0																																																			Steve Tshwete	C04		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Harare	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2013	2013	1	1	1.0																																																			Gaborone	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Barcelona	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Madrid	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Stockholm	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Zurich	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Cigres	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Belo Horizonte	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Sao Paulo	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Sao Paulo	SAOPAULO		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2004	2004	1	1	1.0																																																			Damascus	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Bangkok	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2005	2005	1	1	1.0																																																			Lome	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2004	2004	1	1	1.0																																																			Tunis	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2008	1	1	1.0																																																			Sousse	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2007	2007	1	1	1.0																																																			Tirana	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2017	2	2	1.0																																																			Kampala	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Cairo	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2011	2011	1	1	1.0																																																			Belfast	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			Manchester	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			London	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2008	1	1	1.0																																																			Moshi	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2015	2	2	1.0																																																			Dar es Salaam	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Belmopan	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2008	1	1	1.0																																																			Tompkins county	C03		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2008	1	1	1.0																																																			San Franscisco	C02		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2015	2015	1	1	1.0																																																			New York	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2009	2009	1	1	1.0																																																			Ouagadougou	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2012	2012	1	1	1.0																																																			Sanaa	C01		
1	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	2008	2015	2	2	1.0																																																			Lusaka	C01		
23	EN_WBE_NDETOT	Nationally derived total extent (square kilometres)	2017	2017	1	1	0.0																																																						
24	EN_WBE_NDOPW	Nationally derived extent of open water bodies (square kilometres)	2017	2017	1	1	0.0																																																						
19	EN_WBE_NDQLGRW	Nationally derived quality of groundwater (%)	2017	2017	1	1	0.0																																																						
18	EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	2017	2017	1	1	0.0																																																						
24	EN_WBE_NDQLRVR	Nationally derived quality of river(%)	2017	2017	1	1	0.0																																																						
25	EN_WBE_NDQLTOT	Nationally derived proportion of water bodies with good quality (%)	2017	2017	1	1	0.0																																																						
8	EN_WBE_NDQTGRW	Nationally derived quantity of groundwater (millions of cubic metres per annum)	2017	2017	1	1	0.0																																																						
15	EN_WBE_NDQTOPW	Nationally derived quantity of open water bodies (million of cubic metres per annum)	2017	2017	1	1	0.0																																																						
19	EN_WBE_NDQTRVR	Nationally derived quantity of rivers (million of cubic metres per annum)	2017	2017	1	1	0.0																																																						
22	EN_WBE_NDQTTOT	Nationally derived total quantity (millions of cubic metres per annum)	2017	2017	1	1	0.0																																																						
14	EN_WBE_NDRV	Nationally derived extend of rivers (square kilometres)	2017	2017	1	1	0.0																																																						
18	EN_WBE_NDWTL	Nationally derived extent of wetlands (square kilometres)	2017	2017	1	1	0.0																																																						
218	EN_WBE_PMNR	Water body extent (permanent) (square kilometres)	2005	2018	3	14	0.0																																																						
218	EN_WBE_PMPN	Water body extent (permanent and maybe permanent) (square kilometres)	2005	2018	3	14	0.0																																																						
214	EN_WBE_PMPP	Water body extent (permanent and maybe permanent) (% of total land area)	2005	2018	3	14	0.0																																																						
214	EN_WBE_PMPR	Water body extent (permanent) (% of total land area)	2005	2018	3	14	0.0																																																						
79	EN_WWT_WWDS	Proportion of safely treated domestic wastewater flows (%)	2018	2018	1	1	0.0																																																						
63	ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																																	National target reflecting ABT2  exists and progress is there, but at as insufficient rate	ABT2_INSUFNT																				
16	ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																																	No national target reflecting ABT 2	ABT2_NONTLT																				
6	ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																																	National target reflecting ABT2  exists, but no progress	ABT2_NOPROG																				
39	ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																																	National target reflecting ABT2 exists and progress is on track to achieve it	ABT2_ACHIEVE																				
2	ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																																	National target reflecting ABT2 exists, but moving away from it	ABT2_DIGRESS																				
2	ER_BDY_ABT2NP	Countries that established national targets in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020 in their National Biodiversity Strategy and Action Plans (1 = YES; 0 = NO)	2020	2020	1	1	1.0																																	National target reflecting ABT2  exists and progress is on track to exceed it	ABT2_EXCEED																				
68	ER_BDY_SEEA	Countries with integrated biodiversity values into national accounting and reporting systems, defined as implementation of the System of Environmental-Economic Accounting  (1 = YES; 0 = NO)	2017	2017	1	1	0.0																																																						
197	ER_CBD_ABSCLRHS	Countries that have legislative, administrative and policy framework or measures reported to the Access and Benefit-Sharing Clearing-House (1 = YES; 0 = NO)	2012	2017	1	1	0.0																																																						
197	ER_CBD_NAGOYA	Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO)	2012	2017	1	1	0.0																																																						
245	ER_CBD_ORSPGRFA	Countries that have legislative, administrative and policy framework or measures reported through the Online Reporting System on Compliance  of the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO)	2016	2019	4	4	0.0																																																						
245	ER_CBD_PTYPGRFA	Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA) (1 = YES; 0 = NO)	2012	2019	8	8	0.0																																																						
245	ER_CBD_SMTA	Total reported number of Standard Material Transfer Agreements (SMTAs) transferring plant genetic resources for food and agriculture to the country (number)	2012	2019	8	8	0.0																																																						
126	ER_FFS_PRTSPC	Fossil-fuel pre-tax subsidies (consumption and production) per capita (current United States dollars)	2013	2017	1	3	0.0																																																						
125	ER_FFS_PRTSPR	Fossil-fuel pre-tax subsidies (consumption and production) as a proportion of total GDP (%)	2013	2017	1	3	0.0																																																						
126	ER_FFS_PRTSST	Fossil-fuel pre-tax subsidies (consumption and production) (billions of current United States dollars)	2013	2017	1	3	0.0																																																						
184	ER_GRF_ANIMRCNTN	Number of local breeds for which sufficient genetic resources are stored for reconstitution	2010	2019	10	10	0.0																																																						
103	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	1995	2019	10	10	0.0																																																						
172	ER_H2O_IWRMD	Degree of integrated water resources management implementation (%)	2018	2018	1	1	0.0																																																						
133	ER_H2O_PRDU	Countries with procedures in law or policy for participation by service users/communities in planning program in rural drinking-water supply, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA)	2010	2019	1	5	1.0					Rural	R																																																
133	ER_H2O_RURP	Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	2010	2019	1	5	1.0					Rural	R																																																
165	ER_H2O_STRESS	Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)	2000	2017	1	18	1.0							Normal value	A																																														
177	ER_H2O_STRESS	Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)	2000	2017	1	17	1.0							Imputed value (CCSA definition)	I																																														
169	ER_H2O_WUEYST	Water Use Efficiency (United States dollars per cubic meter)	2000	2017	1	18	0.0																																																						
195	ER_IAS_LEGIS	Legislation, Regulation, Act related to the prevention of introduction and management of Invasive Alien Species (1 = YES, 0 = NO)	2010	2016	2	2	0.0																																																						
195	ER_IAS_NBSAP	National Biodiversity Strategy and Action Plan (NBSAP) targets alignment to Aichi Biodiversity target 9 set out in the Strategic Plan for Biodiversity 2011-2020 (1 = YES, 0 = NO)	2016	2016	1	1	0.0																																																						
193	ER_MRN_MARINT	Protected marine area (Exclusive Economic Zones) (square kilometres)	2017	2018	1	1	0.0																																																						
191	ER_MRN_MARIN	Coverage of protected areas in relation to marine areas (Exclusive Economic Zones) (%)	2018	2018	1	1	0.0																																																						
169	ER_MRN_MPA	Average proportion of Marine Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																						
159	ER_MTN_GRNCOV	Mountain green cover area (square kilometres)	2017	2017	1	1	0.0																																																						
207	ER_MTN_GRNCVI	Mountain Green Cover Index	2017	2017	1	1	0.0																																																						
159	ER_MTN_TOTL	Mountain area (square kilometres)	2017	2017	1	1	0.0																																																						
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2016	2019	4	4	1.0																																									QU39	C02												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2016	2019	4	4	1.0																																									KC10	C01												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2010	1	1	1.0																																									OVIDE-2010	C09												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2010	1	1	1.0																																									OISO-18	C01												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2011	2011	1	1	1.0																																									OISO-19	C02												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2012	2012	1	1	1.0																																									OISO-21	C03												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2012	2012	1	1	1.0																																									OVIDE-2012	C10												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2013	2013	1	1	1.0																																									OISO-22	C04												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2014	2014	1	1	1.0																																									OVIDE-2014	C11												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2015	1	1	1.0																																									OISO-24	C05												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2016	2016	1	1	1.0																																									OISO-26	C06												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2017	2017	1	1	1.0																																									OISO-27	C07												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2018	2018	1	1	1.0																																									OISO-28	C08												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2019	10	10	1.0																																									NRSNSI	C04												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2018	9	9	1.0																																									NRSKAI	C02												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2018	9	9	1.0																																									NRSYON	C07												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2019	10	10	1.0																																									NRSROT	C06												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2018	9	9	1.0																																									NRSPHB	C05												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2010	2019	10	10	1.0																																									NRSMAI	C03												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2012	2018	6	6	1.0																																									NRSDAR	C01												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Dunedin Pylon	C04												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Chatham Islands	C03												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Bay of Plenty	C02												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2018	4	4	1.0																																									Auckland	C01												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Tasman Bay	C08												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2018	4	4	1.0																																									Stewart Island	C07												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Westcoast-Jackson Bay	C10												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Marlborough Sounds	C06												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Golden Bay	C05												
1	ER_OAW_MNACD	Average marine acidity (pH) measured at agreed suite of representative sampling stations	2015	2019	5	5	1.0																																									Wellington	C09												
155	ER_PTD_FRWRT	Average proportion of Freshwater Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																						
175	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																						
218	ER_PTD_TERRS	Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%)	2000	2019	20	20	0.0																																																						
