series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			_T	All areas	[1997, 2002, 2007, 2012]	1997	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	418	Lao People's Democratic Republic	4	35	South-Eastern Asia	Country	101.9901968	20.27482773	LAO	1	1			R	Rural	[1997, 2002, 2007, 2012]	1997	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			_T	All areas	[2012]	2012	2012	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			_T	All areas	[1994, 2002, 2010]	1994	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			U	Urban	[1994, 2002, 2010]	1994	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	426	Lesotho	5	18	Southern Africa	Country	28.25362195	-29.58041814	LSO	1	1			R	Rural	[1994, 2002, 2010]	1994	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			U	Urban	[2007]	2007	2007	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			R	Rural	[2007]	2007	2007	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	430	Liberia	5	11	Western Africa	Country	-9.311879038	6.448381009	LBR	1	1			_T	All areas	[2014, 2016]	2014	2016	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			_T	All areas	[2001, 2005, 2010, 2012]	2001	2012	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			R	Rural	[2001]	2001	2001	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	450	Madagascar	5	14	Eastern Africa	Country	46.6982339	-19.38514785	MDG	1	1			U	Urban	[2001]	2001	2001	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			R	Rural	[1997, 2004, 2010]	1997	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			_T	All areas	[1997, 2004, 2010, 2016]	1997	2016	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	454	Malawi	5	14	Eastern Africa	Country	33.4884625	-13.40819859	MWI	1	1			U	Urban	[1997, 2004, 2010]	1997	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			_T	All areas	[2002, 2004, 2006, 2008, 2011, 2013, 2015]	2002	2015	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			U	Urban	[2002, 2004, 2007, 2009, 2012, 2014]	2002	2014	6
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	458	Malaysia	4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1			R	Rural	[2002, 2004, 2007, 2009, 2012, 2014]	2002	2014	6
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	462	Maldives	4	34	Southern Asia	Country	73.09672546	-0.614385021	MDV	1	1			_T	All areas	[2016]	2016	2016	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			_T	All areas	[2001, 2006, 2009]	2001	2009	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			_T	All areas	[2000, 2004, 2008, 2014]	2000	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			U	Urban	[2000, 2004, 2008]	2000	2008	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	478	Mauritania	5	11	Western Africa	Country	-10.33187259	20.26089546	MRT	1	1			R	Rural	[2000, 2004, 2008]	2000	2008	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	480	Mauritius	5	14	Eastern Africa	Country	57.568022	-20.28581998	MUS	1	1			_T	All areas	[2012]	2012	2012	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			_T	All areas	[2008, 2010, 2012, 2014, 2016]	2008	2016	5
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			R	Rural	[2008, 2010, 2012, 2014]	2008	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			U	Urban	[2008, 2010, 2012, 2014]	2008	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			R	Rural	[2010, 2011, 2012, 2014]	2010	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			U	Urban	[2010, 2011, 2012, 2014]	2010	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	496	Mongolia	4	30	Eastern Asia	Country	103.0728057	46.83892054	MNG	1	1			_T	All areas	[2010, 2011, 2012, 2014]	2010	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			_T	All areas	[2001, 2002, 2003, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	14
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			R	Rural	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2006	2013	8
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	498	Republic of Moldova	4	151	Eastern Europe	Country	28.4650624	47.20236795	MDA	1	1			U	Urban	[2006, 2007, 2008, 2009, 2010, 2011, 2012]	2006	2012	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	499	Montenegro	4	39	Southern Europe	Country	19.25214024	42.78717043	MNE	1	1			_T	All areas	[2012, 2013, 2014, 2015]	2012	2015	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			U	Urban	[2000, 2005, 2010]	2000	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			_T	All areas	[2000, 2005, 2010, 2016]	2000	2016	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	50	Bangladesh	4	34	Southern Asia	Country	89.17660788	22.86961622	BGD	1	1			R	Rural	[2000, 2005, 2010]	2000	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			U	Urban	[1998, 2000, 2007]	1998	2007	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			_T	All areas	[1998, 2000, 2007, 2013]	1998	2013	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	504	Morocco	4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1			R	Rural	[1998, 2000, 2007]	1998	2007	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			U	Urban	[1996, 2002, 2008]	1996	2008	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			R	Rural	[1996, 2002, 2008]	1996	2008	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	508	Mozambique	5	14	Eastern Africa	Country	38.18479941	-14.27963886	MOZ	1	1			_T	All areas	[1996, 2002, 2008, 2014]	1996	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			U	Urban	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	51	Armenia	4	145	Western Asia	Country	44.93839317	40.29499741	ARM	1	1			R	Rural	[2008, 2009, 2010, 2011, 2012, 2013, 2014]	2008	2014	7
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			U	Urban	[1993, 2003, 2009]	1993	2009	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			R	Rural	[1993, 2003, 2009]	1993	2009	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	516	Namibia	5	18	Southern Africa	Country	17.21907885	-22.13817068	NAM	1	1			_T	All areas	[1993, 2003, 2009, 2015]	1993	2015	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			_T	All areas	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			R	Rural	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	524	Nepal	4	34	Southern Asia	Country	83.94678863	28.25866332	NPL	1	1			U	Urban	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	548	Vanuatu	4	54	Melanesia	Country	167.0679779	-15.34445547	VUT	1	1			_T	All areas	[2010]	2010	2010	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			_T	All areas	[2001, 2005, 2009, 2014, 2016]	2001	2016	5
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			U	Urban	[2005, 2009, 2014]	2005	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	558	Nicaragua	5	13	Central America	Country	-85.03060315	12.84210839	NIC	1	1			R	Rural	[2005, 2009, 2014]	2005	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			_T	All areas	[2011, 2014]	2011	2014	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			R	Rural	[2011]	2011	2011	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	562	Niger	5	11	Western Africa	Country	9.400167877	17.42143036	NER	1	1			U	Urban	[2011]	2011	2011	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			U	Urban	[2003, 2009]	2003	2009	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			_T	All areas	[2003, 2009]	2003	2009	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	566	Nigeria	5	11	Western Africa	Country	8.097363256	9.585789025	NGA	1	1			R	Rural	[2003, 2009]	2003	2009	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	583	Micronesia (Federated States of)	4	57	Micronesia	Country	158.225216	6.880670092	FSM	1	1			_T	All areas	[2005, 2013]	2005	2013	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	585	Palau	4	57	Micronesia	Country	134.5733878	7.502307591	PLW	1	1			_T	All areas	[2006]	2006	2006	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			_T	All areas	[1998, 2001, 2004, 2005, 2007, 2010, 2011, 2013, 2015]	1998	2015	9
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			U	Urban	[2013]	2013	2013	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	586	Pakistan	4	34	Southern Asia	Country	68.80479684	29.36491634	PAK	1	1			R	Rural	[2013]	2013	2013	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			_T	All areas	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2008	2016	9
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			U	Urban	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			_T	All areas	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	598	Papua New Guinea	4	54	Melanesia	Country	145.8587761	-6.756057077	PNG	1	1			R	Rural	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	5	5	South America	Country	-60.54854225	-21.70216237	PRY	1	1			_T	All areas	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2002	2017	16
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			R	Rural	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	14
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			U	Urban	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1			_T	All areas	[2003, 2006, 2009, 2012, 2015]	2003	2015	5
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	608	Philippines	4	35	South-Eastern Asia	Country	120.8601418	14.16591706	PHL	1	1			U	Urban	[2006, 2009, 2012]	2006	2012	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2004	2016	13
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1			R	Rural	[2002, 2010]	2002	2010	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1			U	Urban	[2002, 2010]	2002	2010	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	624	Guinea-Bissau	5	11	Western Africa	Country	-14.40182514	12.11760394	GNB	1	1			_T	All areas	[2002, 2010]	2002	2010	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1			U	Urban	[2001, 2007, 2014]	2001	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1			R	Rural	[2001, 2007, 2014]	2001	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	626	Timor-Leste	4	35	South-Eastern Asia	Country	125.9451052	-8.797497247	TLS	1	1			_T	All areas	[2001, 2007, 2014]	2001	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1			U	Urban	[2007, 2012]	2007	2012	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1			R	Rural	[2007, 2012]	2007	2012	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	64	Bhutan	4	34	Southern Asia	Country	90.45098484	27.39598568	BTN	1	1			_T	All areas	[2007, 2012, 2017]	2007	2017	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	642	Romania	4	151	Eastern Europe	Country	24.98481009	45.83893563	ROU	1	1			_T	All areas	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	643	Russian Federation	4	151	Eastern Europe	Country	99.01404926	61.61899849	RUS	1	1			_T	All areas	[2000, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	17
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	646	Rwanda	5	14	Eastern Africa	Country	29.92310194	-1.999842114	RWA	1	1			_T	All areas	[2016]	2016	2016	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	662	Saint Lucia	5	29	Caribbean	Country	-60.96529553	13.89405601	LCA	1	1			_T	All areas	[2016]	2016	2016	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	678	Sao Tome and Principe	5	17	Middle Africa	Country	6.609772265	0.241554875	STP	1	1			_T	All areas	[2000, 2010]	2000	2010	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1			R	Rural	[2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014]	2004	2014	10
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1			U	Urban	[2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014]	2004	2014	10
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2004	2017	13
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1			R	Rural	[2000, 2005, 2010]	2000	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1			U	Urban	[2000, 2005, 2010]	2000	2010	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	686	Senegal	5	11	Western Africa	Country	-14.46636926	14.35920905	SEN	1	1			_T	All areas	[2001, 2005, 2011]	2001	2011	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	688	Serbia	4	39	Southern Europe	Country	20.805876	44.03145697	SRB	1	1			_T	All areas	[2012, 2013, 2014, 2015, 2016]	2012	2016	5
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	690	Seychelles	5	14	Eastern Africa	Country	55.46561591	-4.678053059	SYC	1	1			_T	All areas	[2013]	2013	2013	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1			_T	All areas	[2003, 2011]	2003	2011	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1			U	Urban	[2003, 2011]	2003	2011	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	694	Sierra Leone	5	11	Western Africa	Country	-11.78306584	8.568604164	SLE	1	1			R	Rural	[2003, 2011]	2003	2011	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	70	Bosnia and Herzegovina	4	39	Southern Europe	Country	17.78584332	44.16845548	BIH	1	1			_T	All areas	[2007, 2011, 2015]	2007	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2004	2013	10
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			R	Rural	[2010, 2012, 2014]	2010	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			U	Urban	[2010, 2012, 2014]	2010	2014	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	704	Viet Nam	4	35	South-Eastern Asia	Country	105.802499	10.09643079	VNM	1	1			_T	All areas	[2012, 2014, 2016]	2012	2016	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	705	Slovenia	4	39	Southern Europe	Country	14.82209486	46.11958061	SVN	1	1			_T	All areas	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2004	2014	11
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			R	Rural	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			_T	All areas	[2005, 2008, 2010, 2014]	2005	2014	4
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	710	South Africa	5	18	Southern Africa	Country	24.67184355	-29.99957544	ZAF	1	1			U	Urban	[2005]	2005	2005	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	716	Zimbabwe	5	14	Eastern Africa	Country	29.86909584	-19.00075492	ZWE	1	1			_T	All areas	[2001, 2011]	2001	2011	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			R	Rural	[1993, 2002, 2009]	1993	2009	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			U	Urban	[1993, 2002, 2009]	1993	2009	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	72	Botswana	5	18	Southern Africa	Country	23.81380223	-22.18810073	BWA	1	1			_T	All areas	[1993, 2002, 2009]	1993	2009	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	728	South Sudan	5	14	Eastern Africa	Country	30.32618773	7.290839152	SSD	1	1			R	Rural	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	728	South Sudan	5	14	Eastern Africa	Country	30.32618773	7.290839152	SSD	1	1			U	Urban	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	728	South Sudan	5	14	Eastern Africa	Country	30.32618773	7.290839152	SSD	1	1			_T	All areas	[2009, 2012, 2014, 2015, 2016]	2009	2016	5
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			U	Urban	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			_T	All areas	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	729	Sudan	4	15	Northern Africa	Country	29.95650159	16.02643066	SDN	0	1			R	Rural	[2009]	2009	2009	1
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			R	Rural	[2000, 2009]	2000	2009	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			U	Urban	[2000, 2009]	2000	2009	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	748	Eswatini	5	18	Southern Africa	Country	31.50149288	-26.56471011	SWZ	1	1			_T	All areas	[2001, 2009]	2001	2009	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	76	Brazil	5	5	South America	Country	-53.08432878	-10.77668561	BRA	1	1			_T	All areas	[2016, 2017]	2016	2017	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			R	Rural	[2004, 2007]	2004	2007	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			U	Urban	[2004, 2007]	2004	2007	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	760	Syrian Arab Republic	4	145	Western Asia	Country	38.50466565	35.01676176	SYR	1	1			_T	All areas	[2004, 2007]	2004	2007	2
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			U	Urban	[2013, 2014, 2015]	2013	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			_T	All areas	[2013, 2014, 2015]	2013	2015	3
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	762	Tajikistan	4	143	Central Asia	Country	69.294998	38.43069666	TJK	1	1			R	Rural	[2013, 2014, 2015]	2013	2015	3
