series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	disabilityStatus_code	disabilityStatus_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	years	min_year	max_year	n_years
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			M	Male	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			F	Female	_T	No breakdown by disability	GRD_POLVIEW	Political opinion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			M	Male	_T	No breakdown by disability	GRD_POLVIEW	Political opinion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			F	Female	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			F	Female	_T	No breakdown by disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Both sexes	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Both sexes	_T	No breakdown by disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			M	Male	_T	No breakdown by disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Both sexes	_T	No breakdown by disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Both sexes	_T	No breakdown by disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	GRD_ETHCOLLAN	Ethnicity, colour, language	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_SEXO	Sexual orientation	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_RELIGION	Religion	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_AGE	Age	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_SEX	Sex	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PWD	Persons without disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	PD	Persons with disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			F	Female	_T	No breakdown by disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PWD	Persons without disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	PD	Persons with disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Both sexes	_T	No breakdown by disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	_T	All grounds or no breakdown	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	_T	No breakdown by disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PD	Persons with disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			M	Male	PWD	Persons without disability	GRD_OTHER	Other	[2018]	2018	2018	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			M	Male	_T	No breakdown by disability	GRD_OTHER	Other	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			F	Female	_T	No breakdown by disability	GRD_OTHER	Other	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PWD	Persons without disability	GRD_OTHER	Other	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PD	Persons with disability	GRD_OTHER	Other	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_OTHER	Other	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			M	Male	_T	No breakdown by disability	GRD_MARFAM	Marital and family status	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			F	Female	_T	No breakdown by disability	GRD_MARFAM	Marital and family status	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PWD	Persons without disability	GRD_MARFAM	Marital and family status	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PD	Persons with disability	GRD_MARFAM	Marital and family status	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_MARFAM	Marital and family status	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			F	Female	_T	No breakdown by disability	_T	All grounds or no breakdown	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PWD	Persons without disability	_T	All grounds or no breakdown	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PD	Persons with disability	_T	All grounds or no breakdown	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	_T	No breakdown by disability	_T	All grounds or no breakdown	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			M	Male	_T	No breakdown by disability	_T	All grounds or no breakdown	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_SEX	Sex	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PD	Persons with disability	GRD_SEX	Sex	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Both sexes	PWD	Persons without disability	GRD_SEX	Sex	[2015]	2015	2015	1
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			M	Male	_T	No breakdown by disability	GRD_EDU	Educational	[2015]	2015	2015	1
