series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	sex_code	sex_desc	typeOfSkill_code	typeOfSkill_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	8.21918						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	12.6994						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	50.68493						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	62.7945						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	76.9156						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2016				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	48.8483						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	70.7483						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	68.02721						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	43.53741						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	8.16327						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	72.78912						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	62.58503						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	528	Netherlands	51.70068						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	22.94524						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	4.10058						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	29.35004						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	21.18599						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	22.71503						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	34.99753						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTATCH	Sending e-mails with attached files	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	18.0956						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	15.60241						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	531	Curaçao	12.02205						ITU			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2017				5	29	Caribbean	Country	-68.95033464	12.15058042	CUW	0	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	37.48009						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	46.60865						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	55.79991						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	68.38796						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	39.079						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	72.0434						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	54.94181						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	58.81532						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	62.71549						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	74.77739						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTATCH	Sending e-mails with attached files	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	32.84849						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	35.95307						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	64.75741						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	4.8604						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	9.20008						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	13.56961						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	62.33409						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	64.10784						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	65.89381						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	38.71689						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	42.53205						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	46.37351						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2014				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	44.7927						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	33.00809						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	36.04411						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	56.97169						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	62.4289						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	67.97507						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCMFL	Copying or moving a file or folder	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	44.62492						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCDV	Connecting and installing new devices	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	39.58741						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	29.99299						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPST	Creating electronic presentations with presentation software	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	63.22301						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	37.66329						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	42.45239						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	47.20701						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	54.9422						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	58.09006						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	61.2597						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	74.99185						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTATCH	Sending e-mails with attached files	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	1.8474						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	8.46069						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	9.71241						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	54.19769						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	57.6246						Eurostat			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	34.41801						Eurostat			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2015				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	42.93979						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSFWR	Finding, downloading, installing and configuring software	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	61.39741						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	9.29387						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	14.39919						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	62.46328						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	65.15784						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	67.87151						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTCPT	Using copy and paste tools to duplicate or move information within a document	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	40.30356						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	44.48627						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	4.22448						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTPRGM	Writing a computer program using a specialized programming language	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	48.69863						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	M	Male	SKILL_ICTSSHT	Using basic arithmetic formula in a spreadsheet	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	52.49525						Algemene Directie Statistiek - Statistics Belgium Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	F	Female	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
SE_ADT_ACTS	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)	56	Belgium	56.93061						Direction GĂŠnĂŠrale Statistique - Statistics Belgium			_X	Data nature not available	PT	Percentage	_T	Both sexes	SKILL_ICTTRFF	Transferring files between a computer and other devices	G	Global	2016				4	155	Western Europe	Country	4.660976456	50.64104975	BEL	1	1
