goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	cities_code	cities_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			SANSALVADOR_SOYAPANGO	San Salvador - Soyapango	[2001]	2001	2001	1	PT	Percentage	G	Global	95.0																	95.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			SANSALVADOR_SANSALVADOR	San Salvador, San Salvador	[2001]	2001	2001	1	PT	Percentage	G	Global	81.0																	81.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			SANSALVADOR_MEJICANOS	San Salvador - Mejicanos	[2001]	2001	2001	1	PT	Percentage	G	Global	85.0																	85.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			SANSALVADOR_ILOPANGO	San Salvador - Ilopango,	[2001]	2001	2001	1	PT	Percentage	G	Global	50.0																	50.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			SANSALVADOR_APOPA	San Salvador - Apopa	[2001]	2001	2001	1	PT	Percentage	G	Global	73.0																	73.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			ADDIS	Addis	[2010]	2010	2010	1	PT	Percentage	G	Global										38.5								38.5			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			WINDHOEK	Windhoek	[2011]	2011	2011	1	PT	Percentage	G	Global											23.1							23.1			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			HELSINKI	Helsinki	[2015]	2015	2015	1	PT	Percentage	G	Global															100.0			100.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			PARIS	Paris	[2015]	2015	2015	1	PT	Percentage	G	Global															100.0			100.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			TBILISI	Tbilisi	[2007]	2007	2007	1	PT	Percentage	G	Global							95.0											95.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			KUTAISI	Kutaisi	[2007]	2007	2007	1	PT	Percentage	G	Global							62.0											62.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			BATUMI	Batumi	[2007]	2007	2007	1	PT	Percentage	G	Global							100.0											100.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			BERLIN	Berlin	[2015]	2015	2015	1	PT	Percentage	G	Global															100.0			100.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			ANTIGUA	Antigua	[2012]	2012	2012	1	PT	Percentage	G	Global												89.0						89.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			ACCRA	Accra	[2015]	2015	2015	1	PT	Percentage	G	Global															58.75074			58.75074			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			ATHENSGAA	Athens (GAA)	[2011]	2011	2011	1	PT	Percentage	G	Global											100.0							100.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			BUENOSAIRES	Buenos Aires	[2010, 2015]	2010	2015	2	PT	Percentage	G	Global										96.0					82.25			82.25			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			CONAKRY	Conakry	[2007]	2007	2007	1	PT	Percentage	G	Global							56.0											56.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			GEORGETOWN	Georgetown	[2008]	2008	2008	1	PT	Percentage	G	Global								73.35971										73.35971			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			LESCAYES	Les Cayes	[2001]	2001	2001	1	PT	Percentage	G	Global	45.0																	45.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			PETIONVILLE	Petion Ville	[2001]	2001	2001	1	PT	Percentage	G	Global	22.0																	22.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			SAINTMARC	Saint Marc	[2001]	2001	2001	1	PT	Percentage	G	Global	45.0																	45.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			PORT-AU-PRINCE	Port-au-Prince	[2001]	2001	2001	1	PT	Percentage	G	Global	22.0																	22.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			TEGUCIGALPA	Tegucigalpa	[2012]	2012	2012	1	PT	Percentage	G	Global												74.64294						74.64294			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			NOCITI	All areas or breakdown by cities not available	[2015]	2015	2015	1	PT	Percentage	G	Global															100.0			100.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		N: Non-relevant
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			BUDAPEST	Budapest	[2015]	2015	2015	1	PT	Percentage	G	Global															50.0			50.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			DELHI	Delhi	[2011]	2011	2011	1	PT	Percentage	G	Global											75.0							75.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			BANGALORE	Bangalore	[2012]	2012	2012	1	PT	Percentage	G	Global												75.0						75.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			WARANGAL	Warangal	[2012]	2012	2012	1	PT	Percentage	G	Global												95.0						95.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			SURAT	Surat	[2012]	2012	2012	1	PT	Percentage	G	Global												93.0						93.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			BRISBANE	Brisbane	[2015]	2015	2015	1	PT	Percentage	G	Global															98.2			98.2			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			GOLDCOAST	Gold Coast	[2015]	2015	2015	1	PT	Percentage	G	Global															100.0			100.0			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			DARWIN	Darwin	[2015]	2015	2015	1	PT	Percentage	G	Global															99.1			99.1			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			CANBERRA	Canberra	[2015]	2015	2015	1	PT	Percentage	G	Global															99.3			99.3			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			ADELAIDE	Adelaide	[2015]	2015	2015	1	PT	Percentage	G	Global															98.1			98.1			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			SYDNEY	Sydney	[2015]	2015	2015	1	PT	Percentage	G	Global															98.6			98.6			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
11	Goal 11	Make cities and human settlements inclusive, safe, resilient and sustainable	11.6	By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management	C110603	11.6.1	Proportion of municipal solid waste collected and managed in controlled facilities out of total municipal waste generated, by cities	2020.Q1.G.02	['cities', 'human settlements', 'sanitation']	EN_REF_WASCOL	Municipal Solid Waste collection coverage, by cities (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			PERTH	Perth	[2015]	2015	2015	1	PT	Percentage	G	Global															99.1			99.1			Municipal Solid Waste (MSW) collection coverage is defined as the amount of MSQ collected as a proportion of total MSW generated.	United Nations Human Settlements Programme (UN-Habitat)		C: Country data
