goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,quantile_code,quantile_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,2.0,,2.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,0.0,,0.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,-2.0,-2.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,-2.0,-2.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,2.0,2.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,1.0,1.0,,,Estimated from individual income data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,5.0,,5.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,5.0,,5.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,,,_T,Total (national average) or no breakdown,[2015],2015,2015,1,PT,Percentage,G,Global,3.0,,,,3.0,,,Estimated from individual income data. Growth rates are for the period of 2010-2015.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,,,B40,Bottom 40%,[2015],2015,2015,1,PT,Percentage,G,Global,3.0,,,,3.0,,,Estimated from individual income data. Growth rates are for the period of 2010-2015.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,5.0,5.0,,,Estimated from individual consumption data. Growth rates are for the period of 2014-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,5.0,5.0,,,Estimated from individual consumption data. Growth rates are for the period of 2014-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),364,Iran (Islamic Republic of),4,34,Southern Asia,Country,54.19766348,32.74370885,IRN,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,0.0,,0.0,,,Estimated from individual consumption data. Growth rates are for the period of 2014-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),364,Iran (Islamic Republic of),4,34,Southern Asia,Country,54.19766348,32.74370885,IRN,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,2.0,,2.0,,,Estimated from individual consumption data. Growth rates are for the period of 2014-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,,,B40,Bottom 40%,[2016],2016,2016,1,PT,Percentage,G,Global,,3.0,,,3.0,,,Estimated from individual income data. Growth rates are for the period of 2011-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,3.0,,,3.0,,,Estimated from individual income data. Growth rates are for the period of 2011-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,3.0,,,3.0,,,Estimated from grouped income data. Growth rates are for the period of 2010-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,,,B40,Bottom 40%,[2016],2016,2016,1,PT,Percentage,G,Global,,4.0,,,4.0,,,Estimated from grouped income data. Growth rates are for the period of 2010-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,1.0,,1.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,0.0,,0.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),398,Kazakhstan,4,143,Central Asia,Country,66.65359159,48.01963494,KAZ,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,0.0,,0.0,,,Estimated from individual consumption data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),398,Kazakhstan,4,143,Central Asia,Country,66.65359159,48.01963494,KAZ,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,-1.0,,-1.0,,,Estimated from individual consumption data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,1.0,,1.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,1.0,,1.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,2.0,2.0,,,Estimated from individual consumption data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,3.0,3.0,,,Estimated from individual consumption data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,8.0,,8.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,8.0,,8.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,7.0,,7.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,6.0,,6.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,3.0,,3.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,4.0,,4.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),454,Malawi,5,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,2.0,,,2.0,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),454,Malawi,5,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,,,B40,Bottom 40%,[2016],2016,2016,1,PT,Percentage,G,Global,,3.0,,,3.0,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,,,B40,Bottom 40%,[2016],2016,2016,1,PT,Percentage,G,Global,,8.0,,,8.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),458,Malaysia,4,35,South-Eastern Asia,Country,116.8346314,5.452415309,MYS,1,1,,,_T,Total (national average) or no breakdown,[2016],2016,2016,1,PT,Percentage,G,Global,,6.0,,,6.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2016.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),470,Malta,4,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,4.0,,4.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),470,Malta,4,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,4.0,,4.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),480,Mauritius,5,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,,,_T,Total (national average) or no breakdown,[2017],2017,2017,1,PT,Percentage,G,Global,,,2.0,,2.0,,,Estimated from individual consumption data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),480,Mauritius,5,14,Eastern Africa,Country,57.568022,-20.28581998,MUS,1,1,,,B40,Bottom 40%,[2017],2017,2017,1,PT,Percentage,G,Global,,,3.0,,3.0,,,Estimated from individual consumption data. Growth rates are for the period of 2012-2017.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,1.0,1.0,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,1.0,1.0,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,,,B40,Bottom 40%,[2018],2018,2018,1,PT,Percentage,G,Global,,,,2.0,2.0,,,Estimated from individual consumption data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),498,Republic of Moldova,4,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,,,_T,Total (national average) or no breakdown,[2018],2018,2018,1,PT,Percentage,G,Global,,,,0.0,0.0,,,Estimated from individual consumption data. Growth rates are for the period of 2013-2018.,World Bank,,G: Global monitoring data
10,Goal 10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",C100101,10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,2020.Q1.G.02,['income distribution'],SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),499,Montenegro,4,39,Southern Europe,Country,19.25214024,42.78717043,MNE,1,1,,,_T,Total (national average) or no breakdown,[2015],2015,2015,1,PT,Percentage,G,Global,1.0,,,,1.0,,,Estimated from individual income data. Growth rates are for the period of 2012-2015.,World Bank,,G: Global monitoring data
