goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),222,El Salvador,5,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,26.09,25.35,25.72,32.1,32.99,27.35,28.83,24.66,38.07,37.88,28.95,35.8,37.11,43.54,38.19,40.91,35.26,32.38,35.35,,35.35,,,[2000-2007]: Data reference period: December | Age coverage - minimum age: 10 years old // [2008-2009]: Age coverage - minimum age: 16 years old // [2010-2018]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,[2000-2007]: LFS - Labour force survey // [2008-2018]: HS - Multi-purpose household survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),231,Ethiopia,5,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,,,F,Female,"[2005, 2013]",2005,2013,2,PT,Percentage,G,Global,,,,,,20.1,,,,,,,,26.52,,,,,,,26.52,,,Repository: ILO-STATISTICS - Micro data processing,LFS - National Labor Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),233,Estonia,4,154,Northern Europe,Country,25.84093481,58.68487172,EST,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,40.38,36.9,37.93,31.23,35.18,37.22,33.01,33.52,35.94,35.32,36.08,35.36,31.79,33.39,32.6,30.72,36.24,38.51,36.07,,36.07,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),24,Angola,5,17,Middle Africa,Country,17.57817062,-12.33724746,AGO,1,1,,,F,Female,[2010],2010,2010,1,PT,Percentage,G,Global,,,,,,,,,,,29.76,,,,,,,,,,29.76,,,,LFS - Angola Employment Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),242,Fiji,4,54,Melanesia,Country,177.9660884,-17.83301566,FJI,1,1,,,F,Female,"[2004, 2005, 2007, 2011, 2014, 2016]",2004,2016,6,PT,Percentage,G,Global,,,,,27.16,31.72,,23.77,,,,31.5,,,30.42,,38.89,,,,38.89,,,"[2004]: Reference group coverage: Total employment // [2005,2011,2016]: Repository: ILO-STATISTICS - Micro data processing // [2007]: Reference group coverage: Employees","LFS - Employment, Unemployment Survey",,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,26.64,27.92,28.36,28.62,28.17,29.85,29.59,28.6,29.52,29.68,30.45,31.99,29.74,29.64,33.68,33.32,34.14,31.29,31.83,,31.83,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,34.97,35.51,36.43,35.41,35.89,37.59,37.89,37.84,38.51,38.09,38.49,39.33,39.32,36.0,32.74,31.66,32.91,33.37,34.47,,34.47,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,,,F,Female,"[2017, 2018]",2017,2018,2,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,,31.99,35.68,,35.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),270,Gambia,5,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,,,F,Female,[2012],2012,2012,1,PT,Percentage,G,Global,,,,,,,,,,,,,33.83,,,,,,,,33.83,,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,12.47,10.61,9.64,12.42,11.17,12.27,11.89,10.29,9.74,12.36,12.08,10.65,14.52,14.98,15.21,15.44,19.28,15.91,17.71,,17.71,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Palestinian labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,27.13,26.92,27.29,28.04,27.71,28.17,28.51,28.73,29.19,29.66,29.93,30.32,28.63,28.9,29.0,29.29,29.29,29.21,29.39,,29.39,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),28,Antigua and Barbuda,5,29,Caribbean,Country,-61.7999755,17.07761471,ATG,1,1,,,F,Female,[2001],2001,2001,1,PT,Percentage,G,Global,,45.06,,,,,,,,,,,,,,,,,,,45.06,,,Data reference period: May,PC - Population Census,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,,,F,Female,[2015],2015,2015,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,41.79,,,,,41.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),296,Kiribati,4,57,Micronesia,Country,-157.5643005,1.768837732,KIR,1,1,,,F,Female,"[2005, 2010, 2015]",2005,2015,3,PT,Percentage,G,Global,,,,,,27.29,,,,,36.45,,,,,37.22,,,,,37.22,,,"[2005,2010]: Data reference period: November // [2015]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers",PC - Population Census,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),30,Eastern Asia,3,142,Asia,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,19.05,19.51,19.9,20.31,20.67,21.12,21.67,22.25,22.77,23.28,23.71,24.23,24.84,25.4,25.87,26.43,26.88,27.2,27.66,27.99,27.99,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,25.13,24.57,24.93,26.11,25.95,26.63,26.85,28.15,28.53,30.09,30.19,23.62,25.97,28.75,28.32,25.72,25.5,29.8,27.48,,27.48,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,26.9,27.6,25.3,24.4,29.6,28.2,23.2,22.1,24.7,19.2,25.52,32.8,34.2,32.99,34.54,35.06,34.86,34.49,38.07,,38.07,,,[2000-2016]: Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2017-2018]: Employment definition: Excluding own-use production workers | Data reference period: End of the year | Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),32,Argentina,5,5,South America,Country,-65.14563274,-35.19446255,ARG,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018]",2000,2018,16,PT,Percentage,G,Global,27.4,27.17,25.77,28.95,27.44,26.43,27.77,,27.86,32.4,29.85,28.02,30.4,30.26,30.62,,,31.61,32.56,,32.56,,,"[2000-2002]: Data reference period: Incomplete year | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 10 years old | Break in series: Methodology revised // [2003]: Data reference period: Second semester | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 10 years old | Break in series: Other or unspecified type of break // [2004-2006,2017-2018]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas // [2008-2014]: Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas | Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.",LFS - Permanent Household Survey (Urban),,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),320,Guatemala,5,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,,,F,Female,"[2003, 2004, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2003,2017,10,PT,Percentage,G,Global,,,,30.67,26.52,,,,,,57.54,58.23,44.85,34.98,34.54,31.83,44.64,29.72,,,29.72,,,"[2003,2011-2012,2015-2017]: Repository: ILO-STATISTICS - Micro data processing // [2004,2010,2013-2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",LFS - Monthly Employment and Income Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),328,Guyana,5,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,,,F,Female,[2017],2017,2017,1,PT,Percentage,G,Global,,,,,,,,,,,,,,,,,,37.86,,,37.86,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Third quarter,LFS - Labour force survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),332,Haiti,5,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,,,F,Female,[2003],2003,2003,1,PT,Percentage,G,Global,,,,23.95,,,,,,,,,,,,,,,,,23.95,,,Age coverage - minimum age: 10 years old,PC - Population Census,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),34,Southern Asia,3,142,Asia,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,12.25,12.27,12.22,12.29,12.47,12.64,12.52,12.45,12.06,11.79,11.62,11.92,12.12,12.09,12.27,12.25,12.39,12.54,12.67,12.77,12.77,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),340,Honduras,5,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,,,F,Female,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2005,2018,14,PT,Percentage,G,Global,,,,,,57.74,56.82,57.49,58.79,60.88,56.23,57.1,59.49,61.3,59.93,49.14,46.97,48.43,51.35,,51.35,,,[2005]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter | Break in series: Methodology revised // [2006-2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter,HS - Continous Multi-Purpose Household Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,33.53,35.36,35.74,34.16,33.66,34.76,36.63,35.36,36.5,36.18,36.48,40.43,38.93,40.81,39.82,40.53,39.36,39.36,38.57,,38.57,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),35,South-Eastern Asia,3,142,Asia,Region,,,,,,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,36.1,36.42,36.4,36.47,36.45,36.75,36.6,39.1,40.57,40.16,40.97,40.62,38.58,39.57,39.76,39.46,39.99,39.97,40.85,41.31,41.31,,,,"ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",,M: Modeled data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,29.01,28.89,29.38,37.01,33.6,27.38,29.35,29.69,32.9,33.61,34.3,39.78,39.9,37.56,37.16,38.24,34.15,32.38,41.46,,41.46,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,,,F,Female,"[2000, 2005, 2010, 2012, 2018]",2000,2018,5,PT,Percentage,G,Global,13.95,,,,,15.22,,,,,12.23,,12.89,,,,,,13.67,,13.67,,,"[2000,2005]: Geographical coverage: Total national, excluding some areas // [2010,2012,2018]: Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year","[2000,2005,2010,2012]: HS - National Sample Survey // [2018]: LFS - PLFS",,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,29.96,31.79,32.23,32.74,33.51,34.36,34.29,34.29,35.53,35.53,34.41,36.11,35.74,35.83,36.32,37.69,36.74,38.65,37.8,,37.8,,,"[2000-2007]: Population coverage: Excluding armed forces and/or conscripts // [2008]: Employment definition: Other nonstandard definition | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts // [2009-2018]: Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts",LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2017]",2000,2017,16,PT,Percentage,G,Global,32.86,17.29,15.43,13.92,11.7,12.13,21.75,19.71,21.34,19.2,20.88,,19.29,21.6,23.48,22.38,,27.46,,,27.46,,,"[2000,2013]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2001-2010,2012,2014-2015,2017]: Repository: ILO-STATISTICS - Micro data processing",LFS - National Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),364,Iran (Islamic Republic of),4,34,Southern Asia,Country,54.19766348,32.74370885,IRN,1,1,,,F,Female,"[2005, 2006, 2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018]",2005,2018,11,PT,Percentage,G,Global,,,,,,16.17,14.61,13.31,13.28,11.8,14.61,,,,18.21,16.43,17.29,19.04,20.46,,20.46,,,"[2005-2008]: Age coverage - minimum age: 10 years old // [2009-2010,2014-2016]: Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old // [2017-2018]: Employment definition: Including subsistence workers | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old",LFS - Labour Force Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),368,Iraq,4,145,Western Asia,Country,43.76606267,33.05013795,IRQ,1,1,,,F,Female,"[2007, 2012]",2007,2012,2,PT,Percentage,G,Global,,,,,,,,11.75,,,,,21.84,,,,,,,,21.84,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Socio-Economic Survey,,C: Country data
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2020.Q1.G.02,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTL,Proportion of women in managerial positions (%),372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,,,F,Female,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,26.28,27.53,27.26,28.68,28.7,30.26,30.61,38.6,39.89,39.52,39.14,33.75,33.17,33.31,33.7,34.65,36.22,36.18,36.02,,36.02,,,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,,C: Country data
