series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	typeOfSpeed_code	typeOfSpeed_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			IS_GE10M	10 mbps and over	2018	560.0					MinistĂ¨re de la Communication chargĂŠ des Postes et des TĂŠlĂŠcommunications		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			_T	Any speed	2018	29099.0					AutoritĂŠ de RĂŠgulation des Communications Ălectroniques et des Postes 		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	8013.0					AutoritĂŠ de RĂŠgulation des Communications Ălectroniques et des Postes 		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	266	Gabon	5	17	Middle Africa	Country	11.78727747	-0.60687619	GAB	1	1			IS_GE10M	10 mbps and over	2018	21086.0					AutoritĂŠ de RĂŠgulation des Communications Ălectroniques et des Postes 		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			_T	Any speed	2018	840603.0					GNCC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			IS_GE10M	10 mbps and over	2018	654044.0					GNCC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	192637.0					GNCC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	7197.0					GNCC		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			_T	Any speed	2018	4433.0					Public Utilities Regulatory Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	1330.0					Public Utilities Regulatory Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	2660.0					Public Utilities Regulatory Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	270	Gambia	5	11	Western Africa	Country	-15.39944785	13.45295927	GMB	1	1			IS_GE10M	10 mbps and over	2018	443.0					Public Utilities Regulatory Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Any speed	2018	364086.0					Ministry of Telecom and IT		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	532.0					Ministry of Telecom and IT		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	177103.0					Ministry of Telecom and IT		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			IS_GE10M	10 mbps and over	2018	186451.0					Ministry of Telecom and IT		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			_T	Any speed	2018	34174900.0					Bundesnetzagentur fĂźr ElektrizitĂ¤t, Gas, Telekommunikation, Post und Eisenbahnen	Data based on estimates. Source: Federal Network Agency of Germany	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			IS_GE10M	10 mbps and over	2018	30097900.0					Bundesnetzagentur fĂźr ElektrizitĂ¤t, Gas, Telekommunikation, Post und Eisenbahnen	Data based on estimates.	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	3806000.0					Bundesnetzagentur fĂźr ElektrizitĂ¤t, Gas, Telekommunikation, Post und Eisenbahnen	Data based on estimates.	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	271000.0					Bundesnetzagentur fĂźr ElektrizitĂ¤t, Gas, Telekommunikation, Post und Eisenbahnen	Data based on estimates.	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			_T	Any speed	2017	9000.0					ITU estimate.		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2016	3655.0					Ministry of Information, Broadcasting, Telecommunications and Information Technology		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2014	3831.0					Ministry of Information, Broadcasting, Telecommunications, and Information Technology		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	28	Antigua and Barbuda	5	29	Caribbean	Country	-61.7999755	17.07761471	ATG	1	1			IS_GE10M	10 mbps and over	2013	5.0					Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			_T	Any speed	2018	62320.0					National Communications Authority (NCA)	Subscriptions from Vodafone, Airtel, Teledata ICT, Giant International, Mainone, Supertech, Vodacom, Busy Internet, E-Connecta, Digital Arena, IS Internet Solutions, Surfline 	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			IS_GE10M	10 mbps and over	2012	40.0					National Communications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2012	886.0					National Communications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2012	64436.0					National Communications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			_T	Any speed	2018	19232.0					Gibraltar Regulatory Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	0.0					Gibraltar Regulatory Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	0.0					Gibraltar Regulatory Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	292	Gibraltar	4	39	Southern Europe	Country	-5.347561686	36.13895036	GIB	0	1			IS_GE10M	10 mbps and over	2018	19232.0					Gibraltar Regulatory Authority	10,20,25,50,100,200, 300 & 500mbps speeds	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			_T	Any speed	2018	884.0					MICTTD		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	26.0					MICTTD	only 1 operator input here..data to be revised	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	106.0					MICTTD		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	296	Kiribati	4	57	Micronesia	Country	-157.5643005	1.768837732	KIR	1	1			IS_GE10M	10 mbps and over	2018	3.0					MICTTD	only 1 operator input received, need to be revised	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			_T	Any speed	2018	3961864.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	382.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			IS_GE10M	10 mbps and over	2018	3789000.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	172482.0					Hellenic Telecommunications & Post Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			_T	Any speed	2018	13192.0					Tele Greenland A/S		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			IS_GE10M	10 mbps and over	2018	6833.0					Tele Greenland A/S		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	354.0					Tele Greenland A/S		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	304	Greenland	4	21	Northern America	Country	-41.39371316	74.75625681	GRL	0	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	6005.0					Tele Greenland A/S		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			_T	Any speed	2017	22235.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			IS_GE10M	10 mbps and over	2017	1275.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2017	10762.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2017	10300.0					National Telecommunications Regulatory Commission		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	Any speed	2018	1890913.0					Ministry of Transport, Communications and High Technologies		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	850550.0					Ministry of Transport, Communications and High Technologies		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			IS_GE10M	10 mbps and over	2018	208714.0					Ministry of Transport, Communications and High Technologies		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	831649.0					Ministry of Transport, Communications and High Technologies		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	316	Guam	4	57	Micronesia	Country	144.7029305	13.35485404	GUM	0	1			_T	Any speed	2014	3000.0					ITU estimate.		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			_T	Any speed	2018	8473655.0					Ente Nacional de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	3466070.0					Ente Nacional de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	339936.0					Ente Nacional de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			IS_GE10M	10 mbps and over	2018	4528809.0					Ente Nacional de Comunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	320	Guatemala	5	13	Central America	Country	-91.2312746	15.00273719	GTM	1	1			_T	Any speed	2017	531000.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			_T	Any speed	2018	1213.0					MinistĂ¨re des Postes , des TĂŠlĂŠcommunications et de l'Economie NumĂŠrique 		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			_T	Any speed	2017	64889.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2017	13336.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			IS_GE10M	10 mbps and over	2017	10032.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2017	41521.0					National Frequency Management Unit		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			_T	Any speed	2018	31100.0					CONATEL (Conseil National des TĂŠlĂŠcommunications)		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			_T	Any speed	2018	354861.0					Conatel		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			IS_GE10M	10 mbps and over	2018	12796.0					Conatel		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	265068.0					Conatel		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	340	Honduras	5	13	Central America	Country	-86.59974381	14.82243161	HND	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	76997.0					Conatel		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			_T	Any speed	2018	2714679.0					Office of the Communications Authority	"Figure as of Mar 2019. From January 2019 onwards, the statistics are compiled in terms of the number of ""access lines"" provided by ISPs, while it was in terms of the number of ""registered customer accounts"" prior to that."	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	19310.0					Office of the Communications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			IS_GE10M	10 mbps and over	2018	2695369.0					Office of the Communications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	0.0					Office of the Communications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			_T	Any speed	2018	3079549.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			IS_GE10M	10 mbps and over	2018	2872972.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	42659.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	163918.0					National Media and Infocommunications Authority		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			_T	Any speed	2018	136556.0					PTA in Iceland		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			IS_GE10M	10 mbps and over	2018	136129.0					PTA in Iceland		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	159.0					PTA in Iceland		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	268.0					PTA in Iceland		_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			_T	Any speed	2018	18170000.0					Ministry of Communications	Dec-18	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	8228848.0					Ministry of Communications	Dec-18	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			IS_GE10M	10 mbps and over	2018	9650039.0					Ministry of Communications	Dec-18	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	291113.0					Ministry of Communications	Dec-18	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			_T	Any speed	2018	7640000.0					Department of Communications and the Arts	Data is equal to i4213dsl + i4213cab + i4213ftth/b + i4213ob + i271s + i271fw  	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2016	2158000.0					Department of Communications and the Arts	Australian Bureau of Statistics (2019), 8153.0 Internet Activity, Australia, June 2018, Table 2. As at December. Advertised download speeds of 1.5Mbps to less than 8Mbps  	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			IS_GE10M	10 mbps and over	2017	12537000.0					Department of Communications and the Arts	Australian Bureau of Statistics (2019), 8153.0 Internet Activity, Australia, June 2018, Table 2. As at December. Advertised download speeds of 8Mbps or greater  	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2016	92000.0					Department of Communications and the Arts	Australian Bureau of Statistics (2019), 8153.0 Internet Activity, Australia, June 2018, Table 2. As at December. Advertised download speeds of less than 1.5Mbps  	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			_T	Any speed	2018	8874116.0					Ministry of Communication and Informatics	Ministry of Communications and Informatics	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			IS_2MT10M	Between 2 mbps and 10 mbps	2018	615969.0					Ministry of Communication and Informatics	Ministry of Communications and Informatics	_X	Data nature not available	NUMBER	Number	G	Global			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			IS_256KT2M	Between 256 kbps and 2 mbps	2018	3987826.0					Ministry of Communication and Informatics	Ministry of Communications and Informatics	_X	Data nature not available	NUMBER	Number	G	Global			
